   ILREP   N   L
   -----   -   -
             9.02E-16  3.76E-16  1.58E-16  6.12E-17  1.64E-17  5.89E-18  2.10E-18  5.35E-19  1.89E-19
     2       0.00E+00  0.00E+00  9.16E-28  1.59E-20  5.71E-17  4.38E-15  1.08E-14  1.02E-14  5.47E-15  3.84E-15
             2.63E-15  1.12E-15  4.78E-16  1.87E-16  5.02E-17  1.81E-17  6.46E-18  1.64E-18  5.83E-19
     3       0.00E+00  0.00E+00  0.00E+00  2.22E-37  2.86E-25  3.00E-18  6.26E-16  7.25E-15  1.66E-14  1.31E-14
             7.37E-15  2.58E-15  1.03E-15  3.88E-16  1.02E-16  3.65E-17  1.30E-17  3.30E-18  1.17E-18
     4       0.00E+00  0.00E+00  3.74E-29  7.59E-22  2.14E-18  1.23E-16  2.86E-16  9.91E-16  5.29E-15  5.92E-15
             3.96E-15  1.54E-15  6.33E-16  2.42E-16  6.43E-17  2.31E-17  8.23E-18  2.09E-18  7.41E-19
     5       0.00E+00  0.00E+00  3.19E-29  4.86E-22  1.61E-18  1.43E-16  4.09E-16  6.42E-16  1.87E-15  2.48E-15
             1.85E-15  7.55E-16  3.14E-16  1.21E-16  3.21E-17  1.16E-17  4.12E-18  1.05E-18  3.71E-19
     6       0.00E+00  0.00E+00  0.00E+00  2.91E-37  4.31E-25  4.33E-18  6.77E-16  1.11E-14  4.78E-14  4.85E-14
             3.04E-14  1.11E-14  4.45E-15  1.68E-15  4.42E-16  1.58E-16  5.64E-17  1.43E-17  5.07E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-28  5.06E-21  3.38E-17  2.78E-15  1.95E-14  2.15E-14
             1.37E-14  4.98E-15  2.00E-15  7.52E-16  1.98E-16  7.07E-17  2.52E-17  6.39E-18  2.26E-18
     8       0.00E+00  0.00E+00  2.74E-28  3.89E-21  1.08E-17  6.72E-16  1.54E-15  1.95E-15  4.53E-15  4.43E-15
             2.67E-15  9.33E-16  3.68E-16  1.37E-16  3.59E-17  1.28E-17  4.57E-18  1.16E-18  4.10E-19
     9       0.00E+00  0.00E+00  1.45E-31  2.59E-24  9.85E-21  8.74E-19  3.55E-17  3.65E-15  3.75E-14  5.03E-14
             3.56E-14  1.38E-14  5.64E-15  2.14E-15  5.67E-16  2.03E-16  7.24E-17  1.84E-17  6.51E-18
    10       0.00E+00  0.00E+00  0.00E+00  6.48E-38  8.29E-26  7.36E-19  8.63E-17  5.69E-16  9.11E-16  6.50E-16
             3.41E-16  1.12E-16  4.33E-17  1.60E-17  4.17E-18  1.49E-18  5.29E-19  1.34E-19  4.75E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  CFGPRT= (    7.0)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.93E-36  7.30E-25  2.51E-21  1.42E-18  1.14E-16  3.37E-16
             3.66E-16  1.85E-16  8.28E-17  3.29E-17  8.95E-18  3.24E-18  1.16E-18  2.95E-19  1.05E-19
     8       0.00E+00  0.00E+00  9.16E-28  1.59E-20  5.71E-17  4.38E-15  1.08E-14  1.02E-14  5.18E-15  3.47E-15
             2.37E-15  1.02E-15  4.38E-16  1.71E-16  4.61E-17  1.66E-17  5.95E-18  1.51E-18  5.36E-19
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-28  4.40E-19  3.27E-16  5.30E-15  1.36E-14  1.11E-14
             6.35E-15  2.26E-15  9.06E-16  3.42E-16  9.01E-17  3.23E-17  1.15E-17  2.92E-18  1.03E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-35  1.94E-22  3.00E-18  2.31E-16  1.57E-15  1.94E-15
             1.48E-15  6.53E-16  2.83E-16  1.11E-16  3.00E-17  1.08E-17  3.87E-18  9.85E-19  3.49E-19
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.06E-35  4.26E-24  1.17E-20  5.28E-19  2.37E-17  6.64E-17
             6.71E-17  3.20E-17  1.40E-17  5.48E-18  1.48E-18  5.34E-19  1.91E-19  4.86E-20  1.72E-20
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-36  1.09E-23  1.16E-19  8.41E-18  3.63E-16  1.17E-15
             1.29E-15  6.46E-16  2.87E-16  1.14E-16  3.08E-17  1.12E-17  3.99E-18  1.02E-18  3.60E-19
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-26  1.26E-21  4.90E-19  1.21E-16  5.13E-16
             6.30E-16  3.37E-16  1.53E-16  6.12E-17  1.67E-17  6.05E-18  2.17E-18  5.52E-19  1.96E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-26  7.25E-21  2.11E-18  6.09E-17  1.92E-16
             2.27E-16  1.21E-16  5.53E-17  2.22E-17  6.07E-18  2.20E-18  7.88E-19  2.01E-19  7.12E-20
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.52E-28  2.50E-22  9.48E-20  8.47E-18  3.45E-17
             4.28E-17  2.31E-17  1.05E-17  4.23E-18  1.15E-18  4.18E-19  1.50E-19  3.82E-20  1.35E-20
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-28  3.19E-23  1.86E-20  5.18E-18  2.26E-17
             2.83E-17  1.53E-17  6.96E-18  2.79E-18  7.62E-19  2.76E-19  9.89E-20  2.52E-20  8.94E-21
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-27  1.16E-21  6.08E-19  1.37E-16  6.55E-16
             8.62E-16  4.81E-16  2.22E-16  8.94E-17  2.45E-17  8.88E-18  3.18E-18  8.12E-19  2.88E-19
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.01E-29  6.35E-23  9.46E-20  5.23E-17  2.83E-16
             3.93E-16  2.26E-16  1.05E-16  4.27E-17  1.17E-17  4.26E-18  1.53E-18  3.89E-19  1.38E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.59E-28  6.45E-22  5.35E-19  3.47E-17  1.45E-16
             1.92E-16  1.09E-16  5.08E-17  2.06E-17  5.65E-18  2.05E-18  7.36E-19  1.88E-19  6.65E-20
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-29  2.76E-23  3.02E-20  6.53E-18  3.31E-17
             4.54E-17  2.60E-17  1.21E-17  4.90E-18  1.34E-18  4.89E-19  1.75E-19  4.47E-20  1.58E-20
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-30  3.36E-24  4.20E-21  1.25E-18  6.55E-18
             9.06E-18  5.21E-18  2.42E-18  9.83E-19  2.70E-19  9.81E-20  3.52E-20  8.97E-21  3.18E-21
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-30  1.99E-24  4.17E-21  2.41E-18  1.29E-17
             1.79E-17  1.03E-17  4.79E-18  1.94E-18  5.33E-19  1.94E-19  6.94E-20  1.77E-20  6.27E-21
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.67E-29  1.13E-22  1.60E-19  6.99E-17  4.04E-16
             5.85E-16  3.45E-16  1.62E-16  6.59E-17  1.81E-17  6.60E-18  2.37E-18  6.03E-19  2.14E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.32E-30  1.49E-23  3.85E-20  2.80E-17  1.73E-16
             2.58E-16  1.55E-16  7.30E-17  2.98E-17  8.22E-18  2.99E-18  1.07E-18  2.74E-19  9.71E-20
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-29  1.96E-22  3.00E-19  2.45E-17  1.09E-16
             1.52E-16  8.93E-17  4.19E-17  1.71E-17  4.71E-18  1.71E-18  6.14E-19  1.57E-19  5.56E-20
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-30  1.02E-23  1.64E-20  1.49E-18  6.71E-18
             9.32E-18  5.47E-18  2.57E-18  1.05E-18  2.89E-19  1.05E-19  3.76E-20  9.61E-21  3.41E-21
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-31  1.39E-24  2.36E-21  3.54E-19  1.87E-18
             2.69E-18  1.60E-18  7.53E-19  3.07E-19  8.47E-20  3.08E-20  1.11E-20  2.82E-21  1.00E-21
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.08E-32  5.37E-25  1.77E-21  1.42E-18  8.81E-18
             1.31E-17  7.89E-18  3.72E-18  1.52E-18  4.19E-19  1.53E-19  5.47E-20  1.40E-20  4.95E-21
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.55E-30  3.42E-23  6.72E-20  2.13E-17  1.32E-16
             1.99E-16  1.21E-16  5.75E-17  2.35E-17  6.50E-18  2.37E-18  8.49E-19  2.17E-19  7.68E-20
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.23E-31  5.87E-24  1.94E-20  1.44E-17  9.58E-17
             1.49E-16  9.14E-17  4.35E-17  1.78E-17  4.93E-18  1.80E-18  6.44E-19  1.64E-19  5.83E-20
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.67E-30  9.24E-23  2.08E-19  1.60E-17  6.27E-17
             8.44E-17  4.92E-17  2.31E-17  9.41E-18  2.59E-18  9.44E-19  3.38E-19  8.63E-20  3.06E-20
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-31  5.30E-24  1.25E-20  1.25E-18  5.69E-18
             8.02E-18  4.77E-18  2.25E-18  9.19E-19  2.54E-19  9.23E-20  3.31E-20  8.45E-21  3.00E-21
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.20E-32  7.60E-25  1.88E-21  3.29E-19  1.82E-18
             2.69E-18  1.62E-18  7.69E-19  3.15E-19  8.69E-20  3.16E-20  1.13E-20  2.90E-21  1.03E-21
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-32  2.34E-25  9.25E-22  6.88E-19  4.42E-18
             6.72E-18  4.09E-18  1.94E-18  7.92E-19  2.19E-19  7.97E-20  2.86E-20  7.29E-21  2.59E-21
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-30  1.58E-23  4.47E-20  1.71E-17  1.13E-16
             1.78E-16  1.11E-16  5.28E-17  2.17E-17  6.01E-18  2.19E-18  7.85E-19  2.00E-19  7.11E-20
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-31  3.16E-24  1.43E-20  1.26E-17  8.86E-17
             1.41E-16  8.83E-17  4.22E-17  1.74E-17  4.81E-18  1.75E-18  6.29E-19  1.61E-19  5.69E-20
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-30  5.38E-23  1.59E-19  1.38E-17  5.58E-17
             7.64E-17  4.51E-17  2.12E-17  8.67E-18  2.39E-18  8.71E-19  3.12E-19  7.97E-20  2.83E-20
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-31  3.35E-24  1.01E-20  8.41E-19  3.23E-18
             4.33E-18  2.52E-18  1.19E-18  4.84E-19  1.33E-19  4.85E-20  1.74E-20  4.44E-21  1.57E-21
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-32  4.95E-25  1.50E-21  1.80E-19  9.08E-19
             1.34E-18  8.21E-19  3.91E-19  1.60E-19  4.43E-20  1.61E-20  5.79E-21  1.48E-21  5.24E-22
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.63E-33  1.32E-25  5.36E-22  3.43E-19  2.36E-18
             3.75E-18  2.34E-18  1.12E-18  4.59E-19  1.27E-19  4.64E-20  1.66E-20  4.25E-21  1.51E-21
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.56E-31  9.31E-24  3.27E-20  1.27E-17  8.87E-17
             1.43E-16  9.08E-17  4.36E-17  1.80E-17  4.98E-18  1.82E-18  6.52E-19  1.67E-19  5.91E-20
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.32E-32  2.00E-24  9.65E-21  8.25E-18  6.18E-17
             1.02E-16  6.49E-17  3.12E-17  1.29E-17  3.58E-18  1.30E-18  4.68E-19  1.20E-19  4.24E-20
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-30  3.68E-23  1.32E-19  1.25E-17  5.13E-17
             7.11E-17  4.23E-17  2.00E-17  8.17E-18  2.26E-18  8.21E-19  2.95E-19  7.52E-20  2.67E-20
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-32  2.38E-24  8.61E-21  7.99E-19  3.17E-18
             4.31E-18  2.54E-18  1.20E-18  4.88E-19  1.35E-19  4.90E-20  1.76E-20  4.49E-21  1.59E-21
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-32  3.58E-25  1.31E-21  1.79E-19  9.46E-19
             1.43E-18  8.85E-19  4.22E-19  1.74E-19  4.81E-20  1.75E-20  6.29E-21  1.61E-21  5.69E-22
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-33  8.68E-26  4.04E-22  2.64E-19  1.90E-18
             3.09E-18  1.96E-18  9.40E-19  3.88E-19  1.07E-19  3.92E-20  1.41E-20  3.59E-21  1.27E-21
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-31  6.33E-24  2.66E-20  1.13E-17  8.17E-17
             1.34E-16  8.60E-17  4.15E-17  1.71E-17  4.75E-18  1.73E-18  6.22E-19  1.59E-19  5.64E-20
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.37E-32  1.46E-24  8.15E-21  7.45E-18  5.75E-17
             9.61E-17  6.19E-17  2.99E-17  1.23E-17  3.43E-18  1.25E-18  4.49E-19  1.15E-19  4.07E-20
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.95E-31  2.80E-23  1.16E-19  1.19E-17  5.05E-17
             7.09E-17  4.25E-17  2.02E-17  8.26E-18  2.28E-18  8.31E-19  2.98E-19  7.61E-20  2.70E-20
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-32  1.87E-24  7.75E-21  7.78E-19  3.16E-18
             4.35E-18  2.58E-18  1.22E-18  4.99E-19  1.38E-19  5.02E-20  1.80E-20  4.59E-21  1.63E-21
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.06E-33  2.83E-25  1.19E-21  1.79E-19  9.77E-19
             1.50E-18  9.37E-19  4.49E-19  1.85E-19  5.12E-20  1.87E-20  6.70E-21  1.71E-21  6.06E-22
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-33  6.47E-26  3.49E-22  2.51E-19  1.87E-18
             3.08E-18  1.97E-18  9.47E-19  3.91E-19  1.09E-19  3.96E-20  1.42E-20  3.63E-21  1.29E-21
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.73E-32  4.78E-24  2.28E-20  1.01E-17  7.46E-17
             1.24E-16  8.01E-17  3.87E-17  1.60E-17  4.44E-18  1.62E-18  5.82E-19  1.49E-19  5.27E-20
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-32  1.15E-24  7.05E-21  6.51E-18  5.12E-17
             8.66E-17  5.62E-17  2.72E-17  1.12E-17  3.13E-18  1.14E-18  4.10E-19  1.05E-19  3.71E-20
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.88E-31  2.27E-23  1.04E-19  1.14E-17  4.89E-17
             6.91E-17  4.17E-17  1.98E-17  8.11E-18  2.24E-18  8.17E-19  2.93E-19  7.48E-20  2.65E-20
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-32  1.55E-24  7.15E-21  7.55E-19  3.09E-18
             4.27E-18  2.54E-18  1.20E-18  4.92E-19  1.36E-19  4.95E-20  1.78E-20  4.53E-21  1.61E-21
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-33  2.36E-25  1.10E-21  1.67E-19  9.09E-19
             1.40E-18  8.75E-19  4.20E-19  1.73E-19  4.79E-20  1.75E-20  6.27E-21  1.60E-21  5.68E-22
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.91E-34  5.17E-26  3.12E-22  2.39E-19  1.81E-18
             3.02E-18  1.95E-18  9.39E-19  3.88E-19  1.08E-19  3.93E-20  1.41E-20  3.60E-21  1.28E-21
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.41E-32  3.87E-24  2.02E-20  8.97E-18  6.67E-17
             1.12E-16  7.27E-17  3.52E-17  1.46E-17  4.05E-18  1.48E-18  5.30E-19  1.35E-19  4.80E-20
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-32  9.61E-25  6.38E-21  6.10E-18  4.88E-17
             8.33E-17  5.43E-17  2.63E-17  1.09E-17  3.03E-18  1.11E-18  3.98E-19  1.02E-19  3.60E-20
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-31  1.92E-23  9.63E-20  1.11E-17  4.84E-17
             6.90E-17  4.18E-17  1.99E-17  8.16E-18  2.26E-18  8.23E-19  2.95E-19  7.54E-20  2.67E-20
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-32  1.34E-24  6.70E-21  7.41E-19  3.08E-18
             4.28E-18  2.56E-18  1.21E-18  4.97E-19  1.37E-19  5.00E-20  1.79E-20  4.58E-21  1.62E-21
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.02E-33  2.05E-25  1.03E-21  1.67E-19  9.23E-19
             1.44E-18  9.02E-19  4.33E-19  1.79E-19  4.96E-20  1.81E-20  6.49E-21  1.66E-21  5.87E-22
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.31E-34  4.34E-26  2.86E-22  2.32E-19  1.79E-18
             3.01E-18  1.95E-18  9.42E-19  3.90E-19  1.08E-19  3.95E-20  1.42E-20  3.62E-21  1.29E-21
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.63E-32  3.28E-24  1.85E-20  8.49E-18  6.41E-17
             1.08E-16  7.06E-17  3.42E-17  1.42E-17  3.94E-18  1.44E-18  5.17E-19  1.32E-19  4.68E-20
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-32  8.33E-25  5.89E-21  5.75E-18  4.66E-17
             8.01E-17  5.24E-17  2.55E-17  1.05E-17  2.93E-18  1.07E-18  3.85E-19  9.83E-20  3.48E-20
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-31  1.69E-23  9.02E-20  1.08E-17  4.79E-17
             6.88E-17  4.19E-17  1.99E-17  8.18E-18  2.27E-18  8.25E-19  2.96E-19  7.56E-20  2.68E-20
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-32  1.19E-24  6.36E-21  7.30E-19  3.06E-18
             4.28E-18  2.57E-18  1.22E-18  4.99E-19  1.38E-19  5.02E-20  1.80E-20  4.60E-21  1.63E-21
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-33  1.82E-25  9.79E-22  1.65E-19  9.26E-19
             1.45E-18  9.15E-19  4.40E-19  1.81E-19  5.04E-20  1.84E-20  6.59E-21  1.68E-21  5.97E-22
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.88E-34  3.84E-26  2.71E-22  2.31E-19  1.81E-18
             3.06E-18  1.99E-18  9.61E-19  3.98E-19  1.11E-19  4.04E-20  1.45E-20  3.70E-21  1.31E-21
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.60E-32  2.90E-24  1.74E-20  8.01E-18  6.10E-17
             1.04E-16  6.78E-17  3.29E-17  1.36E-17  3.79E-18  1.38E-18  4.97E-19  1.27E-19  4.51E-20
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.73E-33  7.42E-25  5.53E-21  5.52E-18  4.53E-17
             7.82E-17  5.14E-17  2.50E-17  1.04E-17  2.88E-18  1.05E-18  3.78E-19  9.65E-20  3.42E-20
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-31  1.51E-23  8.55E-20  1.06E-17  4.74E-17
             6.85E-17  4.19E-17  1.99E-17  8.20E-18  2.27E-18  8.27E-19  2.97E-19  7.58E-20  2.69E-20
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-32  1.08E-24  6.09E-21  7.20E-19  3.05E-18
             4.28E-18  2.58E-18  1.22E-18  5.01E-19  1.39E-19  5.05E-20  1.81E-20  4.62E-21  1.64E-21
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-33  1.66E-25  9.38E-22  1.64E-19  9.31E-19
             1.47E-18  9.29E-19  4.47E-19  1.85E-19  5.12E-20  1.87E-20  6.71E-21  1.71E-21  6.08E-22
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-34  3.42E-26  2.55E-22  2.24E-19  1.77E-18
             3.02E-18  1.97E-18  9.54E-19  3.95E-19  1.10E-19  4.01E-20  1.44E-20  3.68E-21  1.30E-21
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-32  2.60E-24  1.64E-20  7.78E-18  5.98E-17
             1.02E-16  6.70E-17  3.26E-17  1.35E-17  3.76E-18  1.37E-18  4.93E-19  1.26E-19  4.47E-20
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.35E-33  6.85E-25  5.29E-21  5.26E-18  4.34E-17
             7.53E-17  4.96E-17  2.41E-17  1.00E-17  2.78E-18  1.02E-18  3.65E-19  9.33E-20  3.31E-20
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-31  1.38E-23  8.16E-20  1.04E-17  4.69E-17
             6.80E-17  4.16E-17  1.99E-17  8.16E-18  2.26E-18  8.24E-19  2.96E-19  7.55E-20  2.68E-20
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-32  1.00E-24  5.88E-21  7.11E-19  3.03E-18
             4.28E-18  2.58E-18  1.23E-18  5.02E-19  1.39E-19  5.06E-20  1.82E-20  4.64E-21  1.64E-21
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-33  1.53E-25  9.03E-22  1.59E-19  9.06E-19
             1.43E-18  9.06E-19  4.36E-19  1.80E-19  5.00E-20  1.82E-20  6.55E-21  1.67E-21  5.93E-22
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.24E-34  3.11E-26  2.42E-22  2.18E-19  1.75E-18
             2.99E-18  1.95E-18  9.47E-19  3.92E-19  1.09E-19  3.98E-20  1.43E-20  3.66E-21  1.30E-21
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-32  2.38E-24  1.56E-20  7.52E-18  5.82E-17
             1.00E-16  6.57E-17  3.20E-17  1.33E-17  3.69E-18  1.35E-18  4.84E-19  1.24E-19  4.38E-20
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.27E-33  6.32E-25  4.94E-21  4.66E-18  3.85E-17
             6.69E-17  4.41E-17  2.15E-17  8.92E-18  2.48E-18  9.06E-19  3.26E-19  8.32E-20  2.95E-20
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.29E-31  1.33E-23  8.11E-20  1.05E-17  4.73E-17
             6.86E-17  4.20E-17  2.00E-17  8.23E-18  2.28E-18  8.31E-19  2.98E-19  7.62E-20  2.70E-20
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.15E-33  9.35E-25  5.69E-21  7.03E-19  3.02E-18
             4.27E-18  2.58E-18  1.22E-18  5.02E-19  1.39E-19  5.06E-20  1.82E-20  4.64E-21  1.64E-21
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-33  1.43E-25  8.73E-22  1.56E-19  8.88E-19
             1.40E-18  8.91E-19  4.29E-19  1.77E-19  4.92E-20  1.80E-20  6.45E-21  1.65E-21  5.84E-22
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-34  2.87E-26  2.31E-22  2.11E-19  1.70E-18
             2.91E-18  1.91E-18  9.26E-19  3.84E-19  1.07E-19  3.90E-20  1.40E-20  3.58E-21  1.27E-21
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-32  2.20E-24  1.49E-20  7.15E-18  5.54E-17
             9.53E-17  6.27E-17  3.05E-17  1.27E-17  3.52E-18  1.29E-18  4.62E-19  1.18E-19  4.19E-20
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.50E-33  5.90E-25  4.71E-21  4.36E-18  3.61E-17
             6.28E-17  4.15E-17  2.02E-17  8.39E-18  2.34E-18  8.53E-19  3.06E-19  7.83E-20  2.78E-20
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-31  1.24E-23  7.79E-20  1.02E-17  4.57E-17
             6.63E-17  4.06E-17  1.93E-17  7.95E-18  2.20E-18  8.02E-19  2.88E-19  7.35E-20  2.61E-20
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.14E-33  8.83E-25  5.54E-21  6.96E-19  3.00E-18
             4.26E-18  2.57E-18  1.22E-18  5.02E-19  1.39E-19  5.06E-20  1.82E-20  4.64E-21  1.64E-21
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-33  1.34E-25  8.47E-22  1.53E-19  8.74E-19
             1.38E-18  8.79E-19  4.24E-19  1.75E-19  4.86E-20  1.77E-20  6.36E-21  1.63E-21  5.76E-22
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-34  2.67E-26  2.22E-22  2.07E-19  1.67E-18
             2.88E-18  1.89E-18  9.17E-19  3.80E-19  1.06E-19  3.86E-20  1.39E-20  3.54E-21  1.26E-21
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-32  2.07E-24  1.44E-20  6.86E-18  5.32E-17
             9.17E-17  6.04E-17  2.94E-17  1.22E-17  3.40E-18  1.24E-18  4.45E-19  1.14E-19  4.03E-20
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-33  5.57E-25  4.56E-21  4.28E-18  3.56E-17
             6.22E-17  4.11E-17  2.00E-17  8.32E-18  2.32E-18  8.46E-19  3.04E-19  7.76E-20  2.75E-20
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-31  1.16E-23  7.51E-20  9.95E-18  4.50E-17
             6.54E-17  4.00E-17  1.91E-17  7.86E-18  2.18E-18  7.93E-19  2.85E-19  7.27E-20  2.58E-20
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.77E-33  8.86E-25  5.70E-21  7.27E-19  3.15E-18
             4.48E-18  2.72E-18  1.29E-18  5.30E-19  1.47E-19  5.35E-20  1.92E-20  4.90E-21  1.74E-21
