   ILREP   N   L
   -----   -   -
             1.03E-14  4.93E-15  2.16E-15  8.49E-16  2.29E-16  8.27E-17  2.96E-17  7.52E-18  2.67E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.51E-30  1.04E-21  1.27E-17  1.70E-15  4.88E-15
             4.92E-15  2.34E-15  1.02E-15  4.01E-16  1.08E-16  3.90E-17  1.39E-17  3.55E-18  1.26E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.33E-31  1.13E-22  1.27E-18  1.66E-16  4.91E-16
             5.18E-16  2.58E-16  1.15E-16  4.56E-17  1.24E-17  4.48E-18  1.60E-18  4.08E-19  1.45E-19
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-30  7.37E-22  1.10E-17  1.71E-15  5.28E-15
             5.61E-15  2.77E-15  1.23E-15  4.86E-16  1.32E-16  4.76E-17  1.70E-17  4.34E-18  1.54E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.61E-32  9.38E-23  2.35E-18  5.08E-16  1.83E-15
             2.19E-15  1.18E-15  5.41E-16  2.18E-16  5.97E-17  2.17E-17  7.76E-18  1.98E-18  7.01E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.65E-32  2.02E-22  6.30E-18  1.49E-15  5.23E-15
             5.87E-15  2.99E-15  1.33E-15  5.31E-16  1.44E-16  5.21E-17  1.87E-17  4.75E-18  1.68E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.73E-32  1.08E-22  3.50E-18  8.43E-16  2.94E-15
             3.27E-15  1.65E-15  7.32E-16  2.90E-16  7.87E-17  2.85E-17  1.02E-17  2.59E-18  9.19E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-32  3.96E-23  1.29E-18  3.10E-16  1.08E-15
             1.20E-15  6.03E-16  2.68E-16  1.06E-16  2.88E-17  1.04E-17  3.73E-18  9.50E-19  3.37E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-33  8.25E-24  2.68E-19  6.63E-17  2.44E-16
             2.88E-16  1.54E-16  7.04E-17  2.83E-17  7.74E-18  2.81E-18  1.01E-18  2.56E-19  9.09E-20
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-32  7.61E-23  2.89E-18  7.82E-16  2.89E-15
             3.35E-15  1.74E-15  7.86E-16  3.14E-16  8.54E-17  3.09E-17  1.11E-17  2.82E-18  1.00E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-33  2.04E-23  1.02E-18  3.33E-16  1.37E-15
             1.74E-15  9.69E-16  4.49E-16  1.82E-16  4.99E-17  1.81E-17  6.50E-18  1.66E-18  5.87E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.81E-33  5.21E-23  2.99E-18  1.02E-15  4.04E-15
             4.81E-15  2.54E-15  1.15E-15  4.59E-16  1.25E-16  4.53E-17  1.62E-17  4.14E-18  1.47E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.01E-33  3.73E-23  2.15E-18  7.32E-16  2.86E-15
             3.36E-15  1.75E-15  7.88E-16  3.14E-16  8.54E-17  3.09E-17  1.11E-17  2.82E-18  1.00E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-33  1.71E-23  9.89E-19  3.37E-16  1.32E-15
             1.55E-15  8.05E-16  3.62E-16  1.44E-16  3.92E-17  1.42E-17  5.08E-18  1.30E-18  4.59E-19
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-34  2.00E-24  1.17E-19  4.13E-17  1.70E-16
             2.11E-16  1.16E-16  5.32E-17  2.15E-17  5.88E-18  2.14E-18  7.65E-19  1.95E-19  6.92E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-33  1.99E-23  1.28E-18  4.74E-16  1.93E-15
             2.34E-15  1.24E-15  5.65E-16  2.26E-16  6.17E-17  2.24E-17  8.01E-18  2.04E-18  7.23E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.88E-34  8.12E-24  6.38E-19  2.69E-16  1.18E-15
             1.52E-15  8.47E-16  3.92E-16  1.59E-16  4.35E-17  1.58E-17  5.67E-18  1.45E-18  5.13E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-33  2.35E-23  1.99E-18  8.60E-16  3.66E-15
             4.51E-15  2.42E-15  1.10E-15  4.42E-16  1.21E-16  4.37E-17  1.56E-17  3.99E-18  1.41E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.50E-34  1.89E-23  1.60E-18  6.83E-16  2.88E-15
             3.52E-15  1.87E-15  8.49E-16  3.40E-16  9.26E-17  3.36E-17  1.20E-17  3.06E-18  1.09E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.78E-34  9.59E-24  8.10E-19  3.46E-16  1.46E-15
             1.78E-15  9.47E-16  4.29E-16  1.72E-16  4.68E-17  1.70E-17  6.07E-18  1.55E-18  5.49E-19
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.48E-35  9.10E-25  7.91E-20  3.51E-17  1.54E-16
             1.95E-16  1.08E-16  4.95E-17  2.00E-17  5.47E-18  1.99E-18  7.12E-19  1.82E-19  6.44E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-34  9.47E-24  8.80E-19  4.05E-16  1.77E-15
             2.23E-15  1.21E-15  5.55E-16  2.23E-16  6.10E-17  2.21E-17  7.92E-18  2.02E-18  7.16E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-34  4.37E-24  4.65E-19  2.36E-16  1.10E-15
             1.46E-15  8.34E-16  3.89E-16  1.58E-16  4.34E-17  1.58E-17  5.66E-18  1.44E-18  5.12E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.95E-34  1.34E-23  1.50E-18  7.61E-16  3.42E-15
             4.33E-15  2.36E-15  1.08E-15  4.34E-16  1.19E-16  4.30E-17  1.54E-17  3.93E-18  1.39E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.50E-34  1.18E-23  1.29E-18  6.45E-16  2.86E-15
             3.59E-15  1.94E-15  8.85E-16  3.55E-16  9.69E-17  3.52E-17  1.26E-17  3.21E-18  1.14E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-34  6.36E-24  6.96E-19  3.48E-16  1.54E-15
             1.93E-15  1.04E-15  4.75E-16  1.91E-16  5.21E-17  1.89E-17  6.76E-18  1.72E-18  6.11E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-35  5.43E-25  6.20E-20  3.23E-17  1.49E-16
             1.93E-16  1.08E-16  4.98E-17  2.01E-17  5.52E-18  2.00E-18  7.18E-19  1.83E-19  6.49E-20
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-34  5.69E-24  6.82E-19  3.65E-16  1.68E-15
             2.16E-15  1.20E-15  5.49E-16  2.21E-16  6.05E-17  2.20E-17  7.87E-18  2.01E-18  7.11E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-35  2.20E-24  2.68E-19  1.47E-16  7.12E-16
             9.72E-16  5.67E-16  2.66E-16  1.08E-16  2.99E-17  1.09E-17  3.90E-18  9.96E-19  3.53E-19
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-34  7.86E-24  1.02E-18  5.63E-16  2.60E-15
             3.35E-15  1.85E-15  8.46E-16  3.41E-16  9.33E-17  3.38E-17  1.21E-17  3.09E-18  1.10E-18
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-34  8.10E-24  1.06E-18  5.89E-16  2.71E-15
             3.46E-15  1.89E-15  8.64E-16  3.47E-16  9.49E-17  3.44E-17  1.23E-17  3.14E-18  1.11E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.54E-35  4.64E-24  6.10E-19  3.40E-16  1.56E-15
             1.99E-15  1.09E-15  4.98E-16  2.00E-16  5.47E-17  1.98E-17  7.11E-18  1.81E-18  6.42E-19
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.11E-36  2.82E-25  3.60E-20  2.00E-17  9.48E-17
             1.26E-16  7.14E-17  3.32E-17  1.35E-17  3.70E-18  1.35E-18  4.82E-19  1.23E-19  4.36E-20
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.06E-35  3.05E-24  4.08E-19  2.31E-16  1.09E-15
             1.41E-15  7.86E-16  3.62E-16  1.46E-16  4.00E-17  1.45E-17  5.20E-18  1.33E-18  4.70E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.84E-35  1.63E-24  2.32E-19  1.39E-16  6.92E-16
             9.56E-16  5.61E-16  2.64E-16  1.08E-16  2.97E-17  1.08E-17  3.88E-18  9.90E-19  3.51E-19
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.45E-35  5.92E-24  8.82E-19  5.32E-16  2.53E-15
             3.30E-15  1.83E-15  8.44E-16  3.40E-16  9.32E-17  3.38E-17  1.21E-17  3.09E-18  1.10E-18
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.90E-35  6.30E-24  9.47E-19  5.71E-16  2.70E-15
             3.49E-15  1.93E-15  8.83E-16  3.55E-16  9.72E-17  3.53E-17  1.26E-17  3.22E-18  1.14E-18
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.78E-35  3.70E-24  5.58E-19  3.37E-16  1.60E-15
             2.06E-15  1.14E-15  5.21E-16  2.10E-16  5.73E-17  2.08E-17  7.45E-18  1.90E-18  6.74E-19
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-36  2.16E-25  3.20E-20  1.93E-17  9.39E-17
             1.26E-16  7.20E-17  3.35E-17  1.36E-17  3.75E-18  1.36E-18  4.88E-19  1.25E-19  4.42E-20
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-35  2.33E-24  3.57E-19  2.19E-16  1.05E-15
             1.39E-15  7.77E-16  3.58E-16  1.45E-16  3.97E-17  1.44E-17  5.16E-18  1.32E-18  4.67E-19
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-35  1.30E-24  2.08E-19  1.34E-16  6.79E-16
             9.47E-16  5.59E-16  2.63E-16  1.08E-16  2.97E-17  1.08E-17  3.88E-18  9.90E-19  3.51E-19
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.13E-35  4.76E-24  7.91E-19  5.09E-16  2.47E-15
             3.26E-15  1.82E-15  8.41E-16  3.40E-16  9.31E-17  3.38E-17  1.21E-17  3.09E-18  1.09E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.62E-35  5.19E-24  8.67E-19  5.58E-16  2.69E-15
             3.52E-15  1.95E-15  8.97E-16  3.61E-16  9.89E-17  3.59E-17  1.29E-17  3.28E-18  1.16E-18
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-35  3.10E-24  5.20E-19  3.35E-16  1.62E-15
             2.11E-15  1.17E-15  5.38E-16  2.17E-16  5.93E-17  2.15E-17  7.70E-18  1.96E-18  6.96E-19
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.32E-36  1.77E-25  2.91E-20  1.88E-17  9.33E-17
             1.26E-16  7.26E-17  3.39E-17  1.38E-17  3.79E-18  1.38E-18  4.94E-19  1.26E-19  4.47E-20
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-35  1.90E-24  3.22E-19  2.10E-16  1.03E-15
             1.37E-15  7.72E-16  3.57E-16  1.44E-16  3.96E-17  1.44E-17  5.15E-18  1.31E-18  4.65E-19
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-35  1.09E-24  1.91E-19  1.29E-16  6.69E-16
             9.41E-16  5.58E-16  2.63E-16  1.08E-16  2.97E-17  1.08E-17  3.88E-18  9.91E-19  3.51E-19
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.38E-35  4.02E-24  7.26E-19  4.91E-16  2.43E-15
             3.23E-15  1.82E-15  8.38E-16  3.39E-16  9.29E-17  3.37E-17  1.21E-17  3.08E-18  1.09E-18
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.83E-35  4.47E-24  8.09E-19  5.46E-16  2.68E-15
             3.53E-15  1.97E-15  9.06E-16  3.66E-16  1.00E-16  3.63E-17  1.30E-17  3.32E-18  1.18E-18
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-35  2.70E-24  4.91E-19  3.32E-16  1.63E-15
             2.14E-15  1.19E-15  5.49E-16  2.22E-16  6.07E-17  2.20E-17  7.89E-18  2.01E-18  7.13E-19
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-36  1.51E-25  2.71E-20  1.84E-17  9.27E-17
             1.27E-16  7.31E-17  3.42E-17  1.39E-17  3.82E-18  1.39E-18  4.99E-19  1.27E-19  4.51E-20
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.71E-35  1.62E-24  2.98E-19  2.04E-16  1.02E-15
             1.36E-15  7.69E-16  3.56E-16  1.44E-16  3.95E-17  1.44E-17  5.15E-18  1.31E-18  4.65E-19
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.45E-36  9.45E-25  1.78E-19  1.26E-16  6.62E-16
             9.36E-16  5.57E-16  2.63E-16  1.08E-16  2.98E-17  1.08E-17  3.89E-18  9.93E-19  3.52E-19
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.35E-35  3.51E-24  6.78E-19  4.77E-16  2.39E-15
             3.20E-15  1.81E-15  8.35E-16  3.38E-16  9.26E-17  3.36E-17  1.21E-17  3.08E-18  1.09E-18
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.76E-35  3.96E-24  7.65E-19  5.37E-16  2.67E-15
             3.54E-15  1.98E-15  9.13E-16  3.69E-16  1.01E-16  3.67E-17  1.31E-17  3.35E-18  1.19E-18
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-35  2.42E-24  4.68E-19  3.29E-16  1.63E-15
             2.17E-15  1.21E-15  5.58E-16  2.25E-16  6.17E-17  2.24E-17  8.02E-18  2.05E-18  7.25E-19
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-36  1.36E-25  2.61E-20  1.85E-17  9.43E-17
             1.30E-16  7.50E-17  3.51E-17  1.43E-17  3.93E-18  1.43E-18  5.13E-19  1.31E-19  4.64E-20
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-35  1.43E-24  2.79E-19  1.98E-16  1.00E-15
             1.35E-15  7.67E-16  3.55E-16  1.44E-16  3.95E-17  1.43E-17  5.14E-18  1.31E-18  4.65E-19
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.54E-36  8.45E-25  1.69E-19  1.24E-16  6.55E-16
             9.32E-16  5.56E-16  2.63E-16  1.08E-16  2.98E-17  1.08E-17  3.89E-18  9.93E-19  3.52E-19
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-35  3.14E-24  6.40E-19  4.65E-16  2.36E-15
             3.17E-15  1.80E-15  8.32E-16  3.37E-16  9.23E-17  3.35E-17  1.20E-17  3.07E-18  1.09E-18
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.07E-35  3.59E-24  7.31E-19  5.29E-16  2.66E-15
             3.55E-15  1.99E-15  9.18E-16  3.71E-16  1.02E-16  3.69E-17  1.32E-17  3.37E-18  1.19E-18
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-35  2.20E-24  4.49E-19  3.25E-16  1.63E-15
             2.18E-15  1.22E-15  5.64E-16  2.28E-16  6.24E-17  2.26E-17  8.11E-18  2.07E-18  7.33E-19
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-36  1.23E-25  2.48E-20  1.81E-17  9.33E-17
             1.29E-16  7.49E-17  3.51E-17  1.43E-17  3.93E-18  1.43E-18  5.13E-19  1.31E-19  4.64E-20
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-35  1.29E-24  2.65E-19  1.94E-16  9.90E-16
             1.34E-15  7.64E-16  3.55E-16  1.44E-16  3.94E-17  1.43E-17  5.13E-18  1.31E-18  4.64E-19
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.33E-36  7.79E-25  1.63E-19  1.23E-16  6.56E-16
             9.39E-16  5.62E-16  2.66E-16  1.09E-16  3.02E-17  1.10E-17  3.94E-18  1.01E-18  3.57E-19
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-35  2.87E-24  6.10E-19  4.55E-16  2.32E-15
             3.14E-15  1.79E-15  8.27E-16  3.35E-16  9.19E-17  3.34E-17  1.20E-17  3.05E-18  1.08E-18
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-35  3.31E-24  7.03E-19  5.22E-16  2.65E-15
             3.55E-15  2.00E-15  9.21E-16  3.72E-16  1.02E-16  3.70E-17  1.33E-17  3.38E-18  1.20E-18
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-35  2.04E-24  4.33E-19  3.22E-16  1.63E-15
             2.19E-15  1.23E-15  5.67E-16  2.29E-16  6.28E-17  2.28E-17  8.17E-18  2.08E-18  7.38E-19
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.94E-37  1.12E-25  2.37E-20  1.78E-17  9.24E-17
             1.28E-16  7.47E-17  3.50E-17  1.43E-17  3.93E-18  1.43E-18  5.12E-19  1.31E-19  4.63E-20
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-36  1.18E-24  2.53E-19  1.90E-16  9.79E-16
             1.33E-15  7.61E-16  3.53E-16  1.43E-16  3.93E-17  1.43E-17  5.12E-18  1.31E-18  4.63E-19
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.43E-36  7.20E-25  1.56E-19  1.20E-16  6.46E-16
             9.24E-16  5.52E-16  2.61E-16  1.07E-16  2.96E-17  1.08E-17  3.86E-18  9.86E-19  3.50E-19
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-35  2.68E-24  5.90E-19  4.50E-16  2.32E-15
             3.14E-15  1.79E-15  8.30E-16  3.36E-16  9.23E-17  3.35E-17  1.20E-17  3.06E-18  1.09E-18
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.26E-35  3.09E-24  6.80E-19  5.16E-16  2.63E-15
             3.54E-15  2.00E-15  9.22E-16  3.73E-16  1.02E-16  3.71E-17  1.33E-17  3.39E-18  1.20E-18
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-35  1.90E-24  4.20E-19  3.19E-16  1.63E-15
             2.19E-15  1.23E-15  5.69E-16  2.30E-16  6.30E-17  2.29E-17  8.20E-18  2.09E-18  7.41E-19
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.72E-37  1.04E-25  2.28E-20  1.75E-17  9.15E-17
             1.27E-16  7.42E-17  3.48E-17  1.42E-17  3.90E-18  1.42E-18  5.09E-19  1.30E-19  4.61E-20
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.91E-36  1.10E-24  2.44E-19  1.87E-16  9.70E-16
             1.32E-15  7.56E-16  3.51E-16  1.42E-16  3.91E-17  1.42E-17  5.09E-18  1.30E-18  4.61E-19
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.77E-36  6.75E-25  1.51E-19  1.18E-16  6.38E-16
             9.11E-16  5.44E-16  2.57E-16  1.05E-16  2.91E-17  1.06E-17  3.80E-18  9.70E-19  3.44E-19
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-35  2.50E-24  5.69E-19  4.41E-16  2.28E-15
             3.11E-15  1.77E-15  8.22E-16  3.33E-16  9.14E-17  3.32E-17  1.19E-17  3.04E-18  1.08E-18
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-35  2.91E-24  6.61E-19  5.10E-16  2.62E-15
             3.53E-15  2.00E-15  9.22E-16  3.73E-16  1.02E-16  3.71E-17  1.33E-17  3.39E-18  1.20E-18
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-35  1.80E-24  4.08E-19  3.15E-16  1.62E-15
             2.18E-15  1.23E-15  5.69E-16  2.30E-16  6.30E-17  2.29E-17  8.20E-18  2.09E-18  7.42E-19
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-37  9.78E-26  2.21E-20  1.72E-17  9.06E-17
             1.26E-16  7.38E-17  3.46E-17  1.41E-17  3.88E-18  1.41E-18  5.07E-19  1.29E-19  4.58E-20
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.02E-36  1.03E-24  2.36E-19  1.85E-16  9.61E-16
             1.31E-15  7.52E-16  3.50E-16  1.42E-16  3.89E-17  1.41E-17  5.07E-18  1.29E-18  4.59E-19
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.28E-36  6.38E-25  1.47E-19  1.17E-16  6.33E-16
             9.05E-16  5.41E-16  2.56E-16  1.05E-16  2.89E-17  1.05E-17  3.78E-18  9.65E-19  3.42E-19
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-35  2.36E-24  5.50E-19  4.34E-16  2.26E-15
             3.08E-15  1.76E-15  8.15E-16  3.30E-16  9.07E-17  3.29E-17  1.18E-17  3.01E-18  1.07E-18
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-35  2.88E-24  6.71E-19  5.26E-16  2.71E-15
             3.67E-15  2.08E-15  9.60E-16  3.88E-16  1.06E-16  3.86E-17  1.38E-17  3.53E-18  1.25E-18
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-35  1.71E-24  3.97E-19  3.12E-16  1.61E-15
             2.17E-15  1.23E-15  5.68E-16  2.30E-16  6.29E-17  2.29E-17  8.19E-18  2.09E-18  7.40E-19
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.13E-37  9.25E-26  2.14E-20  1.69E-17  8.98E-17
             1.25E-16  7.33E-17  3.44E-17  1.40E-17  3.86E-18  1.41E-18  5.04E-19  1.29E-19  4.56E-20
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.34E-36  9.80E-25  2.30E-19  1.82E-16  9.53E-16
             1.31E-15  7.49E-16  3.48E-16  1.41E-16  3.88E-17  1.41E-17  5.05E-18  1.29E-18  4.57E-19
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.89E-36  6.08E-25  1.43E-19  1.16E-16  6.28E-16
             9.01E-16  5.39E-16  2.55E-16  1.04E-16  2.89E-17  1.05E-17  3.77E-18  9.62E-19  3.41E-19
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-35  2.24E-24  5.32E-19  4.25E-16  2.22E-15
             3.04E-15  1.73E-15  8.05E-16  3.26E-16  8.96E-17  3.26E-17  1.17E-17  2.98E-18  1.06E-18
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-35  2.74E-24  6.52E-19  5.18E-16  2.68E-15
             3.64E-15  2.06E-15  9.53E-16  3.85E-16  1.06E-16  3.84E-17  1.38E-17  3.51E-18  1.24E-18
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-35  1.62E-24  3.86E-19  3.07E-16  1.59E-15
             2.15E-15  1.22E-15  5.64E-16  2.28E-16  6.25E-17  2.27E-17  8.13E-18  2.07E-18  7.35E-19
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.57E-37  8.78E-26  2.08E-20  1.67E-17  8.86E-17
             1.24E-16  7.26E-17  3.41E-17  1.39E-17  3.83E-18  1.39E-18  4.99E-19  1.27E-19  4.52E-20
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-36  9.34E-25  2.23E-19  1.79E-16  9.42E-16
             1.29E-15  7.43E-16  3.46E-16  1.40E-16  3.85E-17  1.40E-17  5.02E-18  1.28E-18  4.54E-19
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-36  5.82E-25  1.40E-19  1.14E-16  6.22E-16
             8.92E-16  5.33E-16  2.52E-16  1.03E-16  2.85E-17  1.04E-17  3.73E-18  9.51E-19  3.37E-19
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.29E-35  2.13E-24  5.18E-19  4.18E-16  2.19E-15
             3.00E-15  1.72E-15  7.98E-16  3.24E-16  8.88E-17  3.23E-17  1.16E-17  2.95E-18  1.05E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-35  2.63E-24  6.36E-19  5.11E-16  2.66E-15
             3.61E-15  2.04E-15  9.46E-16  3.83E-16  1.05E-16  3.81E-17  1.37E-17  3.48E-18  1.24E-18
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.99E-36  1.65E-24  4.00E-19  3.21E-16  1.67E-15
             2.27E-15  1.28E-15  5.94E-16  2.40E-16  6.59E-17  2.39E-17  8.58E-18  2.19E-18  7.76E-19
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.14E-37  8.41E-26  2.03E-20  1.64E-17  8.77E-17
             1.23E-16  7.20E-17  3.38E-17  1.38E-17  3.80E-18  1.38E-18  4.96E-19  1.26E-19  4.48E-20
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.36E-36  8.97E-25  2.19E-19  1.77E-16  9.35E-16
             1.29E-15  7.39E-16  3.44E-16  1.40E-16  3.83E-17  1.39E-17  5.00E-18  1.27E-18  4.52E-19
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-36  5.61E-25  1.37E-19  1.13E-16  6.17E-16
             8.85E-16  5.29E-16  2.50E-16  1.03E-16  2.83E-17  1.03E-17  3.70E-18  9.45E-19  3.35E-19
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-35  2.05E-24  5.05E-19  4.11E-16  2.16E-15
             2.97E-15  1.70E-15  7.90E-16  3.20E-16  8.80E-17  3.20E-17  1.15E-17  2.92E-18  1.04E-18
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-35  2.52E-24  6.21E-19  5.04E-16  2.63E-15
