SEQ='P '     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87181251.1    NPRNT= 6
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P2             (3)1( 0.0)        0.0 
     2          3S2 3P2             (3)1( 1.0)      299.1 
     3          3S2 3P2             (3)1( 2.0)      855.7 
     4          3S2 3P2             (1)2( 2.0)    14486.5 
     5          3S2 3P2             (1)0( 0.0)    43550.0 
     6          3S1 3P3             (5)0( 2.0)    52344.0 

   PARENT CONFG INDEXING                BWNP=  87173173.9    NPRNT= 2
   ---------------------
   INDP         CODE                       WI        WNP
   ----         ----                 --------  ----------
     1          3S2 3P2             (     7.0)        0.0 
     2          3S1 3P3             (    19.5)    96766.0 

   IC AVERAGED CONFG INDEXING           BWNR=  87248893.3   NCFG=   6
   --------------------------
   INDX  INDP   CODE                       WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 --------  ----------      -----------
     1     1    3S2 3P2 4S1         (    14.5)        0.0      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     2     1    3S2 3P2 4P1         (    44.5)    18975.7      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     3     1    3S2 3P2 4D1         (    69.5)    39950.6      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     4     2    3S1 3P3 4S1         (     4.5)    43872.4      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     5     1    3S2 3P2 4F1         (    97.5)    45619.5      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     6     2    3S1 3P3 4P1         (    14.5)    61600.2      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP=203
   -------------------------------
   ILREP   N   L
             1.42E-15  1.55E-15  8.96E-16  4.06E-16  1.19E-16  4.43E-17  1.61E-17  4.13E-18  1.47E-18
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.25E-27  1.23E-20  4.34E-16  1.31E-14
             4.39E-14  4.34E-14  2.42E-14  1.08E-14  3.12E-15  1.16E-15  4.18E-16  1.07E-16  3.81E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-29  8.51E-24  5.53E-19  2.74E-17
             1.55E-16  2.30E-16  1.49E-16  7.17E-17  2.18E-17  8.21E-18  2.99E-18  7.72E-19  2.75E-19

                                                                                     --------------------------
                                                                                     PRTF= 1  CFGPRT= (    7.0)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-32  1.04E-22  4.98E-18  1.52E-15  5.79E-15
             6.91E-15  3.75E-15  1.73E-15  7.04E-16  1.94E-16  7.05E-17  2.53E-17  6.45E-18  2.29E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.25E-37  1.39E-24  1.41E-18  2.92E-15  2.19E-14
             3.66E-14  2.39E-14  1.16E-14  4.82E-15  1.34E-15  4.90E-16  1.76E-16  4.50E-17  1.60E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.15E-29  1.50E-20  9.97E-16  2.27E-14
             6.48E-14  5.75E-14  3.09E-14  1.35E-14  3.87E-15  1.43E-15  5.15E-16  1.32E-16  4.69E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-30  2.39E-21  3.79E-16  1.15E-14
             3.81E-14  3.69E-14  2.05E-14  9.06E-15  2.62E-15  9.70E-16  3.51E-16  9.00E-17  3.20E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-28  1.01E-20  2.81E-16  4.79E-15
             1.18E-14  9.63E-15  5.04E-15  2.17E-15  6.17E-16  2.27E-16  8.19E-17  2.10E-17  7.44E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.02E-29  9.21E-21  5.40E-16  1.18E-14
             3.29E-14  2.89E-14  1.55E-14  6.75E-15  1.94E-15  7.14E-16  2.58E-16  6.61E-17  2.35E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.77E-31  2.17E-21  4.46E-16  1.47E-14
             5.03E-14  4.97E-14  2.77E-14  1.23E-14  3.56E-15  1.32E-15  4.76E-16  1.22E-16  4.34E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-31  1.35E-21  3.51E-16  1.25E-14
             4.46E-14  4.51E-14  2.53E-14  1.13E-14  3.28E-15  1.21E-15  4.39E-16  1.13E-16  4.00E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-31  4.10E-22  1.12E-16  4.05E-15
             1.45E-14  1.47E-14  8.27E-15  3.69E-15  1.07E-15  3.97E-16  1.44E-16  3.68E-17  1.31E-17
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.90E-31  7.37E-22  1.13E-16  3.38E-15
             1.10E-14  1.06E-14  5.86E-15  2.59E-15  7.49E-16  2.77E-16  1.00E-16  2.57E-17  9.12E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.84E-31  1.05E-21  2.31E-16  7.82E-15
             2.72E-14  2.73E-14  1.53E-14  6.82E-15  1.98E-15  7.34E-16  2.66E-16  6.81E-17  2.42E-17
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.62E-32  3.43E-22  1.36E-16  5.59E-15
             2.15E-14  2.28E-14  1.31E-14  5.88E-15  1.72E-15  6.38E-16  2.31E-16  5.93E-17  2.11E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-32  1.78E-22  8.23E-17  3.56E-15
             1.39E-14  1.49E-14  8.53E-15  3.83E-15  1.12E-15  4.16E-16  1.51E-16  3.86E-17  1.37E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-32  2.09E-22  1.01E-16  4.44E-15
             1.75E-14  1.88E-14  1.08E-14  4.85E-15  1.42E-15  5.27E-16  1.91E-16  4.90E-17  1.74E-17
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.89E-33  6.15E-23  2.98E-17  1.31E-15
             5.16E-15  5.55E-15  3.18E-15  1.43E-15  4.18E-16  1.55E-16  5.62E-17  1.44E-17  5.13E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-32  1.65E-22  5.87E-17  2.33E-15
             8.78E-15  9.20E-15  5.23E-15  2.34E-15  6.84E-16  2.54E-16  9.18E-17  2.36E-17  8.37E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.47E-32  2.11E-22  9.07E-17  3.84E-15
             1.49E-14  1.60E-14  9.14E-15  4.12E-15  1.20E-15  4.47E-16  1.62E-16  4.15E-17  1.48E-17
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-32  1.62E-22  9.75E-17  4.63E-15
             1.92E-14  2.15E-14  1.25E-14  5.68E-15  1.67E-15  6.21E-16  2.25E-16  5.78E-17  2.05E-17
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.66E-33  1.54E-22  1.03E-16  5.03E-15
             2.09E-14  2.33E-14  1.35E-14  6.10E-15  1.79E-15  6.64E-16  2.41E-16  6.18E-17  2.20E-17
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.16E-33  1.34E-22  9.16E-17  4.52E-15
             1.89E-14  2.10E-14  1.22E-14  5.51E-15  1.62E-15  6.01E-16  2.18E-16  5.59E-17  1.99E-17
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.50E-33  4.68E-23  3.22E-17  1.59E-15
             6.63E-15  7.39E-15  4.28E-15  1.94E-15  5.68E-16  2.11E-16  7.65E-17  1.96E-17  6.98E-18
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-33  7.45E-23  4.21E-17  1.95E-15
             7.89E-15  8.65E-15  4.99E-15  2.26E-15  6.61E-16  2.45E-16  8.90E-17  2.28E-17  8.11E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.57E-33  1.09E-22  6.97E-17  3.37E-15
             1.40E-14  1.56E-14  9.08E-15  4.11E-15  1.21E-15  4.49E-16  1.63E-16  4.18E-17  1.49E-17
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-33  9.93E-23  7.84E-17  4.08E-15
             1.77E-14  2.05E-14  1.21E-14  5.51E-15  1.63E-15  6.06E-16  2.20E-16  5.64E-17  2.01E-17
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.53E-33  1.20E-22  1.01E-16  5.36E-15
             2.32E-14  2.64E-14  1.54E-14  7.00E-15  2.06E-15  7.66E-16  2.78E-16  7.13E-17  2.53E-17
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.62E-33  9.84E-23  8.47E-17  4.51E-15
             1.96E-14  2.23E-14  1.30E-14  5.91E-15  1.74E-15  6.46E-16  2.34E-16  6.02E-17  2.14E-17
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-33  3.75E-23  3.24E-17  1.72E-15
             7.47E-15  8.51E-15  4.97E-15  2.26E-15  6.64E-16  2.47E-16  8.94E-17  2.30E-17  8.16E-18
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-33  4.59E-23  3.48E-17  1.77E-15
             7.56E-15  8.54E-15  4.98E-15  2.26E-15  6.64E-16  2.47E-16  8.95E-17  2.30E-17  8.17E-18
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.82E-33  7.14E-23  5.88E-17  3.09E-15
             1.34E-14  1.54E-14  9.00E-15  4.10E-15  1.21E-15  4.49E-16  1.63E-16  4.18E-17  1.49E-17
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-33  7.15E-23  6.77E-17  3.75E-15
             1.68E-14  1.98E-14  1.18E-14  5.39E-15  1.59E-15  5.94E-16  2.15E-16  5.54E-17  1.97E-17
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.83E-33  9.77E-23  9.71E-17  5.42E-15
             2.41E-14  2.79E-14  1.64E-14  7.46E-15  2.20E-15  8.17E-16  2.96E-16  7.61E-17  2.71E-17
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-33  7.94E-23  7.99E-17  4.48E-15
             1.99E-14  2.31E-14  1.35E-14  6.17E-15  1.82E-15  6.75E-16  2.45E-16  6.29E-17  2.24E-17
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.97E-34  3.17E-23  3.19E-17  1.79E-15
             7.96E-15  9.21E-15  5.40E-15  2.46E-15  7.25E-16  2.70E-16  9.78E-17  2.51E-17  8.93E-18
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-33  3.32E-23  3.06E-17  1.66E-15
             7.33E-15  8.44E-15  4.95E-15  2.26E-15  6.64E-16  2.47E-16  8.96E-17  2.30E-17  8.18E-18
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-33  5.36E-23  5.24E-17  2.92E-15
             1.30E-14  1.52E-14  8.94E-15  4.08E-15  1.20E-15  4.48E-16  1.63E-16  4.18E-17  1.48E-17
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-33  5.67E-23  6.11E-17  3.53E-15
             1.62E-14  1.93E-14  1.15E-14  5.29E-15  1.57E-15  5.84E-16  2.12E-16  5.45E-17  1.94E-17
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-33  8.35E-23  9.32E-17  5.41E-15
             2.45E-14  2.87E-14  1.69E-14  7.72E-15  2.28E-15  8.47E-16  3.07E-16  7.89E-17  2.81E-17
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-33  6.79E-23  7.63E-17  4.44E-15
             2.01E-14  2.36E-14  1.39E-14  6.33E-15  1.87E-15  6.95E-16  2.52E-16  6.47E-17  2.30E-17
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.53E-34  2.78E-23  3.13E-17  1.82E-15
             8.25E-15  9.65E-15  5.68E-15  2.59E-15  7.64E-16  2.84E-16  1.03E-16  2.65E-17  9.42E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.92E-34  2.64E-23  2.79E-17  1.59E-15
             7.15E-15  8.36E-15  4.92E-15  2.25E-15  6.63E-16  2.47E-16  8.95E-17  2.30E-17  8.17E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-33  4.37E-23  4.82E-17  2.79E-15
             1.27E-14  1.50E-14  8.88E-15  4.06E-15  1.20E-15  4.47E-16  1.62E-16  4.17E-17  1.48E-17
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-33  4.78E-23  5.67E-17  3.38E-15
             1.57E-14  1.89E-14  1.13E-14  5.21E-15  1.54E-15  5.75E-16  2.09E-16  5.37E-17  1.91E-17
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-33  7.41E-23  8.99E-17  5.37E-15
             2.47E-14  2.91E-14  1.72E-14  7.87E-15  2.32E-15  8.65E-16  3.14E-16  8.06E-17  2.87E-17
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-33  6.03E-23  7.36E-17  4.40E-15
             2.02E-14  2.39E-14  1.41E-14  6.44E-15  1.90E-15  7.08E-16  2.57E-16  6.60E-17  2.34E-17
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.13E-34  2.50E-23  3.05E-17  1.83E-15
             8.39E-15  9.90E-15  5.85E-15  2.67E-15  7.88E-16  2.93E-16  1.06E-16  2.73E-17  9.72E-18
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.96E-34  2.23E-23  2.60E-17  1.53E-15
             7.01E-15  8.27E-15  4.89E-15  2.24E-15  6.60E-16  2.46E-16  8.92E-17  2.29E-17  8.14E-18
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.88E-34  3.75E-23  4.52E-17  2.70E-15
             1.25E-14  1.49E-14  8.82E-15  4.04E-15  1.20E-15  4.45E-16  1.62E-16  4.15E-17  1.48E-17
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.08E-34  4.20E-23  5.35E-17  3.26E-15
             1.54E-14  1.86E-14  1.12E-14  5.14E-15  1.52E-15  5.68E-16  2.06E-16  5.30E-17  1.88E-17
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-33  6.73E-23  8.72E-17  5.32E-15
             2.47E-14  2.94E-14  1.74E-14  7.96E-15  2.35E-15  8.76E-16  3.18E-16  8.16E-17  2.90E-17
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-33  5.49E-23  7.14E-17  4.36E-15
             2.03E-14  2.40E-14  1.42E-14  6.51E-15  1.92E-15  7.16E-16  2.60E-16  6.67E-17  2.37E-17
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-34  2.29E-23  2.98E-17  1.82E-15
             8.44E-15  1.00E-14  5.93E-15  2.71E-15  8.01E-16  2.98E-16  1.08E-16  2.78E-17  9.87E-18
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-34  1.96E-23  2.46E-17  1.49E-15
             6.89E-15  8.19E-15  4.85E-15  2.22E-15  6.56E-16  2.44E-16  8.87E-17  2.28E-17  8.10E-18
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.28E-34  3.34E-23  4.31E-17  2.63E-15
             1.23E-14  1.47E-14  8.77E-15  4.02E-15  1.19E-15  4.43E-16  1.61E-16  4.13E-17  1.47E-17
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.67E-34  3.80E-23  5.11E-17  3.17E-15
             1.51E-14  1.83E-14  1.10E-14  5.07E-15  1.50E-15  5.61E-16  2.04E-16  5.24E-17  1.86E-17
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-33  6.23E-23  8.49E-17  5.26E-15
             2.47E-14  2.94E-14  1.75E-14  8.00E-15  2.36E-15  8.80E-16  3.19E-16  8.21E-17  2.92E-17
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.69E-34  5.10E-23  6.96E-17  4.32E-15
             2.02E-14  2.41E-14  1.43E-14  6.55E-15  1.93E-15  7.20E-16  2.61E-16  6.72E-17  2.39E-17
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.61E-34  2.12E-23  2.89E-17  1.80E-15
             8.41E-15  1.00E-14  5.94E-15  2.72E-15  8.04E-16  2.99E-16  1.09E-16  2.79E-17  9.91E-18
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.17E-34  1.77E-23  2.35E-17  1.45E-15
             6.77E-15  8.09E-15  4.80E-15  2.20E-15  6.51E-16  2.42E-16  8.79E-17  2.26E-17  8.03E-18
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.26E-34  3.05E-23  4.14E-17  2.57E-15
             1.21E-14  1.46E-14  8.71E-15  4.00E-15  1.18E-15  4.41E-16  1.60E-16  4.11E-17  1.46E-17
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.70E-34  3.49E-23  4.89E-17  3.08E-15
             1.47E-14  1.79E-14  1.07E-14  4.93E-15  1.46E-15  5.45E-16  1.98E-16  5.09E-17  1.81E-17
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.31E-34  5.80E-23  8.22E-17  5.16E-15
             2.44E-14  2.92E-14  1.73E-14  7.95E-15  2.35E-15  8.75E-16  3.17E-16  8.16E-17  2.90E-17
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.66E-34  4.79E-23  6.80E-17  4.27E-15
             2.01E-14  2.41E-14  1.43E-14  6.56E-15  1.94E-15  7.22E-16  2.62E-16  6.73E-17  2.39E-17
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-34  1.98E-23  2.81E-17  1.76E-15
             8.31E-15  9.95E-15  5.91E-15  2.71E-15  8.00E-16  2.98E-16  1.08E-16  2.78E-17  9.87E-18
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.71E-34  1.64E-23  2.27E-17  1.42E-15
             6.68E-15  8.01E-15  4.76E-15  2.18E-15  6.46E-16  2.41E-16  8.73E-17  2.24E-17  7.97E-18
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.57E-34  2.84E-23  4.01E-17  2.53E-15
             1.20E-14  1.45E-14  8.66E-15  3.98E-15  1.18E-15  4.39E-16  1.59E-16  4.10E-17  1.46E-17
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.03E-34  3.26E-23  4.73E-17  3.01E-15
             1.44E-14  1.77E-14  1.06E-14  4.88E-15  1.45E-15  5.40E-16  1.96E-16  5.04E-17  1.79E-17
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.36E-34  5.50E-23  8.04E-17  5.10E-15
             2.42E-14  2.91E-14  1.73E-14  7.94E-15  2.35E-15  8.74E-16  3.17E-16  8.15E-17  2.90E-17
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.90E-34  4.55E-23  6.66E-17  4.23E-15
             2.00E-14  2.41E-14  1.43E-14  6.55E-15  1.94E-15  7.22E-16  2.62E-16  6.73E-17  2.39E-17
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-34  1.86E-23  2.72E-17  1.72E-15
             8.17E-15  9.81E-15  5.83E-15  2.67E-15  7.90E-16  2.94E-16  1.07E-16  2.74E-17  9.75E-18
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.38E-34  1.52E-23  2.19E-17  1.38E-15
             6.55E-15  7.89E-15  4.70E-15  2.15E-15  6.37E-16  2.37E-16  8.61E-17  2.21E-17  7.87E-18
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.07E-34  2.67E-23  3.90E-17  2.48E-15
             1.19E-14  1.44E-14  8.59E-15  3.95E-15  1.17E-15  4.36E-16  1.58E-16  4.07E-17  1.45E-17
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.44E-34  3.02E-23  4.50E-17  2.89E-15
             1.39E-14  1.71E-14  1.03E-14  4.73E-15  1.40E-15  5.24E-16  1.90E-16  4.89E-17  1.74E-17
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.62E-34  5.23E-23  7.85E-17  5.02E-15
             2.39E-14  2.89E-14  1.72E-14  7.88E-15  2.33E-15  8.68E-16  3.15E-16  8.10E-17  2.88E-17
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.30E-34  4.34E-23  6.51E-17  4.17E-15
             1.98E-14  2.39E-14  1.42E-14  6.52E-15  1.93E-15  7.18E-16  2.60E-16  6.69E-17  2.38E-17
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.54E-34  1.75E-23  2.62E-17  1.68E-15
             7.99E-15  9.62E-15  5.72E-15  2.62E-15  7.76E-16  2.89E-16  1.05E-16  2.69E-17  9.57E-18
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-34  1.24E-23  1.84E-17  1.17E-15
             5.60E-15  6.76E-15  4.03E-15  1.85E-15  5.47E-16  2.04E-16  7.40E-17  1.90E-17  6.76E-18
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-34  2.49E-23  3.73E-17  2.40E-15
             1.15E-14  1.40E-14  8.37E-15  3.85E-15  1.14E-15  4.25E-16  1.54E-16  3.97E-17  1.41E-17
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.07E-34  2.87E-23  4.39E-17  2.84E-15
             1.37E-14  1.69E-14  1.02E-14  4.68E-15  1.39E-15  5.18E-16  1.88E-16  4.84E-17  1.72E-17
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.33E-34  5.22E-23  8.00E-17  5.16E-15
             2.47E-14  2.98E-14  1.78E-14  8.15E-15  2.41E-15  8.99E-16  3.26E-16  8.38E-17  2.98E-17
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.84E-34  4.16E-23  6.38E-17  4.12E-15
             1.97E-14  2.37E-14  1.41E-14  6.48E-15  1.92E-15  7.14E-16  2.59E-16  6.66E-17  2.37E-17
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-34  1.65E-23  2.53E-17  1.63E-15
             7.78E-15  9.38E-15  5.58E-15  2.56E-15  7.57E-16  2.82E-16  1.02E-16  2.63E-17  9.35E-18
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-34  1.18E-23  1.79E-17  1.15E-15
             5.49E-15  6.65E-15  3.97E-15  1.82E-15  5.39E-16  2.01E-16  7.29E-17  1.87E-17  6.66E-18
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-34  2.38E-23  3.65E-17  2.36E-15
             1.13E-14  1.38E-14  8.28E-15  3.81E-15  1.13E-15  4.21E-16  1.53E-16  3.93E-17  1.40E-17
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.78E-34  2.76E-23  4.29E-17  2.80E-15
             1.36E-14  1.67E-14  1.01E-14  4.64E-15  1.38E-15  5.14E-16  1.87E-16  4.80E-17  1.70E-17
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.82E-34  5.00E-23  7.81E-17  5.07E-15
             2.43E-14  2.94E-14  1.75E-14  8.06E-15  2.38E-15  8.88E-16  3.22E-16  8.28E-17  2.94E-17
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.46E-34  4.01E-23  6.26E-17  4.06E-15
             1.95E-14  2.35E-14  1.40E-14  6.43E-15  1.90E-15  7.08E-16  2.57E-16  6.61E-17  2.35E-17
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-34  1.55E-23  2.43E-17  1.57E-15
             7.54E-15  9.11E-15  5.42E-15  2.49E-15  7.36E-16  2.74E-16  9.95E-17  2.56E-17  9.09E-18
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-34  1.12E-23  1.73E-17  1.12E-15
             5.39E-15  6.54E-15  3.90E-15  1.79E-15  5.31E-16  1.98E-16  7.18E-17  1.84E-17  6.55E-18
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-34  2.28E-23  3.57E-17  2.32E-15
             1.12E-14  1.37E-14  8.21E-15  3.78E-15  1.12E-15  4.18E-16  1.52E-16  3.90E-17  1.39E-17
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.55E-34  2.66E-23  4.20E-17  2.75E-15
             1.34E-14  1.65E-14  9.94E-15  4.59E-15  1.36E-15  5.08E-16  1.85E-16  4.74E-17  1.69E-17
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.40E-34  4.81E-23  7.63E-17  4.98E-15
             2.39E-14  2.90E-14  1.73E-14  7.95E-15  2.35E-15  8.77E-16  3.18E-16  8.18E-17  2.91E-17
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.32E-34  4.00E-23  6.34E-17  4.13E-15
             1.99E-14  2.40E-14  1.43E-14  6.58E-15  1.95E-15  7.25E-16  2.63E-16  6.76E-17  2.40E-17
