SEQ='P '     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87181251.1    NPRNT= 6
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P2             (3)1( 0.0)        0.0 
     2          3S2 3P2             (3)1( 1.0)      299.1 
     3          3S2 3P2             (3)1( 2.0)      855.7 
     4          3S2 3P2             (1)2( 2.0)    14486.5 
     5          3S2 3P2             (1)0( 0.0)    43550.0 
     6          3S1 3P3             (5)0( 2.0)    52344.0 

   PARENT CONFG INDEXING                BWNP=  87173173.9    NPRNT= 2
   ---------------------
   INDP         CODE                       WI        WNP
   ----         ----                 --------  ----------
     1          3S2 3P2             (     7.0)        0.0 
     2          3S1 3P3             (    19.5)    96766.0 

   IC AVERAGED CONFG INDEXING           BWNR=  87248893.3   NCFG=   6
   --------------------------
   INDX  INDP   CODE                       WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 --------  ----------      -----------
     1     1    3S2 3P2 4S1         (    14.5)        0.0      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     2     1    3S2 3P2 4P1         (    44.5)    18975.7      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     3     1    3S2 3P2 4D1         (    69.5)    39950.6      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     4     2    3S1 3P3 4S1         (     4.5)    43872.4      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     5     1    3S2 3P2 4F1         (    97.5)    45619.5      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
     6     2    3S1 3P3 4P1         (    14.5)    61600.2      0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP=203
   -------------------------------
   ILREP   N   L
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.60E-32  1.94E-22  3.54E-17  1.12E-15
             3.76E-15  3.67E-15  2.04E-15  9.02E-16  2.61E-16  9.66E-17  3.49E-17  8.96E-18  3.18E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.10E-33  2.05E-23  4.13E-18  1.37E-16
             4.73E-16  4.69E-16  2.62E-16  1.16E-16  3.38E-17  1.25E-17  4.52E-18  1.16E-18  4.12E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-33  5.15E-24  1.13E-18  3.90E-17
             1.37E-16  1.37E-16  7.67E-17  3.41E-17  9.91E-18  3.67E-18  1.33E-18  3.40E-19  1.21E-19
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.33E-32  7.47E-23  1.23E-17  3.78E-16
             1.25E-15  1.21E-15  6.67E-16  2.95E-16  8.54E-17  3.16E-17  1.14E-17  2.93E-18  1.04E-18
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-31  3.19E-22  5.64E-17  1.78E-15
             6.02E-15  5.98E-15  3.35E-15  1.49E-15  4.33E-16  1.60E-16  5.80E-17  1.49E-17  5.29E-18
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.37E-32  1.79E-22  3.62E-17  1.20E-15
             4.16E-15  4.19E-15  2.36E-15  1.06E-15  3.07E-16  1.14E-16  4.12E-17  1.06E-17  3.76E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-32  1.53E-22  3.27E-17  1.10E-15
             3.77E-15  3.74E-15  2.09E-15  9.27E-16  2.69E-16  9.94E-17  3.60E-17  9.22E-18  3.28E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.69E-33  1.65E-23  3.86E-18  1.35E-16
             4.76E-16  4.80E-16  2.69E-16  1.20E-16  3.48E-17  1.29E-17  4.66E-18  1.20E-18  4.25E-19
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-33  4.35E-24  1.11E-18  4.02E-17
             1.44E-16  1.47E-16  8.27E-17  3.69E-17  1.07E-17  3.97E-18  1.44E-18  3.69E-19  1.31E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-32  5.48E-23  1.09E-17  3.57E-16
             1.22E-15  1.20E-15  6.68E-16  2.96E-16  8.59E-17  3.18E-17  1.15E-17  2.95E-18  1.05E-18
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.50E-32  2.44E-22  5.10E-17  1.70E-15
             5.92E-15  5.98E-15  3.36E-15  1.50E-15  4.37E-16  1.62E-16  5.86E-17  1.50E-17  5.34E-18
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.98E-32  1.50E-22  3.45E-17  1.19E-15
             4.21E-15  4.31E-15  2.43E-15  1.09E-15  3.18E-16  1.18E-16  4.26E-17  1.09E-17  3.89E-18
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.00E-32  1.28E-22  3.07E-17  1.07E-15
             3.74E-15  3.76E-15  2.10E-15  9.36E-16  2.72E-16  1.01E-16  3.64E-17  9.33E-18  3.31E-18
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-33  1.40E-23  3.66E-18  1.32E-16
             4.74E-16  4.83E-16  2.72E-16  1.21E-16  3.53E-17  1.31E-17  4.73E-18  1.21E-18  4.31E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-33  3.82E-24  1.09E-18  4.08E-17
             1.49E-16  1.54E-16  8.67E-17  3.87E-17  1.13E-17  4.18E-18  1.51E-18  3.88E-19  1.38E-19
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-32  4.41E-23  1.00E-17  3.43E-16
             1.20E-15  1.19E-15  6.68E-16  2.97E-16  8.63E-17  3.19E-17  1.16E-17  2.96E-18  1.05E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.41E-32  2.01E-22  4.73E-17  1.65E-15
             5.84E-15  5.97E-15  3.37E-15  1.51E-15  4.40E-16  1.63E-16  5.90E-17  1.51E-17  5.38E-18
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-32  1.31E-22  3.31E-17  1.18E-15
             4.24E-15  4.37E-15  2.48E-15  1.11E-15  3.24E-16  1.20E-16  4.35E-17  1.12E-17  3.97E-18
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-32  1.12E-22  2.92E-17  1.04E-15
             3.72E-15  3.76E-15  2.11E-15  9.40E-16  2.73E-16  1.01E-16  3.66E-17  9.39E-18  3.34E-18
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-33  1.25E-23  3.53E-18  1.31E-16
             4.77E-16  4.89E-16  2.76E-16  1.23E-16  3.59E-17  1.33E-17  4.82E-18  1.24E-18  4.39E-19
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.95E-34  3.45E-24  1.07E-18  4.10E-17
             1.52E-16  1.58E-16  8.93E-17  4.00E-17  1.16E-17  4.32E-18  1.56E-18  4.01E-19  1.42E-19
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-32  3.76E-23  9.44E-18  3.33E-16
             1.18E-15  1.19E-15  6.68E-16  2.98E-16  8.65E-17  3.20E-17  1.16E-17  2.97E-18  1.06E-18
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-32  1.74E-22  4.48E-17  1.60E-15
             5.77E-15  5.95E-15  3.37E-15  1.51E-15  4.41E-16  1.64E-16  5.92E-17  1.52E-17  5.40E-18
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-32  1.18E-22  3.20E-17  1.17E-15
             4.25E-15  4.40E-15  2.50E-15  1.12E-15  3.28E-16  1.22E-16  4.40E-17  1.13E-17  4.01E-18
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-32  1.01E-22  2.80E-17  1.02E-15
             3.68E-15  3.75E-15  2.11E-15  9.41E-16  2.74E-16  1.01E-16  3.67E-17  9.41E-18  3.34E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.59E-33  1.14E-23  3.43E-18  1.30E-16
             4.77E-16  4.93E-16  2.79E-16  1.25E-16  3.64E-17  1.35E-17  4.88E-18  1.25E-18  4.44E-19
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.58E-34  3.17E-24  1.04E-18  4.09E-17
             1.53E-16  1.60E-16  9.07E-17  4.06E-17  1.18E-17  4.39E-18  1.59E-18  4.08E-19  1.45E-19
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.46E-33  3.33E-23  8.99E-18  3.25E-16
             1.16E-15  1.18E-15  6.66E-16  2.97E-16  8.64E-17  3.20E-17  1.16E-17  2.97E-18  1.05E-18
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.85E-32  1.56E-22  4.29E-17  1.57E-15
             5.72E-15  5.93E-15  3.37E-15  1.51E-15  4.41E-16  1.64E-16  5.93E-17  1.52E-17  5.40E-18
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.51E-32  1.09E-22  3.12E-17  1.16E-15
             4.24E-15  4.41E-15  2.51E-15  1.13E-15  3.29E-16  1.22E-16  4.42E-17  1.13E-17  4.03E-18
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-32  9.25E-23  2.70E-17  1.00E-15
             3.64E-15  3.73E-15  2.10E-15  9.38E-16  2.73E-16  1.01E-16  3.66E-17  9.39E-18  3.33E-18
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.22E-33  1.06E-23  3.35E-18  1.29E-16
             4.77E-16  4.95E-16  2.80E-16  1.26E-16  3.66E-17  1.36E-17  4.91E-18  1.26E-18  4.47E-19
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.64E-34  2.94E-24  1.02E-18  4.05E-17
             1.53E-16  1.60E-16  9.11E-17  4.08E-17  1.19E-17  4.42E-18  1.60E-18  4.10E-19  1.46E-19
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.99E-33  3.02E-23  8.63E-18  3.18E-16
             1.15E-15  1.17E-15  6.62E-16  2.96E-16  8.60E-17  3.19E-17  1.15E-17  2.96E-18  1.05E-18
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.25E-32  1.43E-22  4.15E-17  1.54E-15
             5.67E-15  5.91E-15  3.36E-15  1.51E-15  4.41E-16  1.63E-16  5.92E-17  1.52E-17  5.40E-18
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-32  1.01E-22  3.02E-17  1.14E-15
             4.19E-15  4.37E-15  2.49E-15  1.12E-15  3.26E-16  1.21E-16  4.38E-17  1.12E-17  3.99E-18
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-32  8.45E-23  2.57E-17  9.66E-16
             3.53E-15  3.63E-15  2.05E-15  9.14E-16  2.66E-16  9.85E-17  3.57E-17  9.15E-18  3.25E-18
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.95E-33  9.94E-24  3.26E-18  1.27E-16
             4.74E-16  4.94E-16  2.80E-16  1.25E-16  3.66E-17  1.36E-17  4.91E-18  1.26E-18  4.47E-19
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.95E-34  2.76E-24  9.88E-19  3.99E-17
             1.52E-16  1.60E-16  9.08E-17  4.07E-17  1.19E-17  4.41E-18  1.60E-18  4.10E-19  1.45E-19
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.99E-33  2.78E-23  8.31E-18  3.11E-16
             1.13E-15  1.16E-15  6.55E-16  2.93E-16  8.52E-17  3.16E-17  1.14E-17  2.93E-18  1.04E-18
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-32  1.33E-22  4.01E-17  1.51E-15
             5.58E-15  5.85E-15  3.33E-15  1.50E-15  4.37E-16  1.62E-16  5.87E-17  1.51E-17  5.36E-18
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-32  9.56E-23  2.96E-17  1.12E-15
             4.16E-15  4.35E-15  2.48E-15  1.11E-15  3.25E-16  1.20E-16  4.36E-17  1.12E-17  3.98E-18
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.59E-32  7.96E-23  2.50E-17  9.51E-16
             3.49E-15  3.60E-15  2.03E-15  9.08E-16  2.64E-16  9.80E-17  3.55E-17  9.10E-18  3.23E-18
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-33  9.44E-24  3.19E-18  1.26E-16
             4.71E-16  4.93E-16  2.80E-16  1.25E-16  3.66E-17  1.36E-17  4.91E-18  1.26E-18  4.47E-19
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.42E-34  2.59E-24  9.59E-19  3.92E-17
             1.49E-16  1.58E-16  8.99E-17  4.04E-17  1.18E-17  4.37E-18  1.58E-18  4.06E-19  1.44E-19
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.18E-33  2.55E-23  7.88E-18  2.98E-16
             1.09E-15  1.12E-15  6.35E-16  2.84E-16  8.27E-17  3.06E-17  1.11E-17  2.85E-18  1.01E-18
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.52E-32  1.26E-22  3.91E-17  1.49E-15
             5.54E-15  5.82E-15  3.32E-15  1.49E-15  4.36E-16  1.62E-16  5.86E-17  1.50E-17  5.34E-18
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-32  9.41E-23  2.99E-17  1.15E-15
             4.27E-15  4.48E-15  2.55E-15  1.15E-15  3.35E-16  1.24E-16  4.49E-17  1.15E-17  4.10E-18
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-32  7.48E-23  2.41E-17  9.25E-16
             3.41E-15  3.53E-15  1.99E-15  8.91E-16  2.60E-16  9.62E-17  3.48E-17  8.93E-18  3.17E-18
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-33  8.98E-24  3.12E-18  1.24E-16
             4.66E-16  4.89E-16  2.78E-16  1.25E-16  3.63E-17  1.35E-17  4.88E-18  1.25E-18  4.45E-19
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.99E-34  2.44E-24  9.29E-19  3.83E-17
             1.47E-16  1.55E-16  8.86E-17  3.98E-17  1.16E-17  4.31E-18  1.56E-18  4.00E-19  1.42E-19
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.61E-33  2.38E-23  7.58E-18  2.89E-16
             1.07E-15  1.10E-15  6.22E-16  2.78E-16  8.11E-17  3.00E-17  1.09E-17  2.79E-18  9.91E-19
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-32  1.19E-22  3.80E-17  1.46E-15
             5.46E-15  5.75E-15  3.28E-15  1.48E-15  4.32E-16  1.60E-16  5.80E-17  1.49E-17  5.29E-18
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-32  8.99E-23  2.93E-17  1.13E-15
             4.22E-15  4.44E-15  2.53E-15  1.14E-15  3.32E-16  1.23E-16  4.46E-17  1.15E-17  4.07E-18
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-32  7.31E-23  2.41E-17  9.30E-16
             3.44E-15  3.57E-15  2.02E-15  9.02E-16  2.63E-16  9.74E-17  3.53E-17  9.05E-18  3.21E-18
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-33  8.62E-24  3.06E-18  1.22E-16
             4.62E-16  4.86E-16  2.76E-16  1.24E-16  3.61E-17  1.34E-17  4.85E-18  1.24E-18  4.42E-19
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.64E-34  2.31E-24  8.98E-19  3.73E-17
             1.43E-16  1.52E-16  8.68E-17  3.90E-17  1.14E-17  4.22E-18  1.53E-18  3.93E-19  1.39E-19
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.18E-33  2.24E-23  7.31E-18  2.81E-16
             1.04E-15  1.08E-15  6.10E-16  2.73E-16  7.95E-17  2.94E-17  1.07E-17  2.74E-18  9.72E-19
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-32  1.14E-22  3.73E-17  1.44E-15
             5.41E-15  5.71E-15  3.26E-15  1.47E-15  4.29E-16  1.59E-16  5.77E-17  1.48E-17  5.26E-18
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-32  8.64E-23  2.87E-17  1.12E-15
             4.18E-15  4.40E-15  2.51E-15  1.13E-15  3.30E-16  1.22E-16  4.43E-17  1.14E-17  4.04E-18
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-32  7.00E-23  2.35E-17  9.13E-16
             3.39E-15  3.52E-15  1.99E-15  8.91E-16  2.60E-16  9.62E-17  3.48E-17  8.94E-18  3.17E-18
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-33  8.31E-24  3.00E-18  1.21E-16
             4.58E-16  4.82E-16  2.74E-16  1.23E-16  3.59E-17  1.33E-17  4.82E-18  1.24E-18  4.39E-19
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-34  2.19E-24  8.66E-19  3.62E-17
             1.40E-16  1.48E-16  8.47E-17  3.81E-17  1.11E-17  4.12E-18  1.49E-18  3.83E-19  1.36E-19
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-33  2.14E-23  7.12E-18  2.76E-16
             1.02E-15  1.06E-15  6.01E-16  2.69E-16  7.84E-17  2.91E-17  1.05E-17  2.70E-18  9.59E-19
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.97E-32  1.10E-22  3.66E-17  1.43E-15
             5.37E-15  5.68E-15  3.25E-15  1.46E-15  4.27E-16  1.59E-16  5.74E-17  1.47E-17  5.24E-18
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-32  8.34E-23  2.82E-17  1.10E-15
             4.14E-15  4.36E-15  2.49E-15  1.12E-15  3.27E-16  1.21E-16  4.39E-17  1.13E-17  4.00E-18
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-32  6.73E-23  2.29E-17  8.96E-16
             3.34E-15  3.47E-15  1.96E-15  8.79E-16  2.56E-16  9.49E-17  3.44E-17  8.82E-18  3.13E-18
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-33  8.32E-24  3.04E-18  1.23E-16
             4.67E-16  4.92E-16  2.80E-16  1.26E-16  3.67E-17  1.36E-17  4.93E-18  1.27E-18  4.49E-19
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.08E-34  2.07E-24  8.33E-19  3.50E-17
             1.35E-16  1.44E-16  8.24E-17  3.70E-17  1.08E-17  4.01E-18  1.45E-18  3.73E-19  1.32E-19
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.60E-33  2.05E-23  6.94E-18  2.70E-16
             1.00E-15  1.04E-15  5.92E-16  2.65E-16  7.72E-17  2.86E-17  1.04E-17  2.66E-18  9.44E-19
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-32  1.07E-22  3.61E-17  1.41E-15
             5.32E-15  5.64E-15  3.22E-15  1.45E-15  4.24E-16  1.57E-16  5.70E-17  1.46E-17  5.20E-18
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-32  8.08E-23  2.77E-17  1.09E-15
             4.09E-15  4.31E-15  2.46E-15  1.11E-15  3.23E-16  1.20E-16  4.34E-17  1.12E-17  3.96E-18
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-32  6.49E-23  2.24E-17  8.79E-16
             3.28E-15  3.41E-15  1.93E-15  8.66E-16  2.52E-16  9.35E-17  3.39E-17  8.69E-18  3.09E-18
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-33  8.02E-24  2.97E-18  1.21E-16
             4.60E-16  4.85E-16  2.76E-16  1.24E-16  3.62E-17  1.34E-17  4.86E-18  1.25E-18  4.43E-19
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-34  1.96E-24  8.00E-19  3.37E-17
             1.31E-16  1.40E-16  7.98E-17  3.59E-17  1.05E-17  3.89E-18  1.41E-18  3.62E-19  1.28E-19
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.38E-33  1.97E-23  6.76E-18  2.64E-16
             9.85E-16  1.03E-15  5.81E-16  2.60E-16  7.59E-17  2.81E-17  1.02E-17  2.61E-18  9.28E-19
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-32  1.04E-22  3.55E-17  1.40E-15
             5.28E-15  5.60E-15  3.20E-15  1.44E-15  4.22E-16  1.56E-16  5.67E-17  1.46E-17  5.17E-18
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-32  7.85E-23  2.72E-17  1.07E-15
             4.04E-15  4.27E-15  2.44E-15  1.10E-15  3.20E-16  1.19E-16  4.30E-17  1.10E-17  3.92E-18
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-32  6.27E-23  2.19E-17  8.62E-16
             3.22E-15  3.36E-15  1.90E-15  8.52E-16  2.48E-16  9.21E-17  3.33E-17  8.55E-18  3.04E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-33  7.74E-24  2.91E-18  1.18E-16
             4.52E-16  4.77E-16  2.72E-16  1.22E-16  3.56E-17  1.32E-17  4.79E-18  1.23E-18  4.36E-19
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-34  1.99E-24  8.21E-19  3.48E-17
             1.35E-16  1.44E-16  8.25E-17  3.71E-17  1.08E-17  4.02E-18  1.46E-18  3.74E-19  1.33E-19
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-33  1.90E-23  6.58E-18  2.58E-16
             9.65E-16  1.01E-15  5.70E-16  2.55E-16  7.45E-17  2.76E-17  9.99E-18  2.56E-18  9.11E-19
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-32  1.01E-22  3.50E-17  1.38E-15
             5.23E-15  5.55E-15  3.18E-15  1.43E-15  4.19E-16  1.55E-16  5.63E-17  1.44E-17  5.13E-18
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-32  7.64E-23  2.67E-17  1.06E-15
             3.99E-15  4.22E-15  2.41E-15  1.08E-15  3.17E-16  1.18E-16  4.26E-17  1.09E-17  3.88E-18
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.96E-33  6.06E-23  2.14E-17  8.45E-16
             3.16E-15  3.30E-15  1.87E-15  8.37E-16  2.44E-16  9.05E-17  3.28E-17  8.40E-18  2.99E-18
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-33  7.48E-24  2.84E-18  1.16E-16
             4.44E-16  4.69E-16  2.67E-16  1.20E-16  3.51E-17  1.30E-17  4.71E-18  1.21E-18  4.29E-19
   132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.64E-34  1.88E-24  7.81E-19  3.32E-17
             1.29E-16  1.38E-16  7.91E-17  3.56E-17  1.04E-17  3.86E-18  1.40E-18  3.58E-19  1.27E-19
   134       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.02E-33  1.83E-23  6.40E-18  2.52E-16
             9.44E-16  9.85E-16  5.59E-16  2.50E-16  7.30E-17  2.70E-17  9.79E-18  2.51E-18  8.93E-19
   135       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-32  9.86E-23  3.45E-17  1.37E-15
             5.19E-15  5.51E-15  3.15E-15  1.42E-15  4.15E-16  1.54E-16  5.58E-17  1.43E-17  5.09E-18
   136       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-32  7.44E-23  2.62E-17  1.04E-15
             3.94E-15  4.17E-15  2.38E-15  1.07E-15  3.13E-16  1.16E-16  4.21E-17  1.08E-17  3.84E-18
   137       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-33  2.97E-23  1.04E-17  4.12E-16
             1.54E-15  1.61E-15  9.15E-16  4.10E-16  1.19E-16  4.43E-17  1.60E-17  4.11E-18  1.46E-18
   138       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.65E-34  3.73E-24  1.45E-18  6.01E-17
             2.31E-16  2.46E-16  1.40E-16  6.30E-17  1.84E-17  6.83E-18  2.47E-18  6.35E-19  2.26E-19
   139       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-34  9.37E-25  4.10E-19  1.78E-17
             6.99E-17  7.52E-17  4.31E-17  1.94E-17  5.68E-18  2.11E-18  7.63E-19  1.96E-19  6.96E-20
   141       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.86E-33  1.76E-23  6.22E-18  2.46E-16
             9.22E-16  9.63E-16  5.46E-16  2.45E-16  7.14E-17  2.65E-17  9.58E-18  2.46E-18  8.73E-19
   142       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.95E-33  4.77E-23  1.66E-17  6.57E-16
