SEQ='SI'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63529903.3   NPRNTI= 5   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 0.5)        0.0 
     2          3S2 3P1             (2)1( 1.5)      276.8 
     3          3S1 3P2             (4)1( 0.5)    35412.3 
     4          3S1 3P2             (4)1( 1.5)    35509.5 
     5          3S1 3P2             (4)1( 2.5)    35669.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  63523229.5   NLVL= 298
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   268       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.73E-43  1.30E-29  2.27E-25
             3.21E-22  3.06E-20  7.93E-20  7.59E-20  3.49E-20  1.51E-20  5.88E-21  1.58E-21  5.70E-22
   269       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.44E-43  5.76E-30  1.22E-25
             2.99E-22  2.91E-20  7.54E-20  7.21E-20  3.32E-20  1.43E-20  5.59E-21  1.50E-21  5.41E-22
   270       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-43  2.03E-30  2.94E-26
             4.72E-24  2.94E-22  7.68E-22  7.46E-22  3.47E-22  1.50E-22  5.88E-23  1.58E-23  5.71E-24
   271       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-42  2.13E-29  3.06E-25
             2.71E-23  7.68E-22  1.92E-21  1.87E-21  8.72E-22  3.79E-22  1.48E-22  4.00E-23  1.44E-23
   272       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.82E-43  1.48E-29  2.55E-25
             3.35E-22  3.18E-20  8.22E-20  7.86E-20  3.62E-20  1.56E-20  6.09E-21  1.64E-21  5.90E-22
   273       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.23E-44  1.21E-30  6.00E-26
             3.16E-22  3.12E-20  8.08E-20  7.72E-20  3.55E-20  1.53E-20  5.98E-21  1.61E-21  5.80E-22
   274       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.09E-41  6.86E-28  9.82E-24
             7.52E-22  9.83E-21  1.92E-20  1.72E-20  7.75E-21  3.33E-21  1.30E-21  3.49E-22  1.26E-22
   275       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.46E-40  7.47E-27  1.07E-22
             7.68E-21  5.38E-20  6.72E-20  4.80E-20  1.91E-20  7.90E-21  3.03E-21  8.04E-22  2.89E-22
   276       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-40  4.71E-27  6.74E-23
             5.00E-21  4.46E-20  7.20E-20  6.17E-20  2.79E-20  1.20E-20  4.72E-21  1.27E-21  4.59E-22
   277       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-41  6.20E-28  8.96E-24
             7.67E-22  1.12E-20  2.44E-20  2.52E-20  1.28E-20  5.77E-21  2.31E-21  6.29E-22  2.28E-22
   278       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.07E-38  5.13E-25  7.35E-21
             5.74E-19  8.43E-18  1.70E-17  1.52E-17  6.79E-18  2.91E-18  1.13E-18  3.04E-19  1.10E-19
   279       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-39  4.97E-26  7.20E-22
             1.20E-19  7.23E-18  1.83E-17  1.74E-17  7.99E-18  3.45E-18  1.35E-18  3.62E-19  1.31E-19
   280       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-38  2.80E-25  4.01E-21
             3.23E-19  5.92E-18  1.33E-17  1.25E-17  5.79E-18  2.51E-18  9.82E-19  2.64E-19  9.53E-20
   281       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-39  3.74E-26  5.39E-22
             6.99E-20  4.17E-18  1.17E-17  1.21E-17  5.89E-18  2.60E-18  1.03E-18  2.78E-19  1.00E-19
   282       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.46E-37  1.51E-24  3.00E-20
             3.59E-18  5.67E-17  1.03E-16  8.79E-17  3.87E-17  1.65E-17  6.43E-18  1.72E-18  6.21E-19
   283       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.05E-44  2.64E-34  7.73E-25  1.49E-20
             1.76E-18  3.07E-17  6.01E-17  5.37E-17  2.42E-17  1.04E-17  4.07E-18  1.09E-18  3.94E-19
   284       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.38E-37  4.65E-25  7.85E-21
             7.77E-19  1.62E-17  3.61E-17  3.41E-17  1.58E-17  6.86E-18  2.69E-18  7.23E-19  2.61E-19
   285       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-46  3.20E-33  5.09E-25  1.77E-21
             1.61E-19  8.07E-18  1.94E-17  1.80E-17  8.13E-18  3.49E-18  1.36E-18  3.64E-19  1.31E-19
   286       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-46  1.76E-33  6.25E-24  2.56E-20
             1.10E-18  1.29E-17  2.48E-17  2.16E-17  9.51E-18  4.05E-18  1.57E-18  4.21E-19  1.52E-19
   287       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.52E-46  3.09E-33  2.46E-24  9.89E-21
             5.91E-19  1.62E-17  3.58E-17  3.23E-17  1.44E-17  6.17E-18  2.40E-18  6.43E-19  2.32E-19
   288       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.13E-35  8.31E-24  3.43E-20
             1.43E-18  1.41E-17  2.57E-17  2.22E-17  9.73E-18  4.14E-18  1.61E-18  4.30E-19  1.55E-19
   289       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.13E-48  5.30E-35  9.96E-24  4.10E-20
             1.63E-18  1.11E-17  1.68E-17  1.34E-17  5.70E-18  2.40E-18  9.28E-19  2.48E-19  8.92E-20
   290       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.56E-36  2.16E-24  8.91E-21
             4.02E-19  6.31E-18  1.32E-17  1.18E-17  5.24E-18  2.24E-18  8.71E-19  2.33E-19  8.40E-20
   291       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-35  1.03E-23  4.24E-20
             1.66E-18  9.45E-18  1.25E-17  9.40E-18  3.85E-18  1.61E-18  6.18E-19  1.64E-19  5.91E-20
   292       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.54E-37  5.66E-27  7.95E-24
             1.34E-21  9.18E-20  2.23E-19  2.09E-19  9.52E-20  4.10E-20  1.60E-20  4.29E-21  1.55E-21
   293       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-44  3.10E-31  1.45E-23  2.64E-20
             1.03E-18  7.83E-18  1.27E-17  1.05E-17  4.56E-18  1.93E-18  7.50E-19  2.00E-19  7.22E-20
   294       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-44  1.88E-31  7.39E-24  1.03E-20
             4.10E-19  4.25E-18  7.91E-18  6.88E-18  3.05E-18  1.30E-18  5.06E-19  1.36E-19  4.89E-20
   295       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-44  2.69E-31  1.18E-23  1.98E-20
             7.59E-19  4.98E-18  7.26E-18  5.73E-18  2.42E-18  1.02E-18  3.94E-19  1.05E-19  3.78E-20
   296       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.94E-37  1.14E-25  4.79E-22
             6.60E-20  4.19E-18  1.02E-17  9.52E-18  4.31E-18  1.85E-18  7.22E-19  1.93E-19  6.97E-20
   297       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-45  1.15E-32  3.98E-25  4.00E-22
             2.33E-20  8.63E-19  2.08E-18  1.95E-18  8.87E-19  3.82E-19  1.49E-19  4.00E-20  1.44E-20
   298       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.99E-41  2.61E-31  7.64E-26  5.51E-24
             3.32E-21  2.55E-19  6.13E-19  5.66E-19  2.55E-19  1.09E-19  4.25E-20  1.14E-20  4.11E-21

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2P  0.5)
   ILREP
   -----
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-35  3.79E-23  3.63E-19
             2.17E-17  1.34E-16  1.60E-16  1.13E-16  4.51E-17  1.87E-17  7.19E-18  1.91E-18  6.87E-19
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.93E-39  4.46E-28  5.84E-23
             2.43E-19  1.96E-17  4.81E-17  4.50E-17  2.05E-17  8.82E-18  3.44E-18  9.23E-19  3.33E-19
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.03E-35  3.49E-23  1.54E-19
             6.35E-18  5.07E-17  8.73E-17  7.46E-17  3.28E-17  1.40E-17  5.44E-18  1.46E-18  5.24E-19
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-36  2.53E-23  2.26E-19
             1.30E-17  9.72E-17  1.48E-16  1.21E-16  5.25E-17  2.23E-17  8.68E-18  2.32E-18  8.37E-19
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.80E-37  4.43E-24  4.42E-20
             2.77E-18  3.45E-17  7.66E-17  7.53E-17  3.61E-17  1.59E-17  6.26E-18  1.69E-18  6.12E-19
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.81E-37  2.00E-24  1.96E-20
             1.51E-18  3.83E-17  8.63E-17  7.91E-17  3.57E-17  1.53E-17  5.96E-18  1.60E-18  5.77E-19
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.25E-41  7.00E-29  1.89E-23
             3.92E-20  2.87E-18  7.34E-18  7.19E-18  3.39E-18  1.48E-18  5.82E-19  1.57E-19  5.67E-20
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-36  9.10E-24  7.24E-20
             4.21E-18  6.28E-17  1.39E-16  1.31E-16  6.07E-17  2.63E-17  1.03E-17  2.78E-18  1.00E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-36  1.12E-23  1.24E-19
             7.90E-18  6.01E-17  8.96E-17  7.25E-17  3.12E-17  1.33E-17  5.15E-18  1.38E-18  4.97E-19
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-37  1.61E-24  1.88E-20
             1.33E-18  2.44E-17  6.01E-17  6.01E-17  2.89E-17  1.27E-17  5.00E-18  1.35E-18  4.88E-19
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-37  1.39E-24  1.65E-20
             1.49E-18  4.67E-17  1.10E-16  1.03E-16  4.67E-17  2.01E-17  7.84E-18  2.10E-18  7.58E-19
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-39  1.87E-26  2.21E-22
             1.47E-20  1.30E-19  2.71E-19  2.99E-19  1.61E-19  7.41E-20  2.99E-20  8.21E-21  2.98E-21
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.11E-42  2.48E-29  3.50E-24
             2.23E-20  2.31E-18  6.39E-18  6.47E-18  3.11E-18  1.37E-18  5.38E-19  1.45E-19  5.26E-20
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.07E-37  4.74E-24  4.99E-20
             3.29E-18  4.83E-17  1.06E-16  1.01E-16  4.67E-17  2.03E-17  7.95E-18  2.14E-18  7.72E-19
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.42E-37  4.00E-24  5.08E-20
             3.47E-18  2.84E-17  4.58E-17  3.95E-17  1.78E-17  7.70E-18  3.02E-18  8.11E-19  2.93E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-38  3.41E-25  4.48E-21
             4.32E-19  2.04E-17  5.96E-17  6.26E-17  3.07E-17  1.36E-17  5.37E-18  1.45E-18  5.25E-19
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.18E-38  1.09E-24  1.45E-20
             1.33E-18  3.89E-17  9.24E-17  8.74E-17  4.02E-17  1.74E-17  6.80E-18  1.83E-18  6.60E-19
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-39  1.67E-26  2.22E-22
             1.57E-20  1.36E-19  2.34E-19  2.18E-19  1.06E-19  4.70E-20  1.87E-20  5.07E-21  1.83E-21
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-42  3.09E-29  4.61E-24
             3.18E-20  3.25E-18  8.53E-18  8.22E-18  3.80E-18  1.64E-18  6.42E-19  1.72E-19  6.22E-20
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-42  1.87E-29  2.62E-24
             1.90E-20  2.10E-18  5.79E-18  5.79E-18  2.75E-18  1.20E-18  4.72E-19  1.27E-19  4.59E-20
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.68E-37  2.87E-24  3.54E-20
             2.52E-18  3.77E-17  8.32E-17  7.89E-17  3.67E-17  1.59E-17  6.24E-18  1.68E-18  6.07E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-39  1.60E-26  2.36E-22
             6.05E-20  5.10E-18  1.57E-17  1.71E-17  8.65E-18  3.87E-18  1.54E-18  4.18E-19  1.51E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-39  8.29E-26  1.20E-21
             2.01E-19  1.71E-17  5.10E-17  5.34E-17  2.61E-17  1.15E-17  4.55E-18  1.23E-18  4.45E-19
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.47E-38  9.15E-25  1.31E-20
             1.25E-18  3.81E-17  9.22E-17  8.80E-17  4.08E-17  1.77E-17  6.92E-18  1.86E-18  6.72E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.24E-40  1.38E-26  1.98E-22
             1.46E-20  1.36E-19  2.28E-19  1.98E-19  9.03E-20  3.92E-20  1.54E-20  4.14E-21  1.49E-21
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-42  4.01E-29  6.86E-25
             8.67E-22  8.22E-20  2.12E-19  2.03E-19  9.34E-20  4.03E-20  1.57E-20  4.22E-21  1.52E-21
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-42  1.85E-29  1.64E-24
             1.22E-20  1.42E-18  3.98E-18  4.00E-18  1.90E-18  8.32E-19  3.27E-19  8.82E-20  3.18E-20
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-37  1.93E-24  2.61E-20
             1.94E-18  2.97E-17  6.64E-17  6.34E-17  2.96E-17  1.29E-17  5.05E-18  1.36E-18  4.91E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-37  3.51E-24  5.17E-20
             3.78E-18  2.80E-17  3.89E-17  3.07E-17  1.32E-17  5.63E-18  2.19E-18  5.87E-19  2.11E-19
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-39  2.15E-26  3.35E-22
             1.44E-19  1.73E-17  5.25E-17  5.52E-17  2.70E-17  1.19E-17  4.71E-18  1.27E-18  4.61E-19
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.08E-38  7.98E-25  1.21E-20
             1.17E-18  3.76E-17  9.36E-17  9.08E-17  4.25E-17  1.85E-17  7.25E-18  1.95E-18  7.04E-19
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.82E-40  1.14E-26  1.72E-22
             1.32E-20  1.52E-19  3.52E-19  3.87E-19  2.04E-19  9.32E-20  3.75E-20  1.02E-20  3.72E-21
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-42  3.88E-29  6.46E-25
             5.08E-22  4.74E-20  1.23E-19  1.18E-19  5.46E-20  2.36E-20  9.21E-21  2.47E-21  8.92E-22
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-42  1.96E-29  1.58E-24
             1.36E-20  1.75E-18  5.04E-18  5.11E-18  2.44E-18  1.07E-18  4.20E-19  1.13E-19  4.09E-20
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.51E-38  1.06E-24  1.58E-20
             1.27E-18  2.38E-17  5.66E-17  5.50E-17  2.59E-17  1.13E-17  4.42E-18  1.19E-18  4.30E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-37  5.86E-24  9.02E-20
             6.72E-18  4.83E-17  6.24E-17  4.61E-17  1.89E-17  7.91E-18  3.05E-18  8.12E-19  2.92E-19
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-40  3.02E-27  5.74E-23
             1.23E-19  1.72E-17  5.28E-17  5.58E-17  2.74E-17  1.21E-17  4.79E-18  1.29E-18  4.68E-19
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.26E-38  7.13E-25  1.12E-20
             1.12E-18  3.99E-17  1.02E-16  9.97E-17  4.68E-17  2.04E-17  7.99E-18  2.15E-18  7.77E-19
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-40  9.46E-27  1.48E-22
             1.16E-20  1.24E-19  2.21E-19  1.96E-19  8.96E-20  3.88E-20  1.52E-20  4.10E-21  1.48E-21
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-42  3.41E-29  5.80E-25
             4.04E-22  3.75E-20  9.79E-20  9.43E-20  4.36E-20  1.88E-20  7.36E-21  1.98E-21  7.13E-22

   INREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-35  3.79E-23  3.63E-19
             2.17E-17  1.34E-16  1.60E-16  1.13E-16  4.51E-17  1.87E-17  7.19E-18  1.91E-18  6.87E-19
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.78E-35  6.66E-23  4.44E-19
             2.39E-17  2.40E-16  4.46E-16  3.95E-16  1.78E-16  7.63E-17  2.98E-17  7.99E-18  2.88E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-36  2.33E-23  2.32E-19
             1.50E-17  1.97E-16  4.06E-16  3.74E-16  1.71E-16  7.39E-17  2.89E-17  7.77E-18  2.81E-18
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-36  1.02E-23  1.20E-19
             8.60E-18  1.42E-16  3.19E-16  3.05E-16  1.43E-16  6.20E-17  2.43E-17  6.55E-18  2.37E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.30E-37  3.90E-24  5.01E-20
             4.06E-18  1.00E-16  2.48E-16  2.44E-16  1.15E-16  5.03E-17  1.98E-17  5.33E-18  1.92E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-37  6.27E-24  9.04E-20
             7.06E-18  1.14E-16  2.56E-16  2.45E-16  1.15E-16  4.99E-17  1.96E-17  5.27E-18  1.90E-18
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-37  7.64E-24  1.17E-19
             9.27E-18  1.31E-16  2.79E-16  2.62E-16  1.22E-16  5.28E-17  2.07E-17  5.57E-18  2.01E-18
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.62E-37  8.18E-24  1.29E-19
             1.03E-17  1.35E-16  2.75E-16  2.55E-16  1.18E-16  5.10E-17  2.00E-17  5.38E-18  1.94E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.22E-37  7.84E-24  1.27E-19
             1.02E-17  1.27E-16  2.54E-16  2.34E-16  1.08E-16  4.67E-17  1.83E-17  4.92E-18  1.77E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-37  7.41E-24  1.22E-19
             9.82E-18  1.18E-16  2.33E-16  2.14E-16  9.87E-17  4.28E-17  1.68E-17  4.51E-18  1.63E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.61E-37  7.03E-24  1.18E-19
             9.49E-18  1.13E-16  2.21E-16  2.03E-16  9.34E-17  4.05E-17  1.59E-17  4.27E-18  1.54E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-37  6.75E-24  1.14E-19
             9.25E-18  1.07E-16  2.08E-16  1.90E-16  8.74E-17  3.79E-17  1.48E-17  3.99E-18  1.44E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.26E-37  6.50E-24  1.11E-19
             9.03E-18  1.04E-16  2.00E-16  1.82E-16  8.37E-17  3.63E-17  1.42E-17  3.82E-18  1.38E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-37  6.35E-24  1.10E-19
             8.91E-18  1.01E-16  1.92E-16  1.74E-16  8.01E-17  3.47E-17  1.36E-17  3.66E-18  1.32E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.08E-37  6.25E-24  1.09E-19
             8.86E-18  1.00E-16  1.92E-16  1.75E-16  8.04E-17  3.49E-17  1.37E-17  3.68E-18  1.33E-18
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-37  6.07E-24  1.06E-19
             8.69E-18  1.02E-16  1.98E-16  1.81E-16  8.36E-17  3.63E-17  1.42E-17  3.82E-18  1.38E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-37  5.84E-24  1.03E-19
             8.44E-18  9.97E-17  1.95E-16  1.79E-16  8.26E-17  3.58E-17  1.40E-17  3.78E-18  1.36E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-37  5.66E-24  9.98E-20
             8.24E-18  9.81E-17  1.92E-16  1.77E-16  8.15E-17  3.53E-17  1.39E-17  3.73E-18  1.35E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-37  5.52E-24  9.77E-20
             8.08E-18  9.69E-17  1.91E-16  1.75E-16  8.08E-17  3.51E-17  1.37E-17  3.70E-18  1.33E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-37  5.40E-24  9.59E-20
             7.95E-18  9.60E-17  1.89E-16  1.74E-16  8.05E-17  3.49E-17  1.37E-17  3.68E-18  1.33E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-37  5.30E-24  9.44E-20
             7.84E-18  9.51E-17  1.88E-16  1.74E-16  8.01E-17  3.48E-17  1.36E-17  3.67E-18  1.32E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-37  5.21E-24  9.30E-20
             7.74E-18  9.44E-17  1.87E-16  1.73E-16  7.99E-17  3.47E-17  1.36E-17  3.66E-18  1.32E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-37  5.13E-24  9.17E-20
             7.64E-18  9.38E-17  1.87E-16  1.72E-16  7.97E-17  3.46E-17  1.36E-17  3.65E-18  1.32E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-37  5.05E-24  9.05E-20
             7.55E-18  9.31E-17  1.86E-16  1.72E-16  7.93E-17  3.44E-17  1.35E-17  3.63E-18  1.31E-18
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-37  4.98E-24  8.94E-20
             7.47E-18  9.25E-17  1.85E-16  1.71E-16  7.91E-17  3.43E-17  1.34E-17  3.62E-18  1.31E-18
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-37  4.92E-24  8.84E-20
             7.39E-18  9.18E-17  1.83E-16  1.69E-16  7.83E-17  3.40E-17  1.33E-17  3.58E-18  1.29E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-37  4.86E-24  8.74E-20
             7.32E-18  9.15E-17  1.84E-16  1.70E-16  7.88E-17  3.42E-17  1.34E-17  3.61E-18  1.30E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-37  4.80E-24  8.64E-20
