SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   330     1    2S2 2P1 8H1         (3)4( 5.0)   157325.9 
   331     1    2S2 2P1 8G1         (3)5( 5.0)   157325.9 
   332     1    2S2 2P1 8H1         (3)6( 5.0)   157326.0 
   333     1    2S2 2P1 8H1         (3)6( 6.0)   157326.1 
   334     1    2S2 2P1 8I1         (1)5( 5.0)   157326.2 
   335     1    2S2 2P1 8I1         (3)5( 6.0)   157326.2 
   336     1    2S2 2P1 8I1         (3)7( 6.0)   157326.2 
   337     1    2S2 2P1 8I1         (3)7( 7.0)   157326.3 
   338     2    2S2 2P1 8D1         (3)2( 3.0)   157386.6 
   339     2    2S2 2P1 8D1         (3)1( 2.0)   157445.9 
   340     2    2S2 2P1 8D1         (3)1( 1.0)   157465.7 
   341     2    2S2 2P1 8D1         (3)1( 0.0)   157474.8 
   342     2    2S2 2P1 8F1         (1)3( 3.0)   157568.5 
   343     2    2S2 2P1 8F1         (3)3( 4.0)   157577.7 
   344     2    2S2 2P1 8F1         (3)2( 3.0)   157609.1 
   345     2    2S2 2P1 8F1         (3)4( 5.0)   157614.8 
   346     2    2S2 2P1 8F1         (3)2( 2.0)   157618.3 
   347     2    2S2 2P1 8G1         (1)4( 4.0)   157656.5 
   348     2    2S2 2P1 8G1         (3)4( 5.0)   157656.7 
   349     2    2S2 2P1 8F1         (3)2( 1.0)   157661.0 
   350     2    2S2 2P1 8H1         (1)5( 5.0)   157664.1 
   351     2    2S2 2P1 8H1         (3)5( 6.0)   157664.2 
   352     2    2S2 2P1 8F1         (1)4( 4.0)   157665.4 
   353     2    2S2 2P1 8G1         (3)4( 4.0)   157667.1 
   354     2    2S2 2P1 8G1         (3)4( 3.0)   157667.3 
   355     2    2S2 2P1 8I1         (1)6( 6.0)   157667.7 
   356     2    2S2 2P1 8I1         (3)6( 7.0)   157667.8 
   357     2    2S2 2P1 8H1         (3)5( 4.0)   157668.4 
   358     2    2S2 2P1 8H1         (3)5( 5.0)   157668.5 
   359     2    2S2 2P1 8I1         (3)6( 5.0)   157669.9 
   360     2    2S2 2P1 8I1         (3)6( 6.0)   157669.9 
   361     2    2S2 2P1 8F1         (1)2( 2.0)   157674.5 
   362     2    2S2 2P1 8I1         (1)7( 7.0)   157676.5 
   363     2    2S2 2P1 8I1         (3)7( 8.0)   157676.5 
   364     2    2S2 2P1 8H1         (1)6( 6.0)   157678.6 
   365     2    2S2 2P1 8I1         (3)5( 4.0)   157678.6 
   366     2    2S2 2P1 8H1         (3)6( 7.0)   157678.6 
   367     2    2S2 2P1 8I1         (3)5( 5.0)   157678.6 
   368     2    2S2 2P1 8H1         (3)4( 3.0)   157682.7 
   369     2    2S2 2P1 8H1         (3)4( 4.0)   157682.8 
   370     2    2S2 2P1 8G1         (3)5( 6.0)   157683.1 
   371     2    2S2 2P1 8G1         (1)5( 5.0)   157683.4 
   372     2    2S2 2P1 8G1         (3)3( 2.0)   157693.1 
   373     2    2S2 2P1 8G1         (3)3( 3.0)   157693.5 
   374     2    2S2 2P1 8D1         (1)3( 3.0)   157767.9 
   375     2    2S2 2P1 8D1         (1)1( 1.0)   157820.1 
   376     3    2S1 2P2 4S1         (3)1( 0.0)   159556.8 
   377     4    2S1 2P2 4S1         (3)1( 1.0)   159656.3 
   378     5    2S1 2P2 4S1         (3)1( 2.0)   159853.6 
   379     6    2S1 2P2 3P1         (3)3( 2.0)   161528.7 
   380     6    2S1 2P2 3P1         (3)3( 3.0)   161549.0 
   381     5    2S1 2P2 3P1         (3)3( 4.0)   161575.0 
   382     3    2S1 2P2 4P1         (3)0( 1.0)   161814.1 
   383     6    2S1 2P2 3P1         (1)2( 2.0)   162855.6 
   384     3    2S1 2P2 4P1         (5)2( 0.0)   162967.5 
   385     3    2S1 2P2 4P1         (5)2( 1.0)   162997.3 
   386     3    2S1 2P2 4P1         (5)2( 2.0)   163057.8 
   387     4    2S1 2P2 4P1         (5)2( 3.0)   163151.5 
   388     5    2S1 2P2 4P1         (5)2( 4.0)   163282.0 
   389     4    2S1 2P2 4P1         (3)1( 0.0)   163476.9 
   390     4    2S1 2P2 4P1         (3)1( 1.0)   163501.8 
   391     4    2S1 2P2 4P1         (3)1( 2.0)   163539.7 
   392     4    2S1 2P2 4P1         (5)1( 1.0)   164056.2 
   393     4    2S1 2P2 4P1         (5)1( 2.0)   164117.1 
   394     5    2S1 2P2 4P1         (5)1( 3.0)   164214.1 
   395     6    2S1 2P2 3P1         (1)3( 3.0)   166073.8 
   396     6    2S1 2P2 3P1         (3)2( 1.0)   166296.1 
   397     6    2S1 2P2 3P1         (3)2( 2.0)   166302.6 
   398     6    2S1 2P2 3P1         (3)2( 3.0)   166313.3 
   399     5    2S1 2P2 4P1         (5)0( 2.0)   168412.1 
   400     8    2S1 2P2 3S1         (3)0( 1.0)   169337.9 
   401     7    2S1 2P2 3P1         (1)1( 1.0)   169511.9 
   402     7    2S1 2P2 3P1         (3)1( 2.0)   172056.4 
   403     7    2S1 2P2 3P1         (3)1( 1.0)   172062.6 
   404     6    2S1 2P2 3P1         (3)1( 0.0)   172065.8 
   405     3    2S1 2P2 4D1         (5)3( 1.0)   173053.9*     0.00E+00  0.00E+00
   406     3    2S1 2P2 4D1         (5)3( 2.0)   173092.0*     0.00E+00  0.00E+00
   407     3    2S1 2P2 4D1         (5)3( 3.0)   173150.7*     0.00E+00  0.00E+00
   408     4    2S1 2P2 4D1         (5)3( 4.0)   173232.2*     0.00E+00  0.00E+00  0.00E+00
   409     5    2S1 2P2 4D1         (5)3( 5.0)   173339.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   410     5    2S1 2P2 4P1         (3)2( 1.0)   173352.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   411     5    2S1 2P2 4P1         (3)2( 2.0)   173418.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   412     5    2S1 2P2 4P1         (3)2( 3.0)   173519.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   413     4    2S1 2P2 4D1         (5)2( 0.0)   174503.9*     0.00E+00  0.00E+00  0.00E+00
   414     4    2S1 2P2 4D1         (5)2( 1.0)   174513.3*     0.00E+00  0.00E+00  0.00E+00
   415     3    2S1 2P2 4D1         (5)2( 2.0)   174533.1*     0.00E+00  0.00E+00
   416     4    2S1 2P2 4D1         (5)2( 3.0)   174565.2*     0.00E+00  0.00E+00  0.00E+00
   417     5    2S1 2P2 4D1         (5)2( 4.0)   174614.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   418     4    2S1 2P2 4D1         (3)1( 2.0)   176094.9*     0.00E+00  0.00E+00  0.00E+00
   419     4    2S1 2P2 4D1         (5)1( 3.0)   176110.3*     0.00E+00  0.00E+00  0.00E+00
   420     4    2S1 2P2 4D1         (3)1( 1.0)   176200.2*     0.00E+00  0.00E+00  0.00E+00
   421     4    2S1 2P2 4D1         (5)1( 2.0)   176203.4*     0.00E+00  0.00E+00  0.00E+00
   422     5    2S1 2P2 4D1         (5)1( 1.0)   176258.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   423     5    2S1 2P2 4D1         (3)1( 0.0)   176260.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   424     3    2S1 2P2 4F1         (5)2( 4.0)   176894.6*     0.00E+00  0.00E+00
   425     3    2S1 2P2 4F1         (3)2( 3.0)   176929.8*     0.00E+00  0.00E+00
   426     3    2S1 2P2 4F1         (5)2( 3.0)   176999.2*     0.00E+00  0.00E+00
   427     3    2S1 2P2 4F1         (5)2( 2.0)   177011.4*     0.00E+00  0.00E+00
   428     4    2S1 2P2 4F1         (5)2( 1.0)   177072.5*     0.00E+00  0.00E+00  0.00E+00
   429     4    2S1 2P2 4F1         (3)2( 2.0)   177082.6*     0.00E+00  0.00E+00  0.00E+00
   430     5    2S1 2P2 4F1         (5)2( 0.0)   177105.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   431     5    2S1 2P2 4F1         (3)2( 1.0)   177140.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   432     4    2S1 2P2 4F1         (5)4( 2.0)   177183.2*     0.00E+00  0.00E+00  0.00E+00
   433     4    2S1 2P2 4F1         (5)4( 3.0)   177217.7*     0.00E+00  0.00E+00  0.00E+00
   434     4    2S1 2P2 4F1         (5)4( 4.0)   177271.9*     0.00E+00  0.00E+00  0.00E+00
   435     4    2S1 2P2 4F1         (5)4( 5.0)   177350.1*     0.00E+00  0.00E+00  0.00E+00
   436     4    2S1 2P2 4F1         (3)4( 3.0)   177363.1*     0.00E+00  0.00E+00  0.00E+00
   437     5    2S1 2P2 4F1         (5)4( 6.0)   177461.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   438     4    2S1 2P2 4F1         (3)4( 4.0)   177462.7*     0.00E+00  0.00E+00  0.00E+00
   439     5    2S1 2P2 4D1         (3)3( 2.0)   177475.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   440     5    2S1 2P2 4D1         (3)3( 3.0)   177563.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   441     5    2S1 2P2 4F1         (3)4( 5.0)   177596.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   442     5    2S1 2P2 4D1         (3)3( 4.0)   177682.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   443     5    2S1 2P2 4F1         (5)3( 1.0)   177991.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   444     5    2S1 2P2 4F1         (5)3( 2.0)   178008.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   445     5    2S1 2P2 4F1         (5)3( 3.0)   178031.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   446     5    2S1 2P2 4F1         (5)3( 4.0)   178053.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   447     5    2S1 2P2 4F1         (5)3( 5.0)   178070.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   448     5    2S1 2P2 4F1         (3)3( 2.0)   178194.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   449     5    2S1 2P2 4F1         (3)3( 3.0)   178229.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   450     5    2S1 2P2 4F1         (3)3( 4.0)   178255.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   451     5    2S1 2P2 4D1         (3)2( 1.0)   184156.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   452     5    2S1 2P2 4D1         (3)2( 2.0)   184192.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   453     5    2S1 2P2 4D1         (3)2( 3.0)   184242.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   454     3    2S1 2P2 5S1         (5)1( 1.0)   188215.8*     0.00E+00  0.00E+00
   455     4    2S1 2P2 5S1         (5)1( 2.0)   188335.9*     0.00E+00  0.00E+00  0.00E+00
   456     5    2S1 2P2 5S1         (5)1( 3.0)   188517.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   457     3    2S1 2P2 5S1         (3)1( 0.0)   191168.6*     0.00E+00  0.00E+00
   458     4    2S1 2P2 5S1         (3)1( 1.0)   191257.4*     0.00E+00  0.00E+00  0.00E+00
   459     5    2S1 2P2 5S1         (3)1( 2.0)   191439.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   460     3    2S1 2P2 5P1         (3)0( 1.0)   192007.2*     0.00E+00  0.00E+00
   461     3    2S1 2P2 5P1         (5)2( 0.0)   192624.6*     0.00E+00  0.00E+00
   462     3    2S1 2P2 5P1         (5)2( 1.0)   192650.2*     0.00E+00  0.00E+00
   463     3    2S1 2P2 5P1         (5)2( 2.0)   192704.6*     0.00E+00  0.00E+00
   464     4    2S1 2P2 5P1         (5)2( 3.0)   192795.2*     0.00E+00  0.00E+00  0.00E+00
   465     5    2S1 2P2 5P1         (5)2( 4.0)   192932.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   466     4    2S1 2P2 5P1         (5)1( 1.0)   193161.3*     0.00E+00  0.00E+00  0.00E+00
   467     4    2S1 2P2 5P1         (5)1( 2.0)   193218.9*     0.00E+00  0.00E+00  0.00E+00
   468     5    2S1 2P2 5P1         (5)1( 3.0)   193320.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   469     4    2S1 2P2 5P1         (5)0( 2.0)   195025.0*     0.00E+00  0.00E+00  0.00E+00
   470     4    2S1 2P2 5P1         (3)2( 1.0)   195431.6*     0.00E+00  0.00E+00  0.00E+00
   471     5    2S1 2P2 5P1         (3)2( 2.0)   195527.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   472     5    2S1 2P2 5P1         (3)2( 3.0)   195686.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   473     4    2S1 2P2 5P1         (3)1( 0.0)   196075.7*     0.00E+00  0.00E+00  0.00E+00
   474     5    2S1 2P2 5P1         (3)1( 1.0)   196124.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   475     5    2S1 2P2 5P1         (3)1( 2.0)   196207.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   476     3    2S1 2P2 5D1         (5)3( 1.0)   197345.3*     0.00E+00  0.00E+00
   477     3    2S1 2P2 5D1         (5)3( 2.0)   197380.4*     0.00E+00  0.00E+00
   478     3    2S1 2P2 5D1         (5)3( 3.0)   197436.4*     0.00E+00  0.00E+00
   479     4    2S1 2P2 5D1         (5)3( 4.0)   197517.6*     0.00E+00  0.00E+00  0.00E+00
   480     5    2S1 2P2 5D1         (5)3( 5.0)   197631.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   481     3    2S1 2P2 5D1         (3)1( 2.0)   197642.3*     0.00E+00  0.00E+00
   482     4    2S1 2P2 5D1         (3)1( 1.0)   197711.8*     0.00E+00  0.00E+00  0.00E+00
   483     4    2S1 2P2 5D1         (3)1( 0.0)   197745.2*     0.00E+00  0.00E+00  0.00E+00
   484     5    2S1 2P2 5D1         (5)2( 0.0)   198039.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   485     4    2S1 2P2 5D1         (5)2( 1.0)   198044.6*     0.00E+00  0.00E+00  0.00E+00
   486     4    2S1 2P2 5D1         (5)2( 2.0)   198058.3*     0.00E+00  0.00E+00  0.00E+00
   487     4    2S1 2P2 5D1         (5)2( 3.0)   198086.4*     0.00E+00  0.00E+00  0.00E+00
   488     5    2S1 2P2 5D1         (5)2( 4.0)   198144.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   489     4    2S1 2P2 5D1         (5)1( 3.0)   198818.4*     0.00E+00  0.00E+00  0.00E+00
   490     4    2S1 2P2 5D1         (5)1( 2.0)   198904.0*     0.00E+00  0.00E+00  0.00E+00
   491     5    2S1 2P2 5D1         (5)1( 1.0)   198955.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   492     3    2S1 2P2 5F1         (5)2( 4.0)   199336.2*     0.00E+00  0.00E+00
   493     3    2S1 2P2 5F1         (3)2( 3.0)   199353.7*     0.00E+00  0.00E+00
   494     3    2S1 2P2 5F1         (5)2( 3.0)   199431.3*     0.00E+00  0.00E+00
   495     3    2S1 2P2 5F1         (3)2( 2.0)   199436.6*     0.00E+00  0.00E+00
   496     4    2S1 2P2 5F1         (5)4( 2.0)   199490.4*     0.00E+00  0.00E+00  0.00E+00
   497     4    2S1 2P2 5F1         (5)2( 1.0)   199511.6*     0.00E+00  0.00E+00  0.00E+00
   498     4    2S1 2P2 5F1         (5)2( 2.0)   199514.0*     0.00E+00  0.00E+00  0.00E+00
   499     4    2S1 2P2 5F1         (5)4( 3.0)   199518.5*     0.00E+00  0.00E+00  0.00E+00
   500     3    2S1 2P2 5G1         (5)3( 5.0)   199553.2*     0.00E+00  0.00E+00
   501     3    2S1 2P2 5G1         (3)3( 4.0)   199554.0*     0.00E+00  0.00E+00
   502     5    2S1 2P2 5F1         (5)2( 0.0)   199557.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   503     3    2S1 2P2 5G1         (5)5( 3.0)   199560.9*     0.00E+00  0.00E+00
   504     3    2S1 2P2 5G1         (3)5( 4.0)   199561.9*     0.00E+00  0.00E+00
   505     4    2S1 2P2 5F1         (5)4( 4.0)   199567.8*     0.00E+00  0.00E+00  0.00E+00
   506     5    2S1 2P2 5F1         (3)2( 1.0)   199570.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   507     4    2S1 2P2 5F1         (3)4( 3.0)   199629.6*     0.00E+00  0.00E+00  0.00E+00
   508     4    2S1 2P2 5F1         (5)4( 5.0)   199643.3*     0.00E+00  0.00E+00  0.00E+00
   509     4    2S1 2P2 5G1         (5)5( 4.0)   199645.7*     0.00E+00  0.00E+00  0.00E+00
   510     4    2S1 2P2 5G1         (5)5( 5.0)   199645.8*     0.00E+00  0.00E+00  0.00E+00
   511     4    2S1 2P2 5G1         (5)3( 4.0)   199656.3*     0.00E+00  0.00E+00  0.00E+00
   512     4    2S1 2P2 5G1         (3)3( 3.0)   199656.4*     0.00E+00  0.00E+00  0.00E+00
   513     4    2S1 2P2 5G1         (5)5( 6.0)   199705.7*     0.00E+00  0.00E+00  0.00E+00
   514     4    2S1 2P2 5G1         (3)5( 5.0)   199706.0*     0.00E+00  0.00E+00  0.00E+00
   515     4    2S1 2P2 5G1         (5)3( 2.0)   199716.4*     0.00E+00  0.00E+00  0.00E+00
   516     4    2S1 2P2 5G1         (5)3( 3.0)   199717.0*     0.00E+00  0.00E+00  0.00E+00
   517     4    2S1 2P2 5F1         (3)4( 4.0)   199725.3*     0.00E+00  0.00E+00  0.00E+00
   518     5    2S1 2P2 5F1         (5)4( 6.0)   199767.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   519     5    2S1 2P2 5G1         (5)3( 1.0)   199816.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   520     5    2S1 2P2 5G1         (3)3( 2.0)   199818.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   521     5    2S1 2P2 5G1         (5)5( 7.0)   199856.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   522     5    2S1 2P2 5G1         (3)5( 6.0)   199857.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   523     5    2S1 2P2 5F1         (3)4( 5.0)   199866.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   524     5    2S1 2P2 5G1         (5)4( 2.0)   199915.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   525     5    2S1 2P2 5G1         (3)4( 3.0)   199916.5*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   526     5    2S1 2P2 5G1         (5)4( 3.0)   199950.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   527     5    2S1 2P2 5G1         (5)4( 4.0)   199950.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   528     5    2S1 2P2 5G1         (5)4( 6.0)   199965.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   529     5    2S1 2P2 5G1         (5)4( 5.0)   199966.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   530     5    2S1 2P2 5F1         (5)3( 1.0)   199968.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   531     5    2S1 2P2 5G1         (3)4( 5.0)   199969.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   532     5    2S1 2P2 5G1         (3)4( 4.0)   199969.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   533     5    2S1 2P2 5F1         (5)3( 2.0)   199988.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   534     5    2S1 2P2 5F1         (5)3( 3.0)   200015.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   535     5    2S1 2P2 5F1         (5)3( 4.0)   200038.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   536     5    2S1 2P2 5F1         (5)3( 5.0)   200051.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   537     5    2S1 2P2 5F1         (3)3( 2.0)   200123.6*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   538     5    2S1 2P2 5F1         (3)3( 3.0)   200164.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   539     5    2S1 2P2 5F1         (3)3( 4.0)   200187.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   540     5    2S1 2P2 5D1         (3)2( 2.0)   202392.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   541     5    2S1 2P2 5D1         (3)2( 1.0)   202392.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   542     5    2S1 2P2 5D1         (3)2( 3.0)   202442.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   543     5    2S1 2P2 5D1         (3)3( 2.0)   202577.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   544     5    2S1 2P2 5D1         (3)3( 3.0)   202666.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   545     5    2S1 2P2 5D1         (3)3( 4.0)   202739.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   546     3    2S1 2P2 6S1         (5)1( 1.0)   205293.1*     0.00E+00  0.00E+00
   547     4    2S1 2P2 6S1         (5)1( 2.0)   205412.8*     0.00E+00  0.00E+00  0.00E+00
   548     5    2S1 2P2 6S1         (5)1( 3.0)   205595.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   549     3    2S1 2P2 6S1         (3)1( 0.0)   206451.6*     0.00E+00  0.00E+00
   550     4    2S1 2P2 6S1         (3)1( 1.0)   206553.9*     0.00E+00  0.00E+00  0.00E+00
   551     5    2S1 2P2 6S1         (3)1( 2.0)   206755.0*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   552     3    2S1 2P2 6P1         (3)0( 1.0)   207393.5*     0.00E+00  0.00E+00
   553     3    2S1 2P2 6P1         (5)2( 0.0)   207759.8*     0.00E+00  0.00E+00
   554     3    2S1 2P2 6P1         (5)2( 1.0)   207781.5*     0.00E+00  0.00E+00
   555     3    2S1 2P2 6P1         (5)2( 2.0)   207830.0*     0.00E+00  0.00E+00
   556     4    2S1 2P2 6P1         (5)2( 3.0)   207919.2*     0.00E+00  0.00E+00  0.00E+00
   557     5    2S1 2P2 6P1         (5)2( 4.0)   208065.2*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   558     4    2S1 2P2 6P1         (5)1( 1.0)   208098.0*     0.00E+00  0.00E+00  0.00E+00
   559     4    2S1 2P2 6P1         (5)1( 2.0)   208151.5*     0.00E+00  0.00E+00  0.00E+00
   560     5    2S1 2P2 6P1         (5)1( 3.0)   208259.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   561     4    2S1 2P2 6P1         (3)2( 1.0)   208954.7*     0.00E+00  0.00E+00  0.00E+00
   562     4    2S1 2P2 6P1         (3)2( 2.0)   209054.0*     0.00E+00  0.00E+00  0.00E+00
   563     5    2S1 2P2 6P1         (5)0( 2.0)   209108.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   564     5    2S1 2P2 6P1         (3)2( 3.0)   209211.9*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   565     4    2S1 2P2 6P1         (3)1( 0.0)   209935.2*     0.00E+00  0.00E+00  0.00E+00
   566     5    2S1 2P2 6P1         (3)1( 1.0)   209998.1*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   567     5    2S1 2P2 6P1         (3)1( 2.0)   210101.4*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   568     3    2S1 2P2 6D1         (5)3( 1.0)   210364.5*     0.00E+00  0.00E+00
   569     3    2S1 2P2 6D1         (5)3( 2.0)   210395.7*     0.00E+00  0.00E+00
   570     3    2S1 2P2 6D1         (5)3( 3.0)   210447.4*     0.00E+00  0.00E+00
   571     4    2S1 2P2 6D1         (5)3( 4.0)   210528.4*     0.00E+00  0.00E+00  0.00E+00
   572     5    2S1 2P2 6D1         (5)3( 5.0)   210652.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   573     4    2S1 2P2 6D1         (5)2( 0.0)   210776.9*     0.00E+00  0.00E+00  0.00E+00
   574     4    2S1 2P2 6D1         (5)2( 1.0)   210784.3*     0.00E+00  0.00E+00  0.00E+00
   575     3    2S1 2P2 6D1         (5)2( 2.0)   210800.4*     0.00E+00  0.00E+00
   576     4    2S1 2P2 6D1         (5)2( 3.0)   210830.1*     0.00E+00  0.00E+00  0.00E+00
   577     5    2S1 2P2 6D1         (5)2( 4.0)   210903.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   578     4    2S1 2P2 6D1         (5)1( 3.0)   211242.4*     0.00E+00  0.00E+00  0.00E+00
   579     4    2S1 2P2 6D1         (5)1( 2.0)   211320.9*     0.00E+00  0.00E+00  0.00E+00
   580     4    2S1 2P2 6D1         (5)1( 1.0)   211367.4*     0.00E+00  0.00E+00  0.00E+00
   581     3    2S1 2P2 6F1         (5)2( 4.0)   211519.1*     0.00E+00  0.00E+00
   582     3    2S1 2P2 6F1         (3)2( 3.0)   211529.4*     0.00E+00  0.00E+00
   583     3    2S1 2P2 6F1         (5)4( 2.0)   211584.9*     0.00E+00  0.00E+00
   584     3    2S1 2P2 6F1         (5)2( 3.0)   211598.8*     0.00E+00  0.00E+00
   585     4    2S1 2P2 6F1         (3)2( 2.0)   211633.8*     0.00E+00  0.00E+00  0.00E+00
   586     3    2S1 2P2 6G1         (5)3( 5.0)   211640.4*     0.00E+00  0.00E+00
   587     3    2S1 2P2 6G1         (3)3( 4.0)   211640.8*     0.00E+00  0.00E+00
   588     4    2S1 2P2 6F1         (5)4( 3.0)   211641.8*     0.00E+00  0.00E+00  0.00E+00
   589     3    2S1 2P2 6G1         (5)5( 3.0)   211642.2*     0.00E+00  0.00E+00
   590     3    2S1 2P2 6G1         (3)5( 4.0)   211643.2*     0.00E+00  0.00E+00
   591     3    2S1 2P2 6H1         (3)4( 5.0)   211646.0*     0.00E+00  0.00E+00
   592     3    2S1 2P2 6H1         (5)4( 6.0)   211646.1*     0.00E+00  0.00E+00
   593     3    2S1 2P2 6H1         (5)6( 4.0)   211646.5*     0.00E+00  0.00E+00
   594     3    2S1 2P2 6H1         (3)6( 5.0)   211646.6*     0.00E+00  0.00E+00
   595     4    2S1 2P2 6F1         (5)4( 4.0)   211677.1*     0.00E+00  0.00E+00  0.00E+00
   596     4    2S1 2P2 6D1         (3)1( 2.0)   211685.4*     0.00E+00  0.00E+00  0.00E+00
   597     4    2S1 2P2 6F1         (5)2( 1.0)   211690.9*     0.00E+00  0.00E+00  0.00E+00
   598     4    2S1 2P2 6F1         (5)2( 2.0)   211695.3*     0.00E+00  0.00E+00  0.00E+00
   599     4    2S1 2P2 6F1         (3)4( 3.0)   211711.4*     0.00E+00  0.00E+00  0.00E+00
   600     4    2S1 2P2 6G1         (5)5( 5.0)   211737.7*     0.00E+00  0.00E+00  0.00E+00
