SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             2.70E-16  3.90E-16  2.48E-16  1.17E-16  3.54E-17  1.33E-17  4.84E-18  1.25E-18  4.43E-19
   599       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.39E-37  1.62E-25  1.00E-18  1.32E-16
             9.87E-16  1.60E-15  1.06E-15  5.11E-16  1.56E-16  5.87E-17  2.14E-17  5.52E-18  1.96E-18
   600       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.93E-37  3.80E-25  1.85E-18  1.78E-16
             1.05E-15  1.44E-15  8.98E-16  4.21E-16  1.26E-16  4.73E-17  1.72E-17  4.43E-18  1.57E-18
   601       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.52E-37  1.21E-25  6.18E-19  6.43E-17
             4.06E-16  5.91E-16  3.76E-16  1.78E-16  5.38E-17  2.02E-17  7.35E-18  1.89E-18  6.73E-19
   602       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-36  6.28E-25  3.09E-18  3.15E-16
             1.96E-15  2.83E-15  1.79E-15  8.49E-16  2.56E-16  9.61E-17  3.50E-17  9.00E-18  3.20E-18
   603       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-37  6.50E-26  3.22E-19  3.21E-17
             1.95E-16  2.75E-16  1.73E-16  8.17E-17  2.46E-17  9.20E-18  3.35E-18  8.62E-19  3.07E-19
   604       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.61E-37  2.69E-25  1.31E-18  1.26E-16
             7.40E-16  1.02E-15  6.34E-16  2.97E-16  8.92E-17  3.34E-17  1.21E-17  3.12E-18  1.11E-18
   605       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.04E-38  2.43E-26  1.20E-19  1.17E-17
             7.03E-17  9.80E-17  6.14E-17  2.89E-17  8.68E-18  3.25E-18  1.18E-18  3.04E-19  1.08E-19
   606       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-37  5.36E-26  2.61E-19  2.51E-17
             1.48E-16  2.03E-16  1.27E-16  5.94E-17  1.78E-17  6.66E-18  2.42E-18  6.24E-19  2.22E-19
   607       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.08E-38  9.56E-27  4.77E-20  4.95E-18
             3.14E-17  4.59E-17  2.92E-17  1.39E-17  4.19E-18  1.57E-18  5.73E-19  1.47E-19  5.24E-20
   608       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-38  1.00E-26  4.99E-20  4.99E-18
             3.05E-17  4.32E-17  2.72E-17  1.28E-17  3.87E-18  1.45E-18  5.27E-19  1.36E-19  4.83E-20
   609       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-38  3.27E-26  1.60E-19  1.54E-17
             9.14E-17  1.26E-16  7.86E-17  3.69E-17  1.11E-17  4.15E-18  1.51E-18  3.88E-19  1.38E-19
   610       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.30E-38  4.37E-26  2.12E-19  2.07E-17
             1.24E-16  1.74E-16  1.09E-16  5.16E-17  1.55E-17  5.82E-18  2.12E-18  5.45E-19  1.94E-19
   611       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-37  6.47E-26  3.16E-19  3.04E-17
             1.79E-16  2.46E-16  1.53E-16  7.18E-17  2.15E-17  8.05E-18  2.93E-18  7.53E-19  2.68E-19
   612       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.05E-37  9.86E-26  4.79E-19  4.58E-17
             2.68E-16  3.67E-16  2.28E-16  1.07E-16  3.20E-17  1.20E-17  4.36E-18  1.12E-18  3.98E-19
   613       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-36  6.20E-25  3.02E-18  2.91E-16
             1.72E-15  2.37E-15  1.48E-15  6.93E-16  2.08E-16  7.77E-17  2.83E-17  7.28E-18  2.59E-18
   614       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.93E-37  3.33E-25  1.63E-18  1.58E-16
             9.34E-16  1.29E-15  8.05E-16  3.78E-16  1.13E-16  4.24E-17  1.54E-17  3.97E-18  1.41E-18
   615       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.73E-40  4.20E-28  2.03E-21  1.93E-19
             1.12E-18  1.53E-18  9.46E-19  4.43E-19  1.33E-19  4.96E-20  1.80E-20  4.64E-21  1.65E-21
   616       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-38  1.60E-26  7.72E-20  7.29E-18
             4.22E-17  5.70E-17  3.53E-17  1.65E-17  4.93E-18  1.84E-18  6.71E-19  1.73E-19  6.13E-20
   617       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.16E-38  3.89E-26  2.47E-19  3.53E-17
             2.75E-16  4.58E-16  3.05E-16  1.48E-16  4.53E-17  1.70E-17  6.22E-18  1.60E-18  5.71E-19
   618       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.95E-38  2.37E-26  1.14E-19  1.08E-17
             6.24E-17  8.45E-17  5.22E-17  2.44E-17  7.31E-18  2.73E-18  9.94E-19  2.56E-19  9.09E-20
   619       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.08E-37  9.95E-26  4.81E-19  4.59E-17
             2.68E-16  3.67E-16  2.28E-16  1.07E-16  3.19E-17  1.19E-17  4.34E-18  1.12E-18  3.97E-19
   620       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.51E-37  2.60E-25  1.37E-18  1.52E-16
             1.01E-15  1.53E-15  9.87E-16  4.71E-16  1.43E-16  5.37E-17  1.96E-17  5.04E-18  1.79E-18
   621       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.83E-38  2.07E-26  1.40E-19  2.10E-17
             1.67E-16  2.82E-16  1.88E-16  9.14E-17  2.80E-17  1.06E-17  3.85E-18  9.93E-19  3.53E-19
   622       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-36  1.10E-24  5.24E-18  5.10E-16
             3.06E-15  4.27E-15  2.67E-15  1.26E-15  3.78E-16  1.42E-16  5.15E-17  1.33E-17  4.72E-18
   623       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.70E-38  2.74E-26  1.32E-19  1.25E-17
             7.21E-17  9.76E-17  6.04E-17  2.82E-17  8.45E-18  3.16E-18  1.15E-18  2.95E-19  1.05E-19
   624       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.52E-38  1.70E-26  8.19E-20  7.75E-18
             4.49E-17  6.08E-17  3.76E-17  1.76E-17  5.26E-18  1.97E-18  7.15E-19  1.84E-19  6.54E-20
   625       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-36  8.87E-25  4.29E-18  4.08E-16
             2.37E-15  3.22E-15  2.00E-15  9.35E-16  2.80E-16  1.05E-16  3.81E-17  9.79E-18  3.48E-18
   626       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.24E-40  3.50E-28  1.70E-21  1.61E-19
             9.31E-19  1.26E-18  7.81E-19  3.65E-19  1.09E-19  4.09E-20  1.49E-20  3.83E-21  1.36E-21
   627       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.98E-40  4.87E-28  2.38E-21  2.28E-19
             1.33E-18  1.83E-18  1.14E-18  5.32E-19  1.59E-19  5.97E-20  2.17E-20  5.58E-21  1.99E-21
   628       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-36  5.09E-25  2.47E-18  2.36E-16
             1.38E-15  1.89E-15  1.17E-15  5.48E-16  1.64E-16  6.14E-17  2.23E-17  5.75E-18  2.04E-18
   629       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.77E-37  4.61E-25  2.28E-18  2.30E-16
             1.42E-15  2.03E-15  1.28E-15  6.05E-16  1.82E-16  6.83E-17  2.49E-17  6.40E-18  2.28E-18
   630       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.29E-38  1.99E-26  9.82E-20  9.96E-18
             6.18E-17  8.88E-17  5.63E-17  2.66E-17  8.04E-18  3.01E-18  1.10E-18  2.82E-19  1.00E-19
   631       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-37  1.28E-25  6.21E-19  5.89E-17
             3.42E-16  4.64E-16  2.87E-16  1.34E-16  4.02E-17  1.50E-17  5.47E-18  1.41E-18  5.00E-19
   632       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-37  1.41E-25  6.85E-19  6.50E-17
             3.77E-16  5.11E-16  3.16E-16  1.48E-16  4.43E-17  1.66E-17  6.02E-18  1.55E-18  5.51E-19
   633       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.14E-40  3.46E-28  1.69E-21  1.62E-19
             9.46E-19  1.29E-18  8.04E-19  3.77E-19  1.13E-19  4.23E-20  1.54E-20  3.96E-21  1.41E-21
   634       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.40E-39  2.61E-27  1.27E-20  1.20E-18
             6.98E-18  9.49E-18  5.88E-18  2.75E-18  8.23E-19  3.08E-19  1.12E-19  2.88E-20  1.02E-20
   635       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.33E-38  2.08E-26  1.00E-19  9.50E-18
             5.50E-17  7.45E-17  4.61E-17  2.16E-17  6.45E-18  2.41E-18  8.77E-19  2.26E-19  8.03E-20
   636       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-37  5.02E-26  2.47E-19  2.40E-17
             1.43E-16  1.99E-16  1.24E-16  5.83E-17  1.75E-17  6.55E-18  2.38E-18  6.13E-19  2.18E-19
   637       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-37  7.43E-26  3.89E-19  4.31E-17
             2.87E-16  4.34E-16  2.80E-16  1.34E-16  4.05E-17  1.52E-17  5.55E-18  1.43E-18  5.08E-19
   638       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-38  5.86E-27  2.94E-20  2.96E-18
             1.81E-17  2.58E-17  1.63E-17  7.68E-18  2.31E-18  8.67E-19  3.16E-19  8.12E-20  2.89E-20
   639       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-38  9.79E-27  4.87E-20  4.83E-18
             2.92E-17  4.12E-17  2.58E-17  1.22E-17  3.66E-18  1.37E-18  4.99E-19  1.29E-19  4.57E-20
   640       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.50E-38  4.12E-26  2.01E-19  1.93E-17
             1.13E-16  1.56E-16  9.68E-17  4.54E-17  1.36E-17  5.09E-18  1.85E-18  4.76E-19  1.69E-19
   641       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-37  5.50E-26  2.68E-19  2.56E-17
             1.50E-16  2.05E-16  1.27E-16  5.96E-17  1.78E-17  6.68E-18  2.43E-18  6.25E-19  2.22E-19
   642       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.74E-38  1.81E-26  8.96E-20  8.80E-18
             5.28E-17  7.37E-17  4.61E-17  2.17E-17  6.53E-18  2.44E-18  8.89E-19  2.29E-19  8.13E-20
   643       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-38  2.54E-26  1.25E-19  1.22E-17
             7.30E-17  1.02E-16  6.35E-17  2.99E-17  8.97E-18  3.36E-18  1.22E-18  3.14E-19  1.12E-19
   644       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.41E-38  3.59E-26  1.89E-19  2.05E-17
             1.34E-16  1.99E-16  1.28E-16  6.10E-17  1.85E-17  6.93E-18  2.52E-18  6.50E-19  2.31E-19
   645       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.90E-37  1.40E-25  6.90E-19  6.75E-17
             4.04E-16  5.64E-16  3.53E-16  1.66E-16  4.99E-17  1.87E-17  6.79E-18  1.75E-18  6.21E-19
   646       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-37  1.83E-25  9.74E-19  1.10E-16
             7.45E-16  1.14E-15  7.36E-16  3.52E-16  1.07E-16  4.01E-17  1.46E-17  3.77E-18  1.34E-18
   647       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.48E-37  4.57E-25  2.21E-18  2.10E-16
             1.22E-15  1.67E-15  1.03E-15  4.83E-16  1.45E-16  5.41E-17  1.97E-17  5.06E-18  1.80E-18
   648       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-37  1.30E-25  6.50E-19  6.52E-17
             3.99E-16  5.67E-16  3.57E-16  1.69E-16  5.08E-17  1.90E-17  6.93E-18  1.78E-18  6.34E-19
   649       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.51E-37  2.18E-25  1.07E-18  1.04E-16
             6.19E-16  8.59E-16  5.36E-16  2.52E-16  7.57E-17  2.83E-17  1.03E-17  2.65E-18  9.43E-19
   650       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.62E-37  7.87E-26  4.07E-19  4.30E-17
             2.75E-16  4.04E-16  2.58E-16  1.23E-16  3.70E-17  1.39E-17  5.06E-18  1.30E-18  4.64E-19
   651       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.67E-37  2.17E-25  1.17E-18  1.34E-16
             9.16E-16  1.41E-15  9.13E-16  4.37E-16  1.33E-16  4.99E-17  1.82E-17  4.69E-18  1.67E-18
   652       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.57E-37  3.05E-25  1.49E-18  1.48E-16
             9.01E-16  1.28E-15  8.03E-16  3.79E-16  1.14E-16  4.27E-17  1.56E-17  4.00E-18  1.42E-18
   653       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.76E-38  4.67E-26  2.62E-19  3.10E-17
             2.17E-16  3.38E-16  2.21E-16  1.06E-16  3.23E-17  1.21E-17  4.42E-18  1.14E-18  4.06E-19
   654       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-37  9.62E-26  5.55E-19  6.83E-17
             4.88E-16  7.74E-16  5.07E-16  2.44E-16  7.43E-17  2.80E-17  1.02E-17  2.63E-18  9.35E-19
   655       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-37  7.01E-26  3.91E-19  4.63E-17
             3.23E-16  5.03E-16  3.28E-16  1.58E-16  4.79E-17  1.80E-17  6.57E-18  1.69E-18  6.02E-19
   656       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-37  8.31E-26  1.64E-18  3.59E-16
             3.27E-15  5.83E-15  3.95E-15  1.94E-15  5.96E-16  2.25E-16  8.22E-17  2.12E-17  7.54E-18
   657       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-37  9.29E-26  1.30E-18  2.65E-16
             2.37E-15  4.20E-15  2.84E-15  1.39E-15  4.28E-16  1.61E-16  5.90E-17  1.52E-17  5.41E-18
   658       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.08E-37  1.30E-25  8.49E-19  1.24E-16
             9.82E-16  1.65E-15  1.10E-15  5.33E-16  1.63E-16  6.15E-17  2.25E-17  5.79E-18  2.06E-18
   659       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.89E-38  2.24E-26  2.38E-19  4.49E-17
             3.92E-16  6.88E-16  4.65E-16  2.27E-16  6.98E-17  2.63E-17  9.62E-18  2.48E-18  8.83E-19
   660       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-37  5.20E-26  1.02E-18  2.23E-16
             2.03E-15  3.63E-15  2.47E-15  1.21E-15  3.72E-16  1.40E-16  5.13E-17  1.32E-17  4.71E-18
   661       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.99E-38  4.44E-26  7.62E-19  1.64E-16
             1.48E-15  2.64E-15  1.79E-15  8.79E-16  2.70E-16  1.02E-16  3.73E-17  9.62E-18  3.42E-18
   662       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-37  1.04E-25  7.86E-19  1.16E-16
             9.18E-16  1.54E-15  1.03E-15  5.02E-16  1.54E-16  5.80E-17  2.12E-17  5.46E-18  1.94E-18
   663       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-37  8.01E-26  5.42E-19  7.19E-17
             5.38E-16  8.78E-16  5.81E-16  2.81E-16  8.60E-17  3.24E-17  1.18E-17  3.05E-18  1.08E-18
   664       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-37  8.32E-26  4.79E-19  5.15E-17
             3.32E-16  4.91E-16  3.15E-16  1.50E-16  4.54E-17  1.70E-17  6.20E-18  1.60E-18  5.68E-19
   665       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-39  1.25E-27  2.29E-20  5.08E-18
             4.73E-17  8.60E-17  5.88E-17  2.89E-17  8.92E-18  3.37E-18  1.23E-18  3.18E-19  1.13E-19
   666       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-39  1.98E-27  3.24E-20  7.01E-18
             6.47E-17  1.18E-16  8.03E-17  3.95E-17  1.22E-17  4.60E-18  1.68E-18  4.34E-19  1.55E-19
   667       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.55E-39  2.35E-27  2.71E-20  5.19E-18
             4.61E-17  8.25E-17  5.62E-17  2.76E-17  8.50E-18  3.21E-18  1.17E-18  3.03E-19  1.08E-19
   668       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-38  2.50E-26  2.29E-19  3.77E-17
             3.14E-16  5.41E-16  3.64E-16  1.78E-16  5.46E-17  2.06E-17  7.52E-18  1.94E-18  6.90E-19
   669       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-37  1.03E-25  6.77E-19  7.98E-17
             5.46E-16  8.37E-16  5.42E-16  2.60E-16  7.89E-17  2.96E-17  1.08E-17  2.78E-18  9.90E-19
   670       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.45E-38  6.53E-26  4.25E-19  4.95E-17
             3.36E-16  5.12E-16  3.31E-16  1.58E-16  4.80E-17  1.80E-17  6.57E-18  1.69E-18  6.02E-19
   671       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.88E-40  3.35E-28  1.02E-20  2.54E-18
             2.44E-17  4.52E-17  3.10E-17  1.53E-17  4.72E-18  1.79E-18  6.52E-19  1.68E-19  5.99E-20
   672       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-37  1.16E-25  7.30E-19  8.21E-17
             5.41E-16  8.09E-16  5.19E-16  2.47E-16  7.49E-17  2.81E-17  1.02E-17  2.64E-18  9.38E-19
   673       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-37  1.03E-25  6.95E-19  8.55E-17
             6.04E-16  9.46E-16  6.17E-16  2.97E-16  9.03E-17  3.40E-17  1.24E-17  3.19E-18  1.14E-18
   674       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.67E-37  1.80E-25  1.15E-18  1.31E-16
             8.74E-16  1.32E-15  8.49E-16  4.05E-16  1.23E-16  4.61E-17  1.68E-17  4.33E-18  1.54E-18
   675       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-39  2.78E-27  3.01E-20  5.52E-18
             4.82E-17  8.51E-17  5.77E-17  2.83E-17  8.70E-18  3.28E-18  1.20E-18  3.09E-19  1.10E-19
   676       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-37  1.22E-25  7.81E-19  9.09E-17
             6.17E-16  9.41E-16  6.09E-16  2.91E-16  8.84E-17  3.32E-17  1.21E-17  3.12E-18  1.11E-18
   677       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-37  8.94E-26  8.02E-19  1.31E-16
             1.08E-15  1.87E-15  1.25E-15  6.12E-16  1.88E-16  7.08E-17  2.59E-17  6.67E-18  2.37E-18
   678       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.61E-39  1.92E-27  2.79E-20  5.87E-18
             5.39E-17  9.77E-17  6.67E-17  3.28E-17  1.01E-17  3.82E-18  1.40E-18  3.60E-19  1.28E-19
   679       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-39  3.43E-27  2.07E-19  5.45E-17
             5.31E-16  9.84E-16  6.76E-16  3.33E-16  1.03E-16  3.88E-17  1.42E-17  3.66E-18  1.30E-18
   680       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-38  2.15E-26  1.34E-19  1.45E-17
             9.30E-17  1.36E-16  8.64E-17  4.10E-17  1.24E-17  4.64E-18  1.69E-18  4.35E-19  1.55E-19
   681       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-37  1.19E-25  1.42E-18  2.71E-16
             2.40E-15  4.26E-15  2.89E-15  1.42E-15  4.35E-16  1.64E-16  6.00E-17  1.55E-17  5.51E-18
   682       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.09E-38  2.84E-26  1.97E-19  2.50E-17
             1.81E-16  2.88E-16  1.89E-16  9.12E-17  2.78E-17  1.05E-17  3.81E-18  9.83E-19  3.50E-19
   683       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.43E-38  3.77E-26  2.58E-19  3.20E-17
             2.28E-16  3.59E-16  2.35E-16  1.13E-16  3.44E-17  1.29E-17  4.71E-18  1.21E-18  4.32E-19
   684       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-37  1.86E-25  1.78E-18  2.92E-16
             2.42E-15  4.18E-15  2.81E-15  1.37E-15  4.21E-16  1.59E-16  5.80E-17  1.50E-17  5.32E-18
   685       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-37  2.06E-25  2.10E-18  3.60E-16
             3.05E-15  5.31E-15  3.59E-15  1.75E-15  5.38E-16  2.03E-16  7.42E-17  1.91E-17  6.81E-18
   686       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.13E-37  1.69E-25  1.79E-18  3.16E-16
             2.72E-15  4.77E-15  3.22E-15  1.58E-15  4.85E-16  1.83E-16  6.68E-17  1.72E-17  6.14E-18
   687       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.91E-38  7.10E-26  7.64E-19  1.37E-16
             1.19E-15  2.11E-15  1.43E-15  6.99E-16  2.15E-16  8.12E-17  2.96E-17  7.65E-18  2.72E-18
   688       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-38  1.55E-26  1.28E-19  1.88E-17
             1.48E-16  2.47E-16  1.65E-16  8.02E-17  2.46E-17  9.25E-18  3.38E-18  8.71E-19  3.10E-19
   689       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.51E-38  5.92E-26  5.33E-19  8.51E-17
             7.04E-16  1.21E-15  8.18E-16  4.00E-16  1.23E-16  4.63E-17  1.69E-17  4.36E-18  1.55E-18
   690       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.42E-38  4.96E-26  4.08E-19  5.93E-17
             4.64E-16  7.74E-16  5.16E-16  2.50E-16  7.67E-17  2.89E-17  1.05E-17  2.72E-18  9.68E-19
   691       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.37E-38  6.55E-26  6.07E-19  9.79E-17
             8.09E-16  1.39E-15  9.36E-16  4.57E-16  1.40E-16  5.29E-17  1.93E-17  4.98E-18  1.77E-18
   692       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-37  8.20E-26  9.19E-19  1.69E-16
             1.48E-15  2.62E-15  1.78E-15  8.70E-16  2.68E-16  1.01E-16  3.69E-17  9.52E-18  3.39E-18
   693       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.08E-38  5.76E-26  6.94E-19  1.33E-16
             1.18E-15  2.11E-15  1.43E-15  7.03E-16  2.16E-16  8.17E-17  2.98E-17  7.70E-18  2.74E-18
   694       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-37  1.32E-25  1.48E-18  2.72E-16
             2.38E-15  4.22E-15  2.86E-15  1.40E-15  4.31E-16  1.63E-16  5.95E-17  1.53E-17  5.46E-18
   695       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-37  1.65E-25  1.40E-18  2.09E-16
             1.65E-15  2.78E-15  1.86E-15  9.03E-16  2.77E-16  1.04E-16  3.81E-17  9.82E-18  3.49E-18
   696       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-37  1.23E-25  1.05E-18  1.57E-16
             1.25E-15  2.10E-15  1.40E-15  6.82E-16  2.09E-16  7.87E-17  2.87E-17  7.41E-18  2.64E-18
