SEQ='MG'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 112584757.8   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   134     1    2P6 3S1 6G1         (1)4( 4.0)   850860.2 
   135     1    2P6 3S1 6F1         (1)3( 3.0)   851153.1 
   136     1    2P6 3S1 7S1         (3)0( 1.0)   857606.8 
   137     1    2P6 3S1 7S1         (1)0( 0.0)   859038.5 
   138     1    2P6 3S1 7P1         (3)1( 0.0)   874760.2 
   139     1    2P6 3S1 7P1         (3)1( 1.0)   874796.1 
   140     1    2P6 3S1 7P1         (3)1( 2.0)   874881.0 
   141     1    2P6 3S1 7P1         (1)1( 1.0)   875539.2 
   142     2    2P6 3P1 5P1         (1)1( 1.0)   877312.0 
   143     2    2P6 3P1 5P1         (3)2( 1.0)   879100.4 
   144     2    2P6 3P1 5P1         (3)2( 2.0)   879447.7 
   145     3    2P6 3P1 5P1         (3)2( 3.0)   881278.4 
   146     2    2P6 3P1 5P1         (3)1( 0.0)   881527.5 
   147     3    2P6 3P1 5P1         (3)1( 1.0)   882071.6 
   148     3    2P6 3P1 5P1         (3)1( 2.0)   883300.2 
   149     3    2P6 3P1 5P1         (3)0( 1.0)   884025.3 
   150     1    2P6 3S1 7D1         (3)2( 1.0)   885427.9 
   151     1    2P6 3S1 7D1         (3)2( 2.0)   885436.8 
   152     1    2P6 3S1 7D1         (3)2( 3.0)   885450.9 
   153     1    2P6 3S1 7D1         (1)2( 2.0)   885821.1 
   154     3    2P6 3P1 5P1         (1)2( 2.0)   887175.3 
   155     1    2P6 3S1 7F1         (3)3( 2.0)   889399.8 
   156     1    2P6 3S1 7F1         (3)3( 3.0)   889403.4 
   157     1    2P6 3S1 7F1         (3)3( 4.0)   889408.2 
   158     1    2P6 3S1 7G1         (3)4( 3.0)   890250.6 
   159     1    2P6 3S1 7G1         (3)4( 4.0)   890252.5 
   160     1    2P6 3S1 7G1         (3)4( 5.0)   890254.8 
   161     1    2P6 3S1 7H1         (3)5( 4.0)   890389.0 
   162     1    2P6 3S1 7H1         (3)5( 5.0)   890390.0 
   163     1    2P6 3S1 7H1         (3)5( 6.0)   890391.7 
   164     1    2P6 3S1 7H1         (1)5( 5.0)   890401.0 
   165     1    2P6 3S1 7G1         (1)4( 4.0)   890455.5 
   166     1    2P6 3S1 7F1         (1)3( 3.0)   890526.9 
   167     3    2P6 3P1 5P1         (1)0( 0.0)   893918.8 
   168     1    2P6 3S1 8S1         (3)0( 1.0)   894725.8 
   169     1    2P6 3S1 8S1         (1)0( 0.0)   895607.3 
   170     4    2P6 3D1 4P1         (1)2( 2.0)   899300.0 
   171     4    2P6 3D1 4P1         (3)2( 1.0)   901414.0 
   172     4    2P6 3D1 4P1         (3)2( 2.0)   901639.2 
   173     4    2P6 3D1 4P1         (3)2( 3.0)   901962.0 
   174     5    2P6 3D1 4P1         (3)3( 2.0)   903504.1 
   175     5    2P6 3D1 4P1         (3)3( 3.0)   903890.6 
   176     5    2P6 3D1 4P1         (3)3( 4.0)   904422.0 
   177     1    2P6 3S1 8P1         (3)1( 0.0)   905819.1 
   178     1    2P6 3S1 8P1         (3)1( 1.0)   905842.4 
   179     1    2P6 3S1 8P1         (3)1( 2.0)   905898.2 
   180     1    2P6 3S1 8P1         (1)1( 1.0)   906306.7 
   181     4    2P6 3D1 4P1         (3)1( 1.0)   909354.5 
   182     4    2P6 3D1 4P1         (3)1( 0.0)   909357.0 
   183     5    2P6 3D1 4P1         (3)1( 2.0)   909400.3 
   184     2    2P6 3P1 5D1         (1)2( 2.0)   910531.5 
   185     2    2P6 3P1 5D1         (3)2( 2.0)   911027.9 
   186     2    2P6 3P1 5D1         (3)2( 1.0)   911040.8 
   187     2    2P6 3P1 5D1         (3)2( 3.0)   911412.2 
   188     1    2P6 3S1 8D1         (3)2( 1.0)   912799.3 
   189     1    2P6 3S1 8D1         (3)2( 2.0)   912805.2 
   190     1    2P6 3S1 8D1         (3)2( 3.0)   912814.7 
   191     1    2P6 3S1 8D1         (1)2( 2.0)   913048.2 
   192     5    2P6 3D1 4P1         (1)3( 3.0)   913074.5 
   193     3    2P6 3P1 5D1         (3)3( 2.0)   913160.2 
   194     3    2P6 3P1 5D1         (3)3( 3.0)   913569.9 
   195     3    2P6 3P1 5D1         (3)3( 4.0)   914394.5 
   196     1    2P6 3S1 8F1         (3)3( 2.0)   915437.8 
   197     1    2P6 3S1 8F1         (3)3( 3.0)   915440.1 
   198     1    2P6 3S1 8F1         (3)3( 4.0)   915443.3 
   199     3    2P6 3P1 5D1         (3)1( 2.0)   915446.2 
   200     3    2P6 3P1 5D1         (3)1( 1.0)   915908.8 
   201     1    2P6 3S1 8G1         (3)4( 3.0)   916010.1 
   202     1    2P6 3S1 8G1         (3)4( 4.0)   916011.3 
   203     1    2P6 3S1 8G1         (3)4( 5.0)   916012.9 
   204     1    2P6 3S1 8H1         (3)5( 4.0)   916110.9 
   205     1    2P6 3S1 8H1         (3)5( 5.0)   916111.6 
   206     1    2P6 3S1 8H1         (3)5( 6.0)   916112.7 
   207     1    2P6 3S1 8H1         (1)5( 5.0)   916121.2 
   208     1    2P6 3S1 8G1         (1)4( 4.0)   916156.7 
   209     1    2P6 3S1 8F1         (1)3( 3.0)   916159.4 
   210     3    2P6 3P1 5D1         (3)1( 0.0)   916318.3 
   211     3    2P6 3P1 5D1         (1)3( 3.0)   916476.4 
   212     5    2P6 3D1 4P1         (1)1( 1.0)   917386.6 
   213     3    2P6 3P1 5D1         (1)1( 1.0)   918065.6 
   214     2    2P6 3P1 5F1         (1)3( 3.0)   921395.4 
   215     2    2P6 3P1 5F1         (3)3( 3.0)   922364.2 
   216     2    2P6 3P1 5F1         (3)4( 4.0)   922694.4 
   217     2    2P6 3P1 5F1         (3)3( 2.0)   922870.4 
   218     3    2P6 3P1 5F1         (3)4( 3.0)   924178.1 
   219     2    2P6 3P1 5G1         (1)4( 4.0)   924404.3 
   220     2    2P6 3P1 5G1         (3)4( 3.0)   924467.2 
   221     2    2P6 3P1 5G1         (3)4( 4.0)   924592.4 
   222     3    2P6 3P1 5F1         (3)3( 4.0)   924634.3 
   223     2    2P6 3P1 5G1         (3)4( 5.0)   924705.7 
   224     3    2P6 3P1 5F1         (3)4( 5.0)   924903.6 
   225     3    2P6 3P1 5F1         (3)2( 3.0)   926711.6 
   226     3    2P6 3P1 5F1         (3)2( 2.0)   927260.2 
   227     3    2P6 3P1 5G1         (3)5( 4.0)   927286.1 
   228     3    2P6 3P1 5G1         (3)5( 5.0)   927475.6 
   229     3    2P6 3P1 5F1         (3)2( 1.0)   927741.2 
   230     3    2P6 3P1 5G1         (3)3( 4.0)   928353.6 
   231     3    2P6 3P1 5G1         (3)3( 3.0)   928529.3 
   232     3    2P6 3P1 5G1         (3)5( 6.0)   928553.3 
   233     3    2P6 3P1 5G1         (1)5( 5.0)   928970.6 
   234     3    2P6 3P1 5G1         (3)3( 2.0)   929404.1 
   235     3    2P6 3P1 5G1         (1)3( 3.0)   929646.9 
   236     3    2P6 3P1 5F1         (1)4( 4.0)   931486.8 
   237     3    2P6 3P1 5F1         (1)2( 2.0)   931636.0 
   238     2    2P6 3P1 6S1         (3)1( 0.0)   937823.6 
   239     2    2P6 3P1 6S1         (3)1( 1.0)   938118.3 
   240     3    2P6 3P1 6S1         (3)1( 2.0)   940554.8 
   241     3    2P6 3P1 6S1         (1)1( 1.0)   941426.1 
   242     4    2P6 3D1 4D1         (1)3( 3.0)   959429.9 
   243     4    2P6 3D1 4D1         (3)2( 1.0)   961473.0 
   244     4    2P6 3D1 4D1         (3)2( 2.0)   961599.3 
   245     4    2P6 3D1 4D1         (3)2( 3.0)   961770.3 
   246     5    2P6 3D1 4D1         (3)4( 3.0)   963247.5 
   247     4    2P6 3D1 4D1         (3)4( 4.0)   963458.4 
   248     4    2P6 3D1 4D1         (1)1( 1.0)   963596.6 
   249     5    2P6 3D1 4D1         (3)4( 5.0)   963729.2 
   250     2    2P6 3P1 6P1         (3)2( 1.0)   964674.8 
   251     2    2P6 3P1 6P1         (1)1( 1.0)   965757.5 
   252     2    2P6 3P1 6P1         (3)2( 2.0)   965892.9 
   253     2    2P6 3P1 6P1         (3)1( 0.0)   966747.7 
   254     3    2P6 3P1 6P1         (3)1( 1.0)   967790.1 
   255     3    2P6 3P1 6P1         (3)2( 3.0)   967934.6 
   256     5    2P6 3D1 4D1         (3)0( 1.0)   968268.0 
   257     3    2P6 3P1 6P1         (3)1( 2.0)   968678.0 
   258     3    2P6 3P1 6P1         (3)0( 1.0)   969280.4 
   259     3    2P6 3P1 6P1         (1)2( 2.0)   970524.6 
   260     3    2P6 3P1 6P1         (1)0( 0.0)   973696.0 
   261     4    2P6 3D1 4D1         (3)3( 2.0)   976585.0 
   262     5    2P6 3D1 4D1         (3)3( 3.0)   976753.3 
   263     5    2P6 3D1 4D1         (3)3( 4.0)   976969.1 
   264     2    2P6 3P1 6D1         (1)2( 2.0)   982842.8 
   265     2    2P6 3P1 6D1         (3)2( 2.0)   983027.3 
   266     2    2P6 3P1 6D1         (3)2( 1.0)   983135.2 
   267     2    2P6 3P1 6D1         (3)3( 3.0)   983284.7 
   268     4    2P6 3D1 4F1         (1)4( 4.0)   984439.7 
   269     5    2P6 3D1 4D1         (1)2( 2.0)   984449.8 
   270     3    2P6 3P1 6D1         (3)3( 2.0)   985243.7 
   271     3    2P6 3P1 6D1         (3)2( 3.0)   985465.5 
   272     4    2P6 3D1 4D1         (3)1( 0.0)   985661.9 
   273     5    2P6 3D1 4D1         (3)1( 1.0)   985721.5 
   274     5    2P6 3D1 4D1         (3)1( 2.0)   985848.6 
   275     3    2P6 3P1 6D1         (3)3( 4.0)   986029.8 
   276     4    2P6 3D1 4F1         (3)5( 4.0)   986042.4 
   277     4    2P6 3D1 4F1         (3)5( 5.0)   986222.7 
   278     3    2P6 3P1 6D1         (3)1( 2.0)   986363.6 
   279     5    2P6 3D1 4F1         (3)5( 6.0)   986451.6 
   280     3    2P6 3P1 6D1         (3)1( 1.0)   986652.3 
   281     3    2P6 3P1 6D1         (1)3( 3.0)   986926.4 
   282     3    2P6 3P1 6D1         (3)1( 0.0)   987014.5 
   283     3    2P6 3P1 6D1         (1)1( 1.0)   987745.3 
   284     4    2P6 3D1 4F1         (3)3( 2.0)   987816.5 
   285     4    2P6 3D1 4F1         (3)3( 3.0)   987899.3 
   286     5    2P6 3D1 4F1         (3)3( 4.0)   988009.9 
   287     5    2P6 3D1 4D1         (1)4( 4.0)   988094.4 
   288     2    2P6 3P1 6F1         (3)4( 3.0)   988959.1 
   289     2    2P6 3P1 6F1         (3)3( 3.0)   989508.3 
   290     2    2P6 3P1 6F1         (3)4( 4.0)   989729.3 
   291     2    2P6 3P1 6F1         (3)3( 2.0)   989912.9 
   292     2    2P6 3P1 6G1         (1)4( 4.0)   990732.4 
   293     2    2P6 3P1 6G1         (3)4( 4.0)   990787.8 
   294     2    2P6 3P1 6G1         (3)4( 3.0)   990815.6 
   295     2    2P6 3P1 6G1         (3)4( 5.0)   990912.1 
   296     2    2P6 3P1 6H1         (3)5( 4.0)   991106.9 
   297     2    2P6 3P1 6H1         (3)5( 5.0)   991107.1 
   298     2    2P6 3P1 6H1         (3)6( 5.0)   991141.5 
   299     2    2P6 3P1 6H1         (3)6( 6.0)   991152.4 
   300     3    2P6 3P1 6F1         (1)3( 3.0)   991516.8 
   301     3    2P6 3P1 6F1         (3)3( 4.0)   991820.7 
   302     3    2P6 3P1 6F1         (3)4( 5.0)   991983.5 
   303     4    2P6 3D1 4F1         (1)2( 2.0)   992093.6 
   304     3    2P6 3P1 6F1         (3)2( 3.0)   992722.2 
   305     3    2P6 3P1 6F1         (3)2( 2.0)   993086.1 
   306     3    2P6 3P1 6G1         (3)5( 4.0)   993191.5 
   307     3    2P6 3P1 6G1         (3)5( 5.0)   993308.1 
   308     3    2P6 3P1 6F1         (3)2( 1.0)   993475.7 
   309     3    2P6 3P1 6H1         (1)5( 5.0)   993605.6 
   310     3    2P6 3P1 6H1         (3)5( 6.0)   993615.1 
   311     3    2P6 3P1 6G1         (3)3( 4.0)   993763.6 
   312     3    2P6 3P1 6H1         (3)4( 5.0)   993843.0 
   313     3    2P6 3P1 6H1         (1)4( 4.0)   993844.5 
   314     3    2P6 3P1 6G1         (3)3( 3.0)   993889.0 
   315     3    2P6 3P1 6G1         (3)5( 6.0)   994009.3 
   316     3    2P6 3P1 6H1         (3)6( 7.0)   994204.3 
   317     3    2P6 3P1 6H1         (1)6( 6.0)   994213.0 
   318     3    2P6 3P1 6G1         (1)5( 5.0)   994354.6 
   319     3    2P6 3P1 6H1         (3)4( 3.0)   994394.5 
   320     3    2P6 3P1 6H1         (3)4( 4.0)   994405.7 
   321     3    2P6 3P1 6G1         (3)3( 2.0)   994522.7 
   322     3    2P6 3P1 6G1         (1)3( 3.0)   994719.5 
   323     3    2P6 3P1 6F1         (1)4( 4.0)   995120.7 
   324     3    2P6 3P1 6F1         (1)2( 2.0)   995306.3 
   325     4    2P6 3D1 4F1         (3)4( 3.0)   996803.9 
   326     5    2P6 3D1 4F1         (3)4( 4.0)   996945.6 
   327     5    2P6 3D1 4F1         (3)4( 5.0)   997111.5 
   328     2    2P6 3P1 7S1         (3)1( 0.0)   998387.1 
   329     2    2P6 3P1 7S1         (3)1( 1.0)   998573.2 
   330     4    2P6 3D1 4F1         (3)2( 1.0)   999547.5 
   331     5    2P6 3D1 4F1         (3)2( 2.0)   999557.7 
   332     5    2P6 3D1 4F1         (3)2( 3.0)   999583.1 
   333     3    2P6 3P1 7S1         (3)1( 2.0)  1001118.3*     0.00E+00  0.00E+00
   334     3    2P6 3P1 7S1         (1)1( 1.0)  1001586.0*     0.00E+00  0.00E+00
   335     2    2P6 3P1 7P1         (3)2( 1.0)  1014622.3*     0.00E+00
   336     2    2P6 3P1 7P1         (3)1( 1.0)  1015296.7*     0.00E+00
   337     2    2P6 3P1 7P1         (3)2( 2.0)  1015390.6*     0.00E+00
   338     2    2P6 3P1 7P1         (3)1( 0.0)  1015884.0*     0.00E+00
   339     3    2P6 3P1 7P1         (1)1( 1.0)  1017412.8*     0.00E+00  0.00E+00
   340     3    2P6 3P1 7P1         (3)2( 3.0)  1017633.0*     0.00E+00  0.00E+00
   341     3    2P6 3P1 7P1         (3)1( 2.0)  1017989.9*     0.00E+00  0.00E+00
   342     3    2P6 3P1 7P1         (3)0( 1.0)  1018388.8*     0.00E+00  0.00E+00
   343     3    2P6 3P1 7P1         (1)2( 2.0)  1019005.8*     0.00E+00  0.00E+00
   344     3    2P6 3P1 7P1         (1)0( 0.0)  1020745.7*     0.00E+00  0.00E+00
   345     2    2P6 3P1 7D1         (3)3( 2.0)  1025663.3*     0.00E+00
   346     2    2P6 3P1 7D1         (3)2( 2.0)  1025767.0*     0.00E+00
   347     2    2P6 3P1 7D1         (3)2( 1.0)  1025881.5*     0.00E+00
   348     2    2P6 3P1 7D1         (3)3( 3.0)  1025923.5*     0.00E+00
   349     3    2P6 3P1 7D1         (1)2( 2.0)  1028117.6*     0.00E+00  0.00E+00
   350     3    2P6 3P1 7D1         (3)2( 3.0)  1028248.0*     0.00E+00  0.00E+00
   351     3    2P6 3P1 7D1         (3)3( 4.0)  1028621.4*     0.00E+00  0.00E+00
   352     3    2P6 3P1 7D1         (3)1( 2.0)  1028737.0*     0.00E+00  0.00E+00
   353     3    2P6 3P1 7D1         (3)1( 1.0)  1028911.5*     0.00E+00  0.00E+00
   354     3    2P6 3P1 7D1         (1)3( 3.0)  1029100.7*     0.00E+00  0.00E+00
   355     3    2P6 3P1 7D1         (3)1( 0.0)  1029198.6*     0.00E+00  0.00E+00
   356     2    2P6 3P1 7F1         (3)4( 3.0)  1029450.8*     0.00E+00
   357     3    2P6 3P1 7D1         (1)1( 1.0)  1029578.0*     0.00E+00  0.00E+00
   358     2    2P6 3P1 7F1         (3)3( 3.0)  1029820.9*     0.00E+00
   359     2    2P6 3P1 7F1         (3)4( 4.0)  1029986.6*     0.00E+00
   360     2    2P6 3P1 7F1         (3)3( 2.0)  1030132.7*     0.00E+00
   361     2    2P6 3P1 7G1         (3)5( 4.0)  1030574.4*     0.00E+00
   362     2    2P6 3P1 7G1         (3)4( 4.0)  1030609.2*     0.00E+00
   363     2    2P6 3P1 7G1         (3)4( 3.0)  1030668.0*     0.00E+00
   364     2    2P6 3P1 7G1         (3)5( 5.0)  1030696.6*     0.00E+00
   365     2    2P6 3P1 7H1         (3)5( 5.0)  1030802.9*     0.00E+00
   366     2    2P6 3P1 7H1         (3)5( 4.0)  1030805.6*     0.00E+00
   367     2    2P6 3P1 7H1         (3)6( 5.0)  1030813.6*     0.00E+00
   368     2    2P6 3P1 7H1         (3)6( 6.0)  1030824.5*     0.00E+00
   369     3    2P6 3P1 7F1         (1)3( 3.0)  1032025.1*     0.00E+00  0.00E+00
   370     3    2P6 3P1 7F1         (3)3( 4.0)  1032226.0*     0.00E+00  0.00E+00
   371     3    2P6 3P1 7F1         (3)4( 5.0)  1032331.9*     0.00E+00  0.00E+00
   372     3    2P6 3P1 7F1         (3)2( 3.0)  1032689.8*     0.00E+00  0.00E+00
   373     3    2P6 3P1 7F1         (3)2( 2.0)  1032920.7*     0.00E+00  0.00E+00
   374     3    2P6 3P1 7G1         (1)4( 4.0)  1033047.1*     0.00E+00  0.00E+00
   375     3    2P6 3P1 7G1         (3)4( 5.0)  1033118.7*     0.00E+00  0.00E+00
   376     3    2P6 3P1 7F1         (3)2( 1.0)  1033216.3*     0.00E+00  0.00E+00
   377     3    2P6 3P1 7H1         (1)5( 5.0)  1033342.9*     0.00E+00  0.00E+00
   378     3    2P6 3P1 7H1         (3)5( 6.0)  1033350.9*     0.00E+00  0.00E+00
   379     3    2P6 3P1 7G1         (3)3( 4.0)  1033373.0*     0.00E+00  0.00E+00
   380     3    2P6 3P1 7G1         (3)3( 3.0)  1033453.1*     0.00E+00  0.00E+00
   381     3    2P6 3P1 7H1         (3)4( 5.0)  1033483.1*     0.00E+00  0.00E+00
