SEQ='SI'     NUCCHG=14                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  63496278.1   NPRNTI= 5   NPRNTF= 5
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 2.5)        0.0 
     2          3S1 3P2             (4)1( 5.5)    39975.6 
     3          3S1 3P2             (2)2( 4.5)    55707.8 
     4          3S1 3P2             (2)0( 0.5)    73644.4 
     5          3S1 3P2             (2)1( 2.5)    80374.1 

   LS RESOLVED TERM INDEXING            BWNR=  63582352.7   NTRM= 821
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   410       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.16E-30  4.77E-22  1.04E-17  2.11E-16
             1.76E-15  6.40E-15  6.05E-15  3.55E-15  1.22E-15  4.78E-16  1.78E-16  4.64E-17  1.66E-17
   411       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.21E-29  1.88E-21  4.07E-17  7.22E-16
             3.55E-15  9.07E-15  7.85E-15  4.43E-15  1.49E-15  5.80E-16  2.15E-16  5.61E-17  2.00E-17
   412       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.29E-29  7.51E-22  1.63E-17  2.85E-16
             1.20E-15  2.80E-15  2.43E-15  1.38E-15  4.68E-16  1.83E-16  6.79E-17  1.77E-17  6.32E-18
   413       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-28  6.33E-21  1.37E-16  2.60E-15
             1.07E-14  1.75E-14  1.24E-14  6.30E-15  1.99E-15  7.56E-16  2.77E-16  7.18E-17  2.56E-17
   414       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-29  1.51E-21  3.26E-17  5.56E-16
             1.74E-15  2.23E-15  1.47E-15  7.25E-16  2.25E-16  8.53E-17  3.12E-17  8.06E-18  2.87E-18
   415       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-28  7.87E-21  1.71E-16  2.92E-15
             1.00E-14  1.48E-14  1.03E-14  5.22E-15  1.64E-15  6.24E-16  2.29E-16  5.92E-17  2.11E-17
   416       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.37E-29  2.55E-21  5.54E-17  9.27E-16
             2.79E-15  3.47E-15  2.29E-15  1.13E-15  3.53E-16  1.34E-16  4.91E-17  1.27E-17  4.52E-18
   417       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-29  9.37E-22  2.02E-17  3.16E-16
             8.16E-16  1.21E-15  1.02E-15  5.87E-16  2.02E-16  7.91E-17  2.95E-17  7.70E-18  2.75E-18
   418       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.28E-29  1.86E-21  4.00E-17  7.11E-16
             2.31E-15  3.04E-15  2.10E-15  1.07E-15  3.42E-16  1.31E-16  4.82E-17  1.25E-17  4.45E-18
   419       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.84E-30  3.41E-22  7.40E-18  1.38E-16
             8.24E-16  2.28E-15  1.97E-15  1.11E-15  3.71E-16  1.44E-16  5.35E-17  1.39E-17  4.97E-18
   420       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-29  1.30E-21  2.79E-17  4.36E-16
             1.05E-15  9.15E-16  5.08E-16  2.28E-16  6.68E-17  2.49E-17  9.01E-18  2.31E-18  8.23E-19
   421       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.67E-30  2.70E-22  5.81E-18  9.80E-17
             3.39E-16  5.33E-16  3.84E-16  1.97E-16  6.25E-17  2.39E-17  8.77E-18  2.27E-18  8.09E-19
   422       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.86E-44  4.49E-30  2.56E-23  1.38E-19  3.71E-18
             9.72E-17  4.32E-16  4.02E-16  2.31E-16  7.81E-17  3.05E-17  1.13E-17  2.94E-18  1.05E-18
   423       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-30  1.79E-22  6.12E-18  1.28E-16
             7.18E-16  1.72E-15  1.39E-15  7.47E-16  2.44E-16  9.41E-17  3.47E-17  9.02E-18  3.22E-18
   424       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-31  6.42E-24  1.33E-19  4.55E-18
             6.68E-17  2.28E-16  2.02E-16  1.14E-16  3.83E-17  1.49E-17  5.53E-18  1.44E-18  5.14E-19
   425       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-31  1.32E-23  3.72E-19  2.89E-17
             7.16E-16  3.34E-15  3.31E-15  1.98E-15  6.90E-16  2.72E-16  1.01E-16  2.65E-17  9.46E-18
   426       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-29  9.30E-22  2.20E-17  5.90E-16
             3.32E-15  7.03E-15  5.79E-15  3.22E-15  1.08E-15  4.20E-16  1.56E-16  4.06E-17  1.45E-17
   427       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.47E-30  5.93E-22  1.71E-17  3.79E-16
             2.35E-15  7.18E-15  6.64E-15  3.88E-15  1.33E-15  5.22E-16  1.94E-16  5.07E-17  1.81E-17
   428       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.73E-31  7.65E-23  2.01E-18  5.18E-17
             6.02E-16  2.08E-15  1.86E-15  1.05E-15  3.54E-16  1.38E-16  5.10E-17  1.33E-17  4.74E-18
   429       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-30  1.53E-22  3.21E-18  5.84E-17
             2.50E-16  5.25E-16  4.34E-16  2.41E-16  8.06E-17  3.13E-17  1.16E-17  3.02E-18  1.08E-18
   430       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.92E-31  5.11E-23  2.16E-18  7.25E-17
             1.16E-15  5.41E-15  5.45E-15  3.29E-15  1.15E-15  4.54E-16  1.69E-16  4.43E-17  1.58E-17
   431       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.23E-30  8.58E-22  2.70E-17  6.76E-16
             4.35E-15  1.14E-14  9.73E-15  5.45E-15  1.83E-15  7.11E-16  2.64E-16  6.87E-17  2.45E-17
   432       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-29  1.57E-21  4.96E-17  1.36E-15
             8.85E-15  1.89E-14  1.43E-14  7.48E-15  2.40E-15  9.18E-16  3.38E-16  8.75E-17  3.12E-17
   433       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-30  2.61E-22  7.42E-18  1.49E-16
             7.36E-16  1.96E-15  1.78E-15  1.03E-15  3.54E-16  1.39E-16  5.17E-17  1.35E-17  4.81E-18
   434       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.96E-31  4.82E-23  1.65E-18  6.76E-17
             1.35E-15  7.01E-15  7.30E-15  4.48E-15  1.58E-15  6.26E-16  2.34E-16  6.13E-17  2.19E-17
   435       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-33  1.17E-25  3.25E-21  8.20E-19
             2.21E-17  9.97E-17  9.79E-17  5.84E-17  2.03E-17  7.98E-18  2.97E-18  7.77E-19  2.78E-19
   436       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-31  1.39E-23  5.03E-19  5.38E-17
             1.13E-15  3.86E-15  3.35E-15  1.87E-15  6.23E-16  2.42E-16  8.95E-17  2.33E-17  8.31E-18
   437       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.76E-30  6.29E-22  2.00E-17  3.98E-16
             1.67E-15  3.80E-15  3.35E-15  1.92E-15  6.58E-16  2.57E-16  9.58E-17  2.50E-17  8.92E-18
   438       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.93E-30  7.37E-22  2.16E-17  4.86E-16
             2.42E-15  4.98E-15  3.96E-15  2.15E-15  7.09E-16  2.74E-16  1.01E-16  2.64E-17  9.40E-18
   439       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-31  2.62E-23  8.60E-19  5.83E-17
             1.53E-15  8.00E-15  8.30E-15  5.08E-15  1.79E-15  7.09E-16  2.65E-16  6.93E-17  2.48E-17
   440       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.74E-30  4.17E-22  1.63E-17  3.83E-16
             1.97E-15  5.10E-15  4.61E-15  2.68E-15  9.21E-16  3.61E-16  1.34E-16  3.51E-17  1.25E-17
   441       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.68E-30  1.16E-21  4.56E-17  1.11E-15
             5.37E-15  9.74E-15  7.23E-15  3.77E-15  1.21E-15  4.63E-16  1.70E-16  4.42E-17  1.57E-17
   442       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.68E-30  8.65E-22  3.37E-17  7.61E-16
             3.19E-15  5.19E-15  3.71E-15  1.90E-15  6.01E-16  2.29E-16  8.42E-17  2.18E-17  7.77E-18
   443       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-30  2.14E-22  8.39E-18  2.04E-16
             1.25E-15  3.82E-15  3.57E-15  2.10E-15  7.24E-16  2.84E-16  1.06E-16  2.76E-17  9.87E-18
   444       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-30  3.95E-22  1.54E-17  3.38E-16
             1.57E-15  3.47E-15  2.90E-15  1.62E-15  5.41E-16  2.10E-16  7.79E-17  2.03E-17  7.24E-18
   445       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-29  1.70E-21  6.61E-17  1.42E-15
             6.52E-15  1.30E-14  1.01E-14  5.36E-15  1.74E-15  6.67E-16  2.46E-16  6.38E-17  2.28E-17
   446       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.14E-30  7.89E-22  3.07E-17  6.76E-16
             3.54E-15  9.23E-15  8.06E-15  4.57E-15  1.54E-15  6.01E-16  2.23E-16  5.82E-17  2.08E-17
   447       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.90E-31  1.37E-22  5.36E-18  1.34E-16
             1.13E-15  4.56E-15  4.54E-15  2.74E-15  9.56E-16  3.77E-16  1.41E-16  3.68E-17  1.31E-17
   448       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-30  4.49E-22  1.74E-17  3.62E-16
             1.25E-15  1.69E-15  1.15E-15  5.75E-16  1.80E-16  6.86E-17  2.51E-17  6.50E-18  2.32E-18
   449       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.70E-31  1.49E-22  5.78E-18  1.19E-16
             4.10E-16  5.67E-16  3.91E-16  1.98E-16  6.25E-17  2.38E-17  8.74E-18  2.26E-18  8.06E-19
   450       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.24E-30  4.98E-22  1.92E-17  3.82E-16
             1.17E-15  1.36E-15  8.64E-16  4.18E-16  1.29E-16  4.86E-17  1.78E-17  4.58E-18  1.63E-18
   451       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.77E-30  1.50E-21  5.80E-17  1.15E-15
             3.55E-15  4.13E-15  2.62E-15  1.26E-15  3.87E-16  1.46E-16  5.34E-17  1.38E-17  4.90E-18
   452       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-30  2.16E-22  8.34E-18  1.62E-16
             4.74E-16  5.23E-16  3.29E-16  1.59E-16  4.87E-17  1.84E-17  6.73E-18  1.74E-18  6.18E-19
   453       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.36E-30  6.68E-22  2.58E-17  5.02E-16
             1.45E-15  1.55E-15  9.47E-16  4.49E-16  1.36E-16  5.12E-17  1.87E-17  4.81E-18  1.71E-18
   454       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-30  2.77E-22  1.07E-17  2.54E-16
             2.05E-15  7.33E-15  6.90E-15  4.04E-15  1.39E-15  5.45E-16  2.03E-16  5.30E-17  1.89E-17
   455       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-30  6.85E-22  2.65E-17  5.75E-16
             3.12E-15  8.16E-15  7.06E-15  3.98E-15  1.34E-15  5.21E-16  1.93E-16  5.03E-17  1.80E-17
   456       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-30  2.84E-22  1.10E-17  2.34E-16
             1.09E-15  2.68E-15  2.37E-15  1.36E-15  4.64E-16  1.81E-16  6.74E-17  1.76E-17  6.28E-18
   457       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.90E-29  2.91E-21  1.12E-16  2.21E-15
             6.54E-15  7.11E-15  4.35E-15  2.06E-15  6.22E-16  2.34E-16  8.52E-17  2.20E-17  7.81E-18
   458       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.30E-30  9.67E-22  3.74E-17  7.32E-16
             2.14E-15  2.27E-15  1.37E-15  6.42E-16  1.93E-16  7.25E-17  2.64E-17  6.80E-18  2.42E-18
   459       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-29  2.39E-21  9.27E-17  2.14E-15
             9.73E-15  1.69E-14  1.22E-14  6.27E-15  1.99E-15  7.59E-16  2.79E-16  7.22E-17  2.57E-17
   460       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-30  6.17E-22  2.38E-17  4.90E-16
             1.66E-15  2.19E-15  1.46E-15  7.23E-16  2.25E-16  8.54E-17  3.13E-17  8.08E-18  2.88E-18
   461       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-29  3.11E-21  1.20E-16  2.46E-15
             9.28E-15  1.49E-14  1.07E-14  5.48E-15  1.74E-15  6.63E-16  2.44E-16  6.31E-17  2.25E-17
   462       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-30  3.26E-22  1.25E-17  2.38E-16
             6.32E-16  5.62E-16  3.09E-16  1.37E-16  3.99E-17  1.48E-17  5.35E-18  1.37E-18  4.88E-19
   463       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.68E-31  1.03E-22  3.95E-18  7.49E-17
             1.99E-16  1.81E-16  1.02E-16  4.62E-17  1.37E-17  5.09E-18  1.85E-18  4.75E-19  1.69E-19
   464       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.55E-30  1.01E-21  3.89E-17  7.93E-16
             2.67E-15  3.56E-15  2.42E-15  1.21E-15  3.80E-16  1.44E-16  5.30E-17  1.37E-17  4.88E-18
   465       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.66E-30  7.01E-22  2.71E-17  5.89E-16
             2.14E-15  3.01E-15  2.12E-15  1.09E-15  3.51E-16  1.35E-16  4.96E-17  1.29E-17  4.58E-18
   466       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-30  3.39E-22  1.31E-17  2.51E-16
             7.55E-16  1.14E-15  9.04E-16  5.02E-16  1.69E-16  6.57E-17  2.44E-17  6.36E-18  2.27E-18
   467       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-30  2.16E-22  8.33E-18  1.83E-16
             1.11E-15  3.00E-15  2.57E-15  1.44E-15  4.80E-16  1.87E-16  6.91E-17  1.80E-17  6.42E-18
   468       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.85E-31  9.10E-23  4.55E-18  1.08E-16
             6.28E-16  1.51E-15  1.22E-15  6.58E-16  2.15E-16  8.29E-17  3.06E-17  7.94E-18  2.83E-18
   469       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.27E-30  4.99E-22  1.92E-17  3.63E-16
             9.65E-16  8.84E-16  4.98E-16  2.25E-16  6.64E-17  2.47E-17  8.97E-18  2.31E-18  8.19E-19
   470       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.98E-31  1.21E-22  4.67E-18  9.35E-17
             3.32E-16  5.17E-16  3.72E-16  1.91E-16  6.08E-17  2.32E-17  8.54E-18  2.21E-18  7.88E-19
   471       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.47E-32  2.77E-23  1.59E-18  6.06E-17
             1.06E-15  5.14E-15  5.22E-15  3.17E-15  1.11E-15  4.39E-16  1.64E-16  4.29E-17  1.53E-17
   472       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-32  2.36E-24  7.81E-20  2.50E-18
             3.66E-17  1.47E-16  1.40E-16  8.24E-17  2.84E-17  1.11E-17  4.15E-18  1.08E-18  3.87E-19
   473       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-30  4.36E-22  1.80E-17  5.56E-16
             3.44E-15  8.42E-15  7.40E-15  4.25E-15  1.45E-15  5.69E-16  2.12E-16  5.52E-17  1.97E-17
   474       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.06E-32  5.62E-24  2.56E-19  2.56E-17
             7.10E-16  3.34E-15  3.29E-15  1.96E-15  6.82E-16  2.68E-16  9.99E-17  2.61E-17  9.32E-18
   475       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.34E-45  2.63E-30  5.29E-23  6.37E-19  5.18E-17
             1.21E-15  4.44E-15  3.90E-15  2.18E-15  7.25E-16  2.81E-16  1.04E-16  2.71E-17  9.66E-18
   476       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-30  3.12E-22  1.43E-17  3.77E-16
             2.87E-15  9.40E-15  8.71E-15  5.07E-15  1.74E-15  6.81E-16  2.53E-16  6.61E-17  2.36E-17
   477       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.26E-31  6.76E-23  2.20E-18  4.73E-17
             2.27E-16  5.29E-16  4.56E-16  2.58E-16  8.74E-17  3.41E-17  1.27E-17  3.30E-18  1.18E-18
   478       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-31  3.32E-23  1.40E-18  4.39E-17
             5.58E-16  1.98E-15  1.78E-15  1.01E-15  3.41E-16  1.33E-16  4.92E-17  1.28E-17  4.58E-18
   479       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.39E-31  1.65E-22  7.50E-18  1.74E-16
             9.33E-16  2.71E-15  2.53E-15  1.48E-15  5.12E-16  2.01E-16  7.49E-17  1.96E-17  6.99E-18
   480       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-30  4.20E-22  2.05E-17  5.85E-16
             3.99E-15  1.08E-14  9.34E-15  5.26E-15  1.77E-15  6.90E-16  2.56E-16  6.66E-17  2.38E-17
   481       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-30  7.61E-22  3.74E-17  1.17E-15
             8.15E-15  1.82E-14  1.40E-14  7.37E-15  2.38E-15  9.11E-16  3.35E-16  8.69E-17  3.10E-17
   482       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.49E-34  1.02E-25  4.09E-21  6.45E-19
             1.57E-17  5.89E-17  5.30E-17  3.01E-17  1.02E-17  3.96E-18  1.47E-18  3.82E-19  1.37E-19
   483       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.81E-32  1.85E-23  9.51E-19  5.21E-17
             1.22E-15  6.67E-15  7.06E-15  4.36E-15  1.55E-15  6.13E-16  2.29E-16  6.01E-17  2.15E-17
   484       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.43E-32  7.85E-24  4.20E-19  4.69E-17
             1.02E-15  3.64E-15  3.21E-15  1.80E-15  6.05E-16  2.35E-16  8.71E-17  2.27E-17  8.09E-18
   485       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-30  3.35E-22  1.63E-17  3.70E-16
             1.59E-15  3.49E-15  3.03E-15  1.73E-15  5.90E-16  2.31E-16  8.58E-17  2.24E-17  7.99E-18
   486       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.85E-30  3.76E-22  1.75E-17  5.08E-16
             4.29E-15  1.18E-14  9.81E-15  5.36E-15  1.76E-15  6.81E-16  2.52E-16  6.53E-17  2.33E-17
   487       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-32  1.17E-23  5.86E-19  4.89E-17
             1.38E-15  7.38E-15  7.71E-15  4.74E-15  1.68E-15  6.63E-16  2.48E-16  6.49E-17  2.32E-17
   488       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.43E-31  2.30E-22  1.28E-17  3.39E-16
             1.86E-15  4.93E-15  4.49E-15  2.61E-15  8.99E-16  3.53E-16  1.31E-16  3.43E-17  1.23E-17
   489       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.38E-30  6.49E-22  3.61E-17  9.93E-16
             5.12E-15  9.65E-15  7.25E-15  3.80E-15  1.22E-15  4.69E-16  1.73E-16  4.48E-17  1.60E-17
   490       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-30  4.73E-22  2.62E-17  6.69E-16
             3.01E-15  5.10E-15  3.69E-15  1.89E-15  6.02E-16  2.30E-16  8.45E-17  2.19E-17  7.80E-18
   491       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.55E-31  1.24E-22  6.93E-18  1.88E-16
             1.16E-15  3.30E-15  2.99E-15  1.73E-15  5.93E-16  2.32E-16  8.63E-17  2.25E-17  8.04E-18
   492       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.24E-31  2.26E-22  1.25E-17  3.09E-16
             1.52E-15  3.37E-15  2.79E-15  1.55E-15  5.17E-16  2.01E-16  7.43E-17  1.93E-17  6.90E-18
   493       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-30  9.68E-22  5.32E-17  1.27E-15
             5.94E-15  1.19E-14  9.29E-15  4.94E-15  1.61E-15  6.18E-16  2.28E-16  5.91E-17  2.11E-17
   494       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-30  4.59E-22  2.54E-17  6.65E-16
             3.94E-15  1.02E-14  8.75E-15  4.91E-15  1.65E-15  6.40E-16  2.37E-16  6.18E-17  2.20E-17
   495       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-31  7.88E-23  4.39E-18  1.23E-16
             1.02E-15  3.85E-15  3.73E-15  2.21E-15  7.68E-16  3.02E-16  1.13E-16  2.94E-17  1.05E-17
   496       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-30  3.01E-22  1.65E-17  3.81E-16
             1.37E-15  1.92E-15  1.32E-15  6.66E-16  2.10E-16  7.98E-17  2.93E-17  7.58E-18  2.70E-18
   497       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-31  9.96E-23  5.47E-18  1.26E-16
             4.49E-16  6.38E-16  4.45E-16  2.26E-16  7.14E-17  2.73E-17  1.00E-17  2.59E-18  9.23E-19
   498       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-30  3.16E-22  1.73E-17  3.85E-16
             1.24E-15  1.50E-15  9.73E-16  4.75E-16  1.47E-16  5.56E-17  2.03E-17  5.25E-18  1.87E-18
   499       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.47E-30  9.53E-22  5.22E-17  1.16E-15
             3.78E-15  4.59E-15  2.96E-15  1.44E-15  4.45E-16  1.68E-16  6.15E-17  1.59E-17  5.65E-18
   500       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.51E-31  1.24E-22  6.79E-18  1.49E-16
             4.46E-16  4.39E-16  2.51E-16  1.13E-16  3.33E-17  1.24E-17  4.49E-18  1.15E-18  4.09E-19
   501       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-31  4.13E-23  2.26E-18  4.96E-17
             1.48E-16  1.46E-16  8.34E-17  3.77E-17  1.11E-17  4.12E-18  1.49E-18  3.83E-19  1.36E-19
   502       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-31  1.32E-22  7.21E-18  1.56E-16
             4.47E-16  4.17E-16  2.32E-16  1.03E-16  3.00E-17  1.11E-17  4.03E-18  1.03E-18  3.67E-19
   503       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.44E-30  3.95E-22  2.16E-17  4.67E-16
             1.34E-15  1.25E-15  6.96E-16  3.10E-16  9.02E-17  3.34E-17  1.21E-17  3.11E-18  1.10E-18
   504       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.22E-32  2.53E-23  1.39E-18  3.01E-17
             8.80E-17  8.42E-17  4.74E-17  2.12E-17  6.21E-18  2.31E-18  8.35E-19  2.14E-19  7.62E-20
   505       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.77E-31  7.60E-23  4.16E-18  9.05E-17
             2.65E-16  2.53E-16  1.42E-16  6.37E-17  1.86E-17  6.91E-18  2.50E-18  6.43E-19  2.28E-19
   506       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.38E-31  1.48E-22  8.08E-18  1.76E-16
             5.40E-16  6.15E-16  3.90E-16  1.89E-16  5.82E-17  2.20E-17  8.05E-18  2.08E-18  7.40E-19
   507       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-30  4.56E-22  2.49E-17  5.43E-16
             1.65E-15  1.82E-15  1.13E-15  5.36E-16  1.63E-16  6.15E-17  2.25E-17  5.79E-18  2.06E-18
   508       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.49E-31  1.78E-22  9.78E-18  2.56E-16
             2.05E-15  6.90E-15  6.33E-15  3.66E-15  1.25E-15  4.87E-16  1.81E-16  4.73E-17  1.69E-17
