SEQ='MG'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63070713.4   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 0.5)    69579.9 
     3          3P1                 (2)1( 1.5)    69898.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  63336716.2   NLVL= 440
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   255     2    3P1 6H1             (3)5( 4.0)   308085.7*     5.71E+10
   256     2    3P1 6H1             (1)5( 5.0)   308102.2*     2.29E+12
   257     2    3P1 6H1             (3)5( 6.0)   308102.7*     2.29E+12
   258     2    3P1 6F1             (3)3( 2.0)   308197.4*     1.02E+12
   259     3    3P1 6F1             (3)3( 3.0)   308226.8*     7.56E+12  0.00E+00
   260     3    3P1 7S1             (3)1( 2.0)   308279.2*     1.50E+13  0.00E+00
   261     3    3P1 6F1             (3)3( 4.0)   308316.0*     7.07E+12  0.00E+00
   262     3    3P1 6G1             (3)5( 4.0)   308365.4*     3.78E+13  0.00E+00
   263     3    3P1 6G1             (3)5( 5.0)   308388.3*     3.96E+13  0.00E+00
   264     3    3P1 6H1             (3)6( 5.0)   308403.8*     4.49E+12  0.00E+00
   265     3    3P1 6H1             (3)6( 6.0)   308404.6*     4.51E+12  0.00E+00
   266     3    3P1 6D1             (1)1( 1.0)   308413.2*     4.15E+13  0.00E+00
   267     3    3P1 6H1             (3)4( 5.0)   308470.4*     3.11E+10  0.00E+00
   268     3    3P1 6H1             (1)4( 4.0)   308471.8*     1.99E+11  0.00E+00
   269     3    3P1 6F1             (3)2( 3.0)   308501.4*     9.21E+12  0.00E+00
   270     3    3P1 7S1             (1)1( 1.0)   308519.6*     1.03E+14  0.00E+00
   271     3    3P1 6G1             (3)3( 4.0)   308524.5*     1.86E+09  0.00E+00
   272     3    3P1 6H1             (3)6( 7.0)   308532.3*     6.73E+12  0.00E+00
   273     3    3P1 6H1             (1)6( 6.0)   308533.2*     6.76E+12  0.00E+00
   274     3    3P1 6G1             (3)5( 6.0)   308534.6*     4.56E+13  0.00E+00
   275     3    3P1 6G1             (3)3( 3.0)   308552.4*     1.24E+12  0.00E+00
   276     3    3P1 6F1             (3)2( 2.0)   308568.9*     1.03E+13  0.00E+00
   277     3    3P1 6G1             (1)5( 5.0)   308581.2*     4.80E+13  0.00E+00
   278     3    3P1 6H1             (3)4( 3.0)   308581.7*     3.90E+10  0.00E+00
   279     3    3P1 6H1             (3)4( 4.0)   308583.3*     2.13E+11  0.00E+00
   280     3    3P1 6F1             (3)2( 1.0)   308611.5*     1.12E+13  0.00E+00
   281     3    3P1 6G1             (3)3( 2.0)   308662.1*     1.66E+09  0.00E+00
   282     3    3P1 6G1             (1)3( 3.0)   308697.9*     2.51E+12  0.00E+00
   283     2    3P1 7P1             (1)1( 1.0)   310257.7*     8.21E+12
   284     2    3P1 7P1             (3)2( 1.0)   310455.4*     2.83E+13
   285     2    3P1 7P1             (3)2( 2.0)   310500.0*     3.93E+13
   286     2    3P1 7P1             (3)1( 0.0)   310677.9*     7.81E+11
   287     3    3P1 7P1             (3)2( 3.0)   310710.8*     3.88E+13  0.00E+00
   288     3    3P1 7P1             (3)1( 1.0)   310751.2*     4.10E+12  0.00E+00
   289     3    3P1 7P1             (3)1( 2.0)   310879.3*     4.13E+12  0.00E+00
   290     3    3P1 7P1             (3)0( 1.0)   311052.4*     1.11E+13  0.00E+00
   291     3    3P1 7P1             (1)2( 2.0)   311393.3*     1.56E+14  0.00E+00
   292     3    3P1 6F1             (1)2( 2.0)   311781.2*     4.36E+13  0.00E+00
   293     3    3P1 7P1             (1)0( 0.0)   312097.0*     6.33E+13  0.00E+00
   294     3    3P1 6F1             (1)4( 4.0)   313338.5*     4.39E+14  0.00E+00
   295     2    3P1 7D1             (1)2( 2.0)   314199.1*     5.14E+12
   296     2    3P1 7D1             (3)3( 2.0)   314323.0*     6.24E+12
   297     2    3P1 7D1             (3)3( 3.0)   314358.9*     1.39E+13
   298     2    3P1 7D1             (3)2( 1.0)   314418.5*     5.49E+11
   299     3    3P1 7D1             (3)2( 2.0)   314540.4*     4.09E+12  0.00E+00
   300     3    3P1 7D1             (3)3( 4.0)   314586.3*     1.51E+13  0.00E+00
   301     3    3P1 7D1             (3)2( 3.0)   314606.3*     4.32E+12  0.00E+00
   302     3    3P1 7D1             (3)1( 2.0)   314822.0*     2.64E+12  0.00E+00
   303     3    3P1 7D1             (3)1( 1.0)   314884.3*     2.96E+12  0.00E+00
   304     3    3P1 7D1             (3)1( 0.0)   314920.8*     3.02E+12  0.00E+00
   305     2    3P1 7F1             (1)3( 3.0)   315061.6*     1.61E+13
   306     2    3P1 7F1             (3)4( 3.0)   315237.9*     3.64E+13
   307     2    3P1 7F1             (3)4( 4.0)   315288.2*     5.18E+13
   308     3    3P1 7D1             (1)3( 3.0)   315309.7*     1.31E+14  0.00E+00
   309     2    3P1 8S1             (3)1( 0.0)   315318.3*     9.66E+12
   310     2    3P1 7G1             (1)4( 4.0)   315335.9*     2.49E+11
   311     2    3P1 7G1             (3)4( 3.0)   315343.6*     2.23E+11
   312     2    3P1 7G1             (3)4( 4.0)   315353.7*     1.07E+13
   313     2    3P1 8S1             (3)1( 1.0)   315360.4*     1.88E+13
   314     2    3P1 7G1             (3)4( 5.0)   315364.1*     1.04E+13
   315     2    3P1 7F1             (3)3( 2.0)   315396.6*     6.88E+11
   316     2    3P1 7H1             (3)5( 5.0)   315400.3*     1.48E+10
   317     2    3P1 7H1             (3)5( 4.0)   315400.8*     4.76E+10
   318     2    3P1 7H1             (1)5( 5.0)   315408.8*     3.31E+12
   319     2    3P1 7H1             (3)5( 6.0)   315409.3*     3.31E+12
   320     2    3P1 7I1             (3)6( 5.0)   315417.6*     1.92E+09
   321     2    3P1 7I1             (3)6( 6.0)   315417.7*     1.82E+09
   322     2    3P1 7I1             (3)7( 6.0)   315420.6*     3.55E+11
   323     2    3P1 7I1             (3)7( 7.0)   315420.6*     3.55E+11
   324     3    3P1 7F1             (3)3( 3.0)   315472.6*     1.33E+13  0.00E+00
   325     3    3P1 7F1             (3)4( 5.0)   315479.4*     6.44E+13  0.00E+00
   326     3    3P1 7F1             (3)3( 4.0)   315549.3*     1.34E+13  0.00E+00
   327     3    3P1 7D1             (1)1( 1.0)   315577.4*     2.48E+13  0.00E+00
   328     3    3P1 8S1             (3)1( 2.0)   315636.4*     9.60E+12  0.00E+00
   329     3    3P1 7G1             (3)5( 4.0)   315649.3*     2.07E+13  0.00E+00
   330     3    3P1 7G1             (3)5( 5.0)   315664.3*     2.22E+13  0.00E+00
   331     3    3P1 7H1             (3)6( 5.0)   315693.9*     3.50E+12  0.00E+00
   332     3    3P1 7H1             (3)6( 6.0)   315694.4*     3.53E+12  0.00E+00
   333     3    3P1 7F1             (3)2( 3.0)   315710.9*     5.89E+12  0.00E+00
   334     3    3P1 7I1             (1)6( 6.0)   315711.3*     2.59E+11  0.00E+00
   335     3    3P1 7I1             (3)6( 7.0)   315711.3*     2.59E+11  0.00E+00
   336     3    3P1 7I1             (1)5( 5.0)   315730.0*     2.42E+09  0.00E+00
   337     3    3P1 7I1             (3)5( 6.0)   315730.1*     2.29E+09  0.00E+00
   338     3    3P1 7H1             (3)4( 5.0)   315733.7*     3.04E+10  0.00E+00
   339     3    3P1 7H1             (1)4( 4.0)   315734.7*     9.69E+10  0.00E+00
   340     3    3P1 7G1             (3)3( 4.0)   315749.4*     1.47E+09  0.00E+00
