SEQ='SI'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 114332270.4   NPRNTI=10   NPRNTF=55
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    46       3.63E-20  2.06E-20  8.41E-21  3.82E-21  1.60E-21  4.63E-22  1.73E-22  6.34E-23  1.64E-23  5.87E-24
             2.09E-24  5.34E-25  1.90E-25  6.79E-26  1.75E-26  6.27E-27  2.25E-27  5.79E-28  2.07E-28
    47       3.35E-20  1.89E-20  7.66E-21  3.46E-21  1.44E-21  4.16E-22  1.55E-22  5.67E-23  1.47E-23  5.25E-24
             1.87E-24  4.77E-25  1.70E-25  6.06E-26  1.56E-26  5.59E-27  2.00E-27  5.15E-28  1.84E-28
    48       3.13E-20  1.76E-20  7.06E-21  3.17E-21  1.32E-21  3.78E-22  1.41E-22  5.14E-23  1.33E-23  4.75E-24
             1.69E-24  4.31E-25  1.53E-25  5.47E-26  1.40E-26  5.03E-27  1.80E-27  4.63E-28  1.65E-28
    49       2.90E-20  1.62E-20  6.44E-21  2.88E-21  1.19E-21  3.40E-22  1.26E-22  4.60E-23  1.19E-23  4.25E-24
             1.51E-24  3.85E-25  1.37E-25  4.88E-26  1.25E-26  4.48E-27  1.60E-27  4.11E-28  1.46E-28
    50       2.45E-20  1.36E-20  5.37E-21  2.39E-21  9.83E-22  2.80E-22  1.04E-22  3.78E-23  9.75E-24  3.48E-24
             1.24E-24  3.15E-25  1.12E-25  3.99E-26  1.02E-26  3.66E-27  1.31E-27  3.36E-28  1.20E-28
    51       2.33E-20  1.29E-20  5.05E-21  2.23E-21  9.15E-22  2.59E-22  9.61E-23  3.49E-23  9.01E-24  3.21E-24
             1.14E-24  2.91E-25  1.03E-25  3.68E-26  9.42E-27  3.37E-27  1.20E-27  3.09E-28  1.10E-28
    52       2.22E-20  1.22E-20  4.73E-21  2.08E-21  8.50E-22  2.40E-22  8.89E-23  3.23E-23  8.32E-24  2.96E-24
             1.05E-24  2.68E-25  9.54E-26  3.40E-26  8.71E-27  3.12E-27  1.12E-27  2.86E-28  1.02E-28
    53       2.10E-20  1.14E-20  4.42E-21  1.94E-21  7.88E-22  2.22E-22  8.19E-23  2.97E-23  7.65E-24  2.73E-24
             9.69E-25  2.47E-25  8.77E-26  3.12E-26  8.02E-27  2.87E-27  1.03E-27  2.67E-28  9.57E-29
    54       2.01E-20  1.09E-20  4.19E-21  1.83E-21  7.41E-22  2.08E-22  7.68E-23  2.78E-23  7.16E-24  2.55E-24
             9.06E-25  2.31E-25  8.20E-26  2.92E-26  7.48E-27  2.68E-27  9.62E-28  2.48E-28  8.89E-29
    55       1.76E-20  9.48E-21  3.61E-21  1.57E-21  6.33E-22  1.77E-22  6.52E-23  2.36E-23  6.07E-24  2.16E-24
             7.67E-25  1.95E-25  6.92E-26  2.46E-26  6.30E-27  2.25E-27  8.05E-28  2.07E-28  7.40E-29
    56       1.71E-20  9.19E-21  3.47E-21  1.50E-21  6.04E-22  1.68E-22  6.19E-23  2.24E-23  5.75E-24  2.05E-24
             7.27E-25  1.85E-25  6.55E-26  2.33E-26  5.95E-27  2.13E-27  7.60E-28  1.95E-28  6.99E-29
    57       2.23E-20  1.17E-20  4.30E-21  1.83E-21  7.26E-22  2.00E-22  7.33E-23  2.64E-23  6.77E-24  2.41E-24
             8.53E-25  2.17E-25  7.68E-26  2.73E-26  6.94E-27  2.47E-27  8.79E-28  2.24E-28  7.97E-29
    58       2.00E-20  1.02E-20  3.63E-21  1.51E-21  5.90E-22  1.61E-22  5.84E-23  2.10E-23  5.37E-24  1.91E-24
             6.76E-25  1.71E-25  6.06E-26  2.15E-26  5.45E-27  1.93E-27  6.85E-28  1.74E-28  6.17E-29
    59       8.44E-21  4.19E-21  1.44E-21  5.88E-22  2.27E-22  6.12E-23  2.22E-23  7.94E-24  2.03E-24  7.19E-25
             2.55E-25  6.46E-26  2.28E-26  8.09E-27  2.05E-27  7.27E-28  2.58E-28  6.54E-29  2.32E-29
    60       5.70E-21  2.75E-21  9.11E-22  3.64E-22  1.39E-22  3.70E-23  1.33E-23  4.76E-24  1.21E-24  4.30E-25
             1.52E-25  3.86E-26  1.36E-26  4.83E-27  1.22E-27  4.33E-28  1.53E-28  3.89E-29  1.38E-29
    61       3.90E-21  1.83E-21  5.89E-22  2.32E-22  8.73E-23  2.31E-23  8.29E-24  2.96E-24  7.52E-25  2.67E-25
             9.44E-26  2.39E-26  8.45E-27  2.99E-27  7.57E-28  2.68E-28  9.49E-29  2.40E-29  8.51E-30
    62       6.52E-21  2.94E-21  9.10E-22  3.50E-22  1.30E-22  3.40E-23  1.22E-23  4.33E-24  1.10E-24  3.89E-25
             1.38E-25  3.49E-26  1.23E-26  4.36E-27  1.10E-27  3.90E-28  1.38E-28  3.49E-29  1.23E-29
    63       2.22E-21  9.68E-22  2.89E-22  1.10E-22  4.03E-23  1.05E-23  3.74E-24  1.33E-24  3.37E-25  1.19E-25
             4.22E-26  1.07E-26  3.77E-27  1.33E-27  3.38E-28  1.19E-28  4.22E-29  1.07E-29  3.78E-30
    64       7.15E-22  2.98E-22  8.56E-23  3.18E-23  1.16E-23  2.98E-24  1.06E-24  3.76E-25  9.54E-26  3.37E-26
             1.19E-26  3.02E-27  1.07E-27  3.78E-28  9.55E-29  3.38E-29  1.19E-29  3.02E-30  1.07E-30
    65       1.28E-21  5.17E-22  1.45E-22  5.31E-23  1.92E-23  4.92E-24  1.75E-24  6.19E-25  1.57E-25  5.55E-26
             1.96E-26  4.96E-27  1.76E-27  6.21E-28  1.57E-28  5.55E-29  1.96E-29  4.97E-30  1.76E-30
    66       1.76E-22  6.90E-23  1.87E-23  6.81E-24  2.44E-24  6.24E-25  2.21E-25  7.83E-26  1.98E-26  7.02E-27
             2.48E-27  6.28E-28  2.22E-28  7.85E-29  1.98E-29  7.02E-30  2.48E-30  6.28E-31  2.22E-31
    67       4.35E-21  1.67E-21  4.46E-22  1.61E-22  5.75E-23  1.47E-23  5.19E-24  1.84E-24  4.66E-25  1.65E-25
             5.82E-26  1.47E-26  5.21E-27  1.84E-27  4.66E-28  1.65E-28  5.82E-29  1.47E-29  5.21E-30
    68       1.08E-21  4.01E-22  1.05E-22  3.76E-23  1.34E-23  3.40E-24  1.20E-24  4.26E-25  1.08E-25  3.81E-26
             1.35E-26  3.41E-27  1.20E-27  4.26E-28  1.08E-28  3.81E-29  1.35E-29  3.41E-30  1.20E-30
    69       2.36E-21  8.68E-22  2.26E-22  8.05E-23  2.86E-23  7.26E-24  2.57E-24  9.08E-25  2.30E-25  8.13E-26
             2.87E-26  7.27E-27  2.57E-27  9.09E-28  2.30E-28  8.13E-29  2.87E-29  7.27E-30  2.57E-30
    70       1.57E-22  5.68E-23  1.46E-23  5.19E-24  1.84E-24  4.67E-25  1.65E-25  5.84E-26  1.48E-26  5.22E-27
             1.85E-27  4.67E-28  1.65E-28  5.84E-29  1.48E-29  5.22E-30  1.85E-30  4.67E-31  1.65E-31
    71       1.42E-21  5.13E-22  1.31E-22  4.66E-23  1.65E-23  4.18E-24  1.48E-24  5.23E-25  1.32E-25  4.68E-26
             1.65E-26  4.18E-27  1.48E-27  5.23E-28  1.32E-28  4.68E-29  1.65E-29  4.18E-30  1.48E-30
    72       5.52E-21  1.97E-21  5.00E-22  1.77E-22  6.27E-23  1.59E-23  5.61E-24  1.99E-24  5.02E-25  1.78E-25
             6.28E-26  1.59E-26  5.62E-27  1.99E-27  5.02E-28  1.78E-28  6.28E-29  1.59E-29  5.62E-30
    73       6.66E-20  2.37E-20  6.01E-21  2.13E-21  7.52E-22  1.90E-22  6.73E-23  2.38E-23  6.02E-24  2.13E-24
             7.53E-25  1.90E-25  6.73E-26  2.38E-26  6.02E-27  2.13E-27  7.53E-28  1.90E-28  6.73E-29
    74       4.78E-20  1.69E-20  4.28E-21  1.51E-21  5.36E-22  1.35E-22  4.79E-23  1.69E-23  4.28E-24  1.51E-24
             5.36E-25  1.35E-25  4.79E-26  1.69E-26  4.28E-27  1.51E-27  5.36E-28  1.35E-28  4.79E-29

                                                                                     --------------------------
                                                                                     PRTF= 4  LVLPRT= (4P  1.5)
   ILREP
   -----
     7       8.73E-18  6.18E-18  3.91E-18  2.77E-18  1.96E-18  1.25E-18  8.91E-19  6.41E-19  4.23E-19  3.15E-19
             2.39E-19  1.70E-19  1.32E-19  9.99E-20  6.48E-20  4.32E-20  2.65E-20  1.21E-20  6.06E-21
     8       1.29E-14  9.13E-15  5.78E-15  4.10E-15  2.91E-15  1.87E-15  1.35E-15  9.95E-16  6.97E-16  5.54E-16
             4.50E-16  3.31E-16  2.42E-16  1.60E-16  7.82E-17  4.00E-17  1.86E-17  6.02E-18  2.39E-18
     9       2.20E-15  1.55E-15  9.81E-16  6.92E-16  4.87E-16  3.04E-16  2.11E-16  1.44E-16  8.22E-17  5.09E-17
             2.95E-17  1.27E-17  6.11E-18  2.72E-18  8.49E-19  3.32E-19  1.25E-19  3.32E-20  1.19E-20
    10       2.69E-15  1.90E-15  1.20E-15  8.37E-16  5.82E-16  3.50E-16  2.30E-16  1.43E-16  6.85E-17  3.55E-17
             1.68E-17  5.53E-18  2.21E-18  8.44E-19  2.25E-19  8.13E-20  2.91E-20  7.41E-21  2.62E-21
    11       2.61E-19  1.84E-19  1.17E-19  8.24E-20  5.83E-20  3.69E-20  2.62E-20  1.86E-20  1.19E-20  8.55E-21
             6.24E-21  4.23E-21  3.19E-21  2.38E-21  1.52E-21  1.01E-21  6.20E-22  2.83E-22  1.41E-22
    12       5.83E-16  4.12E-16  2.61E-16  1.84E-16  1.31E-16  8.30E-17  5.93E-17  4.29E-17  2.90E-17  2.24E-17
             1.77E-17  1.28E-17  9.25E-18  6.09E-18  2.96E-18  1.52E-18  7.06E-19  2.28E-19  9.04E-20
    13       8.26E-16  5.83E-16  3.68E-16  2.59E-16  1.82E-16  1.13E-16  7.77E-17  5.23E-17  2.93E-17  1.79E-17
             1.02E-17  4.35E-18  2.08E-18  9.27E-19  2.89E-19  1.13E-19  4.25E-20  1.13E-20  4.06E-21
    14       5.38E-16  3.79E-16  2.38E-16  1.66E-16  1.15E-16  6.85E-17  4.44E-17  2.71E-17  1.26E-17  6.41E-18
             2.99E-18  9.67E-19  3.84E-19  1.46E-19  3.88E-20  1.40E-20  5.00E-21  1.27E-21  4.51E-22
    16       3.46E-20  2.45E-20  1.54E-20  1.09E-20  7.68E-21  4.81E-21  3.36E-21  2.33E-21  1.42E-21  9.78E-22
             6.84E-22  4.43E-22  3.26E-22  2.40E-22  1.52E-22  1.01E-22  6.16E-23  2.81E-23  1.40E-23
    17       8.40E-17  5.94E-17  3.75E-17  2.64E-17  1.86E-17  1.16E-17  8.07E-18  5.63E-18  3.58E-18  2.63E-18
             2.00E-18  1.39E-18  9.97E-19  6.53E-19  3.16E-19  1.62E-19  7.51E-20  2.42E-20  9.62E-21
    18       1.28E-16  9.06E-17  5.71E-17  4.01E-17  2.80E-17  1.72E-17  1.16E-17  7.60E-18  4.11E-18  2.44E-18
             1.36E-18  5.68E-19  2.70E-19  1.19E-19  3.70E-20  1.44E-20  5.43E-21  1.44E-21  5.18E-22
    19       5.50E-16  3.88E-16  2.43E-16  1.69E-16  1.16E-16  6.81E-17  4.32E-17  2.58E-17  1.16E-17  5.76E-18
             2.63E-18  8.38E-19  3.30E-19  1.25E-19  3.31E-20  1.19E-20  4.25E-21  1.08E-21  3.83E-22
    22       8.27E-21  5.84E-21  3.68E-21  2.59E-21  1.81E-21  1.11E-21  7.60E-22  5.09E-22  2.94E-22  1.93E-22
             1.29E-22  8.03E-23  5.80E-23  4.22E-23  2.66E-23  1.76E-23  1.07E-23  4.88E-24  2.43E-24
    23       3.10E-17  2.19E-17  1.38E-17  9.64E-18  6.70E-18  4.07E-18  2.74E-18  1.82E-18  1.08E-18  7.50E-19
             5.46E-19  3.67E-19  2.59E-19  1.69E-19  8.13E-20  4.15E-20  1.93E-20  6.23E-21  2.47E-21
    24       2.94E-17  2.08E-17  1.30E-17  9.12E-18  6.32E-18  3.79E-18  2.50E-18  1.59E-18  8.20E-19  4.71E-19
             2.57E-19  1.05E-19  4.92E-20  2.16E-20  6.68E-21  2.60E-21  9.78E-22  2.59E-22  9.31E-23
    25       2.68E-16  1.89E-16  1.18E-16  8.17E-17  5.56E-17  3.18E-17  1.97E-17  1.14E-17  4.94E-18  2.39E-18
             1.07E-18  3.34E-19  1.31E-19  4.91E-20  1.30E-20  4.67E-21  1.67E-21  4.24E-22  1.50E-22
    29       2.76E-21  1.95E-21  1.22E-21  8.56E-22  5.94E-22  3.57E-22  2.36E-22  1.52E-22  8.26E-23  5.19E-23
             3.34E-23  1.99E-23  1.41E-23  1.02E-23  6.37E-24  4.19E-24  2.55E-24  1.16E-24  5.79E-25
    30       1.04E-17  7.34E-18  4.59E-18  3.19E-18  2.19E-18  1.28E-18  8.32E-19  5.27E-19  2.88E-19  1.90E-19
             1.32E-19  8.57E-20  5.98E-20  3.86E-20  1.86E-20  9.47E-21  4.40E-21  1.42E-21  5.62E-22
    31       9.04E-18  6.37E-18  3.98E-18  2.77E-18  1.89E-18  1.11E-18  7.08E-19  4.35E-19  2.14E-19  1.19E-19
             6.31E-20  2.52E-20  1.17E-20  5.11E-21  1.57E-21  6.09E-22  2.29E-22  6.05E-23  2.17E-23
    32       9.91E-17  6.96E-17  4.33E-17  2.98E-17  2.00E-17  1.11E-17  6.70E-18  3.76E-18  1.56E-18  7.35E-19
             3.23E-19  9.92E-20  3.84E-20  1.44E-20  3.79E-21  1.36E-21  4.85E-22  1.23E-22  4.37E-23
    37       1.15E-21  8.10E-22  5.06E-22  3.52E-22  2.41E-22  1.40E-22  9.00E-23  5.56E-23  2.84E-23  1.71E-23
             1.06E-23  6.07E-24  4.23E-24  3.02E-24  1.88E-24  1.23E-24  7.52E-25  3.42E-25  1.71E-25
    38       4.11E-18  2.89E-18  1.79E-18  1.23E-18  8.32E-19  4.71E-19  2.93E-19  1.76E-19  8.94E-20  5.58E-20
             3.71E-20  2.33E-20  1.60E-20  1.03E-20  4.92E-21  2.51E-21  1.16E-21  3.75E-22  1.49E-22
    39       3.63E-18  2.55E-18  1.59E-18  1.09E-18  7.39E-19  4.19E-19  2.59E-19  1.53E-19  7.17E-20  3.86E-20
             2.00E-20  7.79E-21  3.58E-21  1.55E-21  4.74E-22  1.84E-22  6.89E-23  1.82E-23  6.54E-24
    40       4.00E-17  2.80E-17  1.73E-17  1.18E-17  7.81E-18  4.22E-18  2.47E-18  1.34E-18  5.33E-19  2.45E-19
             1.06E-19  3.19E-20  1.23E-20  4.57E-21  1.20E-21  4.30E-22  1.53E-22  3.90E-23  1.38E-23
    46       5.59E-22  3.93E-22  2.44E-22  1.68E-22  1.13E-22  6.40E-23  3.96E-23  2.35E-23  1.13E-23  6.52E-24
             3.89E-24  2.15E-24  1.48E-24  1.04E-24  6.45E-25  4.23E-25  2.57E-25  1.17E-25  5.82E-26
    47       1.99E-18  1.39E-18  8.58E-19  5.84E-19  3.87E-19  2.10E-19  1.25E-19  7.19E-20  3.40E-20  2.01E-20
             1.28E-20  7.74E-21  5.26E-21  3.35E-21  1.60E-21  8.14E-22  3.77E-22  1.21E-22  4.82E-23
    48       1.75E-18  1.22E-18  7.57E-19  5.17E-19  3.43E-19  1.88E-19  1.13E-19  6.42E-20  2.86E-20  1.49E-20
             7.51E-21  2.86E-21  1.30E-21  5.60E-22  1.70E-22  6.57E-23  2.46E-23  6.49E-24  2.33E-24
    49       2.00E-17  1.40E-17  8.58E-18  5.79E-18  3.77E-18  1.97E-18  1.12E-18  5.87E-19  2.25E-19  1.01E-19
             4.26E-20  1.27E-20  4.84E-21  1.80E-21  4.70E-22  1.68E-22  6.00E-23  1.52E-23  5.39E-24

   INREP
   -----
     4       1.78E-14  1.26E-14  7.96E-15  5.63E-15  3.98E-15  2.52E-15  1.79E-15  1.28E-15  8.47E-16  6.40E-16
             4.96E-16  3.49E-16  2.50E-16  1.64E-16  7.92E-17  4.05E-17  1.88E-17  6.07E-18  2.41E-18
     5       1.95E-15  1.37E-15  8.67E-16  6.10E-16  4.28E-16  2.65E-16  1.81E-16  1.22E-16  7.10E-17  4.66E-17
             3.08E-17  1.80E-17  1.17E-17  7.13E-18  3.28E-18  1.64E-18  7.52E-19  2.40E-19  9.50E-20
     6       7.63E-16  5.38E-16  3.38E-16  2.36E-16  1.63E-16  9.68E-17  6.29E-17  3.91E-17  1.93E-17  1.08E-17
             5.97E-18  2.78E-18  1.58E-18  8.89E-19  3.83E-19  1.87E-19  8.44E-20  2.67E-20  1.05E-20
     7       3.29E-16  2.32E-16  1.45E-16  1.00E-16  6.86E-17  3.97E-17  2.49E-17  1.48E-17  6.83E-18  3.60E-18
             1.86E-18  7.99E-19  4.35E-19  2.37E-19  1.00E-19  4.85E-20  2.18E-20  6.88E-21  2.71E-21
     8       1.19E-16  8.33E-17  5.18E-17  3.57E-17  2.41E-17  1.35E-17  8.24E-18  4.72E-18  2.06E-18  1.04E-18
             5.16E-19  2.08E-19  1.09E-19  5.76E-20  2.37E-20  1.14E-20  5.08E-21  1.59E-21  6.25E-22
     9       4.77E-17  3.35E-17  2.07E-17  1.41E-17  9.38E-18  5.11E-18  3.02E-18  1.67E-18  6.94E-19  3.39E-19
             1.62E-19  6.24E-20  3.16E-20  1.62E-20  6.54E-21  3.10E-21  1.38E-21  4.30E-22  1.68E-22
    10       2.37E-17  1.66E-17  1.02E-17  6.89E-18  4.50E-18  2.37E-18  1.36E-18  7.23E-19  2.87E-19  1.36E-19
             6.28E-20  2.31E-20  1.13E-20  5.65E-21  2.22E-21  1.04E-21  4.59E-22  1.43E-22  5.57E-23
    11       1.34E-17  9.36E-18  5.70E-18  3.81E-18  2.44E-18  1.24E-18  6.88E-19  3.55E-19  1.35E-19  6.20E-20
             2.79E-20  9.90E-21  4.71E-21  2.30E-21  8.85E-22  4.10E-22  1.80E-22  5.56E-23  2.17E-23
    12       8.29E-18  5.77E-18  3.48E-18  2.30E-18  1.44E-18  7.10E-19  3.81E-19  1.91E-19  6.98E-20  3.12E-20
             1.37E-20  4.70E-21  2.18E-21  1.04E-21  3.92E-22  1.80E-22  7.84E-23  2.41E-23  9.39E-24
    13       5.47E-18  3.79E-18  2.27E-18  1.47E-18  9.10E-19  4.32E-19  2.26E-19  1.10E-19  3.87E-20  1.69E-20
             7.24E-21  2.41E-21  1.09E-21  5.11E-22  1.88E-22  8.56E-23  3.71E-23  1.14E-23  4.41E-24
    14       3.80E-18  2.62E-18  1.55E-18  9.96E-19  6.03E-19  2.77E-19  1.41E-19  6.65E-20  2.28E-20  9.71E-21
             4.08E-21  1.32E-21  5.85E-22  2.68E-22  9.69E-23  4.36E-23  1.88E-23  5.71E-24  2.21E-24
    15       2.77E-18  1.90E-18  1.11E-18  7.03E-19  4.17E-19  1.86E-19  9.19E-20  4.24E-20  1.41E-20  5.89E-21
             2.43E-21  7.62E-22  3.29E-22  1.47E-22  5.14E-23  2.28E-23  9.69E-24  2.92E-24  1.13E-24
    16       2.08E-18  1.42E-18  8.23E-19  5.13E-19  2.99E-19  1.29E-19  6.22E-20  2.81E-20  9.07E-21  3.72E-21
             1.51E-21  4.63E-22  1.96E-22  8.58E-23  2.95E-23  1.29E-23  5.46E-24  1.64E-24  6.31E-25
    17       1.60E-18  1.09E-18  6.21E-19  3.82E-19  2.18E-19  9.11E-20  4.28E-20  1.89E-20  5.94E-21  2.40E-21
             9.57E-22  2.88E-22  1.20E-22  5.19E-23  1.75E-23  7.61E-24  3.19E-24  9.54E-25  3.66E-25
    18       1.26E-18  8.55E-19  4.81E-19  2.91E-19  1.63E-19  6.63E-20  3.06E-20  1.33E-20  4.09E-21  1.63E-21
             6.42E-22  1.90E-22  7.78E-23  3.30E-23  1.09E-23  4.69E-24  1.95E-24  5.80E-25  2.22E-25
    19       1.03E-18  6.90E-19  3.82E-19  2.28E-19  1.25E-19  4.97E-20  2.25E-20  9.60E-21  2.91E-21  1.14E-21
             4.45E-22  1.29E-22  5.23E-23  2.18E-23  7.08E-24  3.00E-24  1.24E-24  3.65E-25  1.39E-25
    20       8.48E-19  5.66E-19  3.10E-19  1.81E-19  9.80E-20  3.80E-20  1.69E-20  7.11E-21  2.12E-21  8.23E-22
             3.17E-22  9.08E-23  3.62E-23  1.49E-23  4.72E-24  1.98E-24  8.11E-25  2.37E-25  9.00E-26
    21       7.10E-19  4.71E-19  2.54E-19  1.47E-19  7.79E-20  2.95E-20  1.29E-20  5.35E-21  1.57E-21  6.05E-22
             2.31E-22  6.52E-23  2.56E-23  1.04E-23  3.24E-24  1.34E-24  5.45E-25  1.58E-25  5.99E-26
    22       6.01E-19  3.96E-19  2.11E-19  1.20E-19  6.27E-20  2.32E-20  1.00E-20  4.10E-21  1.19E-21  4.54E-22
             1.72E-22  4.79E-23  1.86E-23  7.44E-24  2.28E-24  9.34E-25  3.76E-25  1.08E-25  4.09E-26
    23       5.06E-19  3.33E-19  1.76E-19  9.90E-20  5.09E-20  1.85E-20  7.88E-21  3.19E-21  9.12E-22  3.46E-22
             1.30E-22  3.58E-23  1.38E-23  5.44E-24  1.64E-24  6.65E-25  2.65E-25  7.58E-26  2.85E-26
    24       4.30E-19  2.81E-19  1.47E-19  8.18E-20  4.16E-20  1.48E-20  6.26E-21  2.51E-21  7.10E-22  2.67E-22
             9.98E-23  2.73E-23  1.04E-23  4.06E-24  1.21E-24  4.84E-25  1.91E-25  5.43E-26  2.04E-26
    25       3.71E-19  2.41E-19  1.24E-19  6.85E-20  3.43E-20  1.21E-20  5.03E-21  2.00E-21  5.61E-22  2.10E-22
             7.79E-23  2.11E-23  7.99E-24  3.09E-24  9.04E-25  3.59E-25  1.41E-25  3.96E-26  1.48E-26
    26       3.23E-19  2.08E-19  1.06E-19  5.76E-20  2.85E-20  9.86E-21  4.08E-21  1.61E-21  4.47E-22  1.66E-22
             6.15E-23  1.65E-23  6.22E-24  2.38E-24  6.88E-25  2.70E-25  1.05E-25  2.94E-26  1.10E-26
    27       2.84E-19  1.82E-19  9.11E-20  4.89E-20  2.39E-20  8.15E-21  3.34E-21  1.31E-21  3.61E-22  1.34E-22
             4.92E-23  1.32E-23  4.91E-24  1.87E-24  5.32E-25  2.07E-25  8.01E-26  2.22E-26  8.26E-27
    28       2.51E-19  1.60E-19  7.88E-20  4.18E-20  2.02E-20  6.79E-21  2.76E-21  1.07E-21  2.94E-22  1.08E-22
             3.98E-23  1.06E-23  3.92E-24  1.48E-24  4.17E-25  1.61E-25  6.19E-26  1.71E-26  6.32E-27
    29       2.25E-19  1.42E-19  6.92E-20  3.63E-20  1.73E-20  5.75E-21  2.32E-21  8.94E-22  2.44E-22  8.97E-23
             3.27E-23  8.66E-24  3.20E-24  1.20E-24  3.35E-25  1.28E-25  4.89E-26  1.34E-26  4.95E-27
    30       2.02E-19  1.26E-19  6.08E-20  3.15E-20  1.49E-20  4.87E-21  1.95E-21  7.48E-22  2.03E-22  7.43E-23
             2.71E-23  7.12E-24  2.62E-24  9.76E-25  2.70E-25  1.03E-25  3.89E-26  1.06E-26  3.90E-27
    31       1.81E-19  1.13E-19  5.36E-20  2.75E-20  1.28E-20  4.16E-21  1.65E-21  6.31E-22  1.70E-22  6.21E-23
             2.26E-23  5.91E-24  2.17E-24  8.02E-25  2.20E-25  8.32E-26  3.13E-26  8.48E-27  3.11E-27
    32       1.64E-19  1.01E-19  4.75E-20  2.41E-20  1.11E-20  3.56E-21  1.41E-21  5.35E-22  1.44E-22  5.23E-23
             1.89E-23  4.95E-24  1.81E-24  6.67E-25  1.82E-25  6.83E-26  2.56E-26  6.90E-27  2.52E-27
    33       1.49E-19  9.14E-20  4.24E-20  2.13E-20  9.74E-21  3.08E-21  1.21E-21  4.58E-22  1.22E-22  4.45E-23
             1.61E-23  4.19E-24  1.52E-24  5.59E-25  1.51E-25  5.64E-26  2.10E-26  5.63E-27  2.05E-27
    34       1.35E-19  8.23E-20  3.77E-20  1.87E-20  8.50E-21  2.67E-21  1.04E-21  3.92E-22  1.04E-22  3.78E-23
             1.37E-23  3.55E-24  1.29E-24  4.70E-25  1.26E-25  4.69E-26  1.74E-26  4.64E-27  1.69E-27
    35       1.24E-19  7.50E-20  3.40E-20  1.67E-20  7.53E-21  2.34E-21  9.08E-22  3.41E-22  9.04E-23  3.27E-23
             1.18E-23  3.05E-24  1.11E-24  4.03E-25  1.08E-25  4.00E-26  1.48E-26  3.93E-27  1.43E-27
    36       1.13E-19  6.79E-20  3.05E-20  1.49E-20  6.63E-21  2.04E-21  7.89E-22  2.95E-22  7.80E-23  2.82E-23
             1.01E-23  2.62E-24  9.46E-25  3.44E-25  9.15E-26  3.37E-26  1.24E-26  3.29E-27  1.19E-27
    37       1.03E-19  6.17E-20  2.74E-20  1.32E-20  5.86E-21  1.79E-21  6.89E-22  2.57E-22  6.77E-23  2.44E-23
             8.77E-24  2.26E-24  8.15E-25  2.96E-25  7.82E-26  2.87E-26  1.05E-26  2.78E-27  1.00E-27
    38       9.40E-20  5.59E-20  2.46E-20  1.18E-20  5.18E-21  1.57E-21  6.02E-22  2.24E-22  5.89E-23  2.12E-23
             7.60E-24  1.96E-24  7.04E-25  2.55E-25  6.70E-26  2.45E-26  8.97E-27  2.36E-27  8.50E-28
    39       8.65E-20  5.11E-20  2.22E-20  1.06E-20  4.62E-21  1.39E-21  5.31E-22  1.97E-22  5.17E-23  1.86E-23
             6.66E-24  1.71E-24  6.14E-25  2.22E-25  5.81E-26  2.12E-26  7.72E-27  2.02E-27  7.28E-28
    40       7.90E-20  4.64E-20  2.00E-20  9.45E-21  4.10E-21  1.23E-21  4.66E-22  1.72E-22  4.52E-23  1.62E-23
             5.81E-24  1.49E-24  5.34E-25  1.92E-25  5.03E-26  1.83E-26  6.64E-27  1.73E-27  6.23E-28
    41       7.37E-20  4.31E-20  1.84E-20  8.62E-21  3.71E-21  1.10E-21  4.18E-22  1.54E-22  4.04E-23  1.45E-23
             5.18E-24  1.33E-24  4.75E-25  1.71E-25  4.45E-26  1.61E-26  5.84E-27  1.52E-27  5.45E-28
    42       6.77E-20  3.93E-20  1.66E-20  7.74E-21  3.32E-21  9.80E-22  3.71E-22  1.37E-22  3.56E-23  1.28E-23
             4.56E-24  1.17E-24  4.18E-25  1.50E-25  3.89E-26  1.41E-26  5.08E-27  1.32E-27  4.73E-28
    43       6.24E-20  3.60E-20  1.51E-20  6.99E-21  2.98E-21  8.74E-22  3.30E-22  1.21E-22  3.16E-23  1.13E-23
             4.04E-24  1.03E-24  3.69E-25  1.32E-25  3.42E-26  1.23E-26  4.45E-27  1.15E-27  4.12E-28
    44       5.77E-20  3.31E-20  1.37E-20  6.32E-21  2.68E-21  7.83E-22  2.94E-22  1.08E-22  2.81E-23  1.01E-23
             3.59E-24  9.17E-25  3.27E-25  1.17E-25  3.02E-26  1.09E-26  3.92E-27  1.01E-27  3.62E-28
    45       5.41E-20  3.09E-20  1.27E-20  5.82E-21  2.45E-21  7.13E-22  2.67E-22  9.80E-23  2.54E-23  9.10E-24
             3.24E-24  8.29E-25  2.96E-25  1.06E-25  2.73E-26  9.82E-27  3.54E-27  9.12E-28  3.26E-28
    46       5.06E-20  2.87E-20  1.17E-20  5.33E-21  2.23E-21  6.47E-22  2.42E-22  8.85E-23  2.30E-23  8.21E-24
             2.92E-24  7.46E-25  2.66E-25  9.50E-26  2.45E-26  8.81E-27  3.17E-27  8.16E-28  2.92E-28
    47       4.67E-20  2.63E-20  1.07E-20  4.82E-21  2.01E-21  5.79E-22  2.16E-22  7.90E-23  2.05E-23  7.31E-24
