SEQ='SI'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 114332270.4   NPRNTI=10   NPRNTF=55
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             2.60E-24  6.64E-25  2.37E-25  8.44E-26  2.17E-26  7.80E-27  2.80E-27  7.20E-28  2.57E-28
    48       4.35E-20  2.44E-20  9.80E-21  4.40E-21  1.83E-21  5.25E-22  1.96E-22  7.13E-23  1.85E-23  6.59E-24
             2.34E-24  5.98E-25  2.13E-25  7.59E-26  1.95E-26  6.99E-27  2.51E-27  6.44E-28  2.30E-28
    49       4.07E-20  2.27E-20  9.05E-21  4.04E-21  1.67E-21  4.78E-22  1.78E-22  6.47E-23  1.67E-23  5.97E-24
             2.12E-24  5.41E-25  1.92E-25  6.86E-26  1.76E-26  6.31E-27  2.26E-27  5.79E-28  2.07E-28
    50       3.82E-20  2.12E-20  8.37E-21  3.72E-21  1.53E-21  4.36E-22  1.62E-22  5.89E-23  1.52E-23  5.43E-24
             1.93E-24  4.92E-25  1.75E-25  6.23E-26  1.60E-26  5.71E-27  2.04E-27  5.24E-28  1.87E-28
    51       3.59E-20  1.98E-20  7.78E-21  3.44E-21  1.41E-21  4.00E-22  1.48E-22  5.39E-23  1.39E-23  4.96E-24
             1.76E-24  4.49E-25  1.59E-25  5.68E-26  1.45E-26  5.20E-27  1.86E-27  4.75E-28  1.69E-28
    52       3.32E-20  1.82E-20  7.09E-21  3.12E-21  1.27E-21  3.60E-22  1.33E-22  4.84E-23  1.25E-23  4.44E-24
             1.58E-24  4.02E-25  1.43E-25  5.08E-26  1.30E-26  4.64E-27  1.66E-27  4.24E-28  1.51E-28
    53       3.11E-20  1.70E-20  6.56E-21  2.87E-21  1.17E-21  3.29E-22  1.22E-22  4.41E-23  1.14E-23  4.05E-24
             1.44E-24  3.66E-25  1.30E-25  4.62E-26  1.18E-26  4.21E-27  1.50E-27  3.84E-28  1.37E-28
    54       2.94E-20  1.60E-20  6.13E-21  2.67E-21  1.08E-21  3.04E-22  1.12E-22  4.06E-23  1.05E-23  3.72E-24
             1.32E-24  3.36E-25  1.19E-25  4.24E-26  1.08E-26  3.87E-27  1.38E-27  3.52E-28  1.25E-28
    55       2.74E-20  1.48E-20  5.64E-21  2.45E-21  9.88E-22  2.77E-22  1.02E-22  3.69E-23  9.48E-24  3.37E-24
             1.20E-24  3.05E-25  1.08E-25  3.84E-26  9.80E-27  3.49E-27  1.24E-27  3.18E-28  1.13E-28
    56       2.64E-20  1.42E-20  5.37E-21  2.32E-21  9.33E-22  2.60E-22  9.58E-23  3.46E-23  8.90E-24  3.17E-24
             1.12E-24  2.86E-25  1.01E-25  3.60E-26  9.18E-27  3.27E-27  1.16E-27  2.97E-28  1.05E-28
    57       2.10E-20  1.11E-20  4.07E-21  1.73E-21  6.87E-22  1.90E-22  6.94E-23  2.50E-23  6.41E-24  2.28E-24
             8.09E-25  2.05E-25  7.28E-26  2.58E-26  6.57E-27  2.34E-27  8.30E-28  2.11E-28  7.50E-29
    58       1.47E-20  7.51E-21  2.67E-21  1.11E-21  4.34E-22  1.18E-22  4.30E-23  1.54E-23  3.95E-24  1.40E-24
             4.97E-25  1.26E-25  4.46E-26  1.58E-26  4.02E-27  1.43E-27  5.06E-28  1.28E-28  4.55E-29
    59       1.07E-20  5.31E-21  1.83E-21  7.45E-22  2.88E-22  7.75E-23  2.81E-23  1.01E-23  2.57E-24  9.11E-25
             3.23E-25  8.18E-26  2.90E-26  1.03E-26  2.60E-27  9.22E-28  3.27E-28  8.30E-29  2.94E-29
    60       7.62E-21  3.67E-21  1.22E-21  4.87E-22  1.85E-22  4.94E-23  1.78E-23  6.36E-24  1.62E-24  5.74E-25
             2.03E-25  5.15E-26  1.82E-26  6.45E-27  1.64E-27  5.79E-28  2.05E-28  5.19E-29  1.84E-29
    61       5.40E-21  2.53E-21  8.15E-22  3.20E-22  1.21E-22  3.19E-23  1.15E-23  4.09E-24  1.04E-24  3.68E-25
             1.30E-25  3.30E-26  1.17E-26  4.13E-27  1.05E-27  3.70E-28  1.31E-28  3.32E-29  1.17E-29
    62       6.76E-21  3.05E-21  9.44E-22  3.64E-22  1.35E-22  3.53E-23  1.26E-23  4.50E-24  1.14E-24  4.05E-25
             1.43E-25  3.62E-26  1.28E-26  4.53E-27  1.15E-27  4.06E-28  1.43E-28  3.63E-29  1.28E-29
    63       2.55E-21  1.11E-21  3.33E-22  1.26E-22  4.64E-23  1.21E-23  4.30E-24  1.53E-24  3.88E-25  1.37E-25
             4.86E-26  1.23E-26  4.35E-27  1.54E-27  3.89E-28  1.38E-28  4.86E-29  1.23E-29  4.35E-30
    64       1.12E-21  4.68E-22  1.34E-22  4.99E-23  1.82E-23  4.68E-24  1.66E-24  5.90E-25  1.50E-25  5.30E-26
             1.87E-26  4.74E-27  1.68E-27  5.93E-28  1.50E-28  5.30E-29  1.88E-29  4.74E-30  1.68E-30
    65       1.19E-21  4.81E-22  1.34E-22  4.94E-23  1.78E-23  4.58E-24  1.63E-24  5.76E-25  1.46E-25  5.16E-26
             1.83E-26  4.62E-27  1.63E-27  5.77E-28  1.46E-28  5.17E-29  1.83E-29  4.62E-30  1.63E-30
    66       5.97E-22  2.33E-22  6.34E-23  2.30E-23  8.25E-24  2.11E-24  7.47E-25  2.65E-25  6.70E-26  2.37E-26
             8.38E-27  2.12E-27  7.50E-28  2.65E-28  6.71E-29  2.37E-29  8.38E-30  2.12E-30  7.50E-31
    67       1.12E-20  4.30E-21  1.15E-21  4.15E-22  1.48E-22  3.78E-23  1.34E-23  4.74E-24  1.20E-24  4.25E-25
             1.50E-25  3.80E-26  1.34E-26  4.75E-27  1.20E-27  4.25E-28  1.50E-28  3.80E-29  1.34E-29
    68       2.18E-21  8.12E-22  2.13E-22  7.62E-23  2.71E-23  6.88E-24  2.44E-24  8.62E-25  2.18E-25  7.72E-26
             2.73E-26  6.90E-27  2.44E-27  8.63E-28  2.18E-28  7.72E-29  2.73E-29  6.90E-30  2.44E-30
    69       3.54E-21  1.30E-21  3.39E-22  1.21E-22  4.30E-23  1.09E-23  3.86E-24  1.36E-24  3.45E-25  1.22E-25
             4.32E-26  1.09E-26  3.86E-27  1.37E-27  3.45E-28  1.22E-28  4.32E-29  1.09E-29  3.86E-30
    70       2.46E-21  8.92E-22  2.29E-22  8.15E-23  2.89E-23  7.33E-24  2.59E-24  9.17E-25  2.32E-25  8.20E-26
             2.90E-26  7.33E-27  2.59E-27  9.17E-28  2.32E-28  8.20E-29  2.90E-29  7.34E-30  2.59E-30
    71       5.55E-21  2.00E-21  5.11E-22  1.81E-22  6.43E-23  1.63E-23  5.76E-24  2.04E-24  5.15E-25  1.82E-25
             6.44E-26  1.63E-26  5.76E-27  2.04E-27  5.15E-28  1.82E-28  6.44E-29  1.63E-29  5.76E-30
    72       8.91E-21  3.18E-21  8.08E-22  2.86E-22  1.01E-22  2.56E-23  9.07E-24  3.21E-24  8.11E-25  2.87E-25
             1.01E-25  2.56E-26  9.07E-27  3.21E-27  8.11E-28  2.87E-28  1.01E-28  2.56E-29  9.07E-30
    73       3.28E-20  1.17E-20  2.96E-21  1.05E-21  3.71E-22  9.38E-23  3.32E-23  1.17E-23  2.97E-24  1.05E-24
             3.71E-25  9.38E-26  3.32E-26  1.17E-26  2.97E-27  1.05E-27  3.71E-28  9.38E-29  3.32E-29
    74       8.53E-20  3.02E-20  7.65E-21  2.70E-21  9.56E-22  2.42E-22  8.56E-23  3.02E-23  7.65E-24  2.71E-24
             9.57E-25  2.42E-25  8.56E-26  3.02E-26  7.65E-27  2.71E-27  9.57E-28  2.42E-28  8.56E-29

                                                                                     --------------------------
                                                                                     PRTF= 5  LVLPRT= (4P  2.5)
   ILREP
   -----
     7       1.83E-17  1.30E-17  8.20E-18  5.81E-18  4.11E-18  2.62E-18  1.87E-18  1.35E-18  8.90E-19  6.64E-19
             5.05E-19  3.60E-19  2.79E-19  2.12E-19  1.38E-19  9.19E-20  5.64E-20  2.58E-20  1.29E-20
     8       2.11E-14  1.49E-14  9.45E-15  6.70E-15  4.76E-15  3.06E-15  2.21E-15  1.63E-15  1.14E-15  9.13E-16
             7.43E-16  5.49E-16  4.02E-16  2.66E-16  1.30E-16  6.66E-17  3.10E-17  1.00E-17  3.98E-18
     9       1.56E-14  1.10E-14  6.96E-15  4.91E-15  3.46E-15  2.16E-15  1.50E-15  1.02E-15  5.90E-16  3.67E-16
             2.14E-16  9.26E-17  4.47E-17  2.00E-17  6.25E-18  2.44E-18  9.22E-19  2.45E-19  8.80E-20
    10       1.10E-14  7.73E-15  4.86E-15  3.41E-15  2.37E-15  1.43E-15  9.36E-16  5.84E-16  2.80E-16  1.45E-16
             6.90E-17  2.27E-17  9.10E-18  3.47E-18  9.28E-19  3.35E-19  1.20E-19  3.05E-20  1.08E-20
    11       4.95E-19  3.50E-19  2.21E-19  1.56E-19  1.11E-19  7.01E-20  4.98E-20  3.54E-20  2.27E-20  1.64E-20
             1.20E-20  8.14E-21  6.15E-21  4.59E-21  2.95E-21  1.96E-21  1.20E-21  5.48E-22  2.73E-22
    12       1.00E-15  7.07E-16  4.47E-16  3.17E-16  2.24E-16  1.43E-16  1.02E-16  7.39E-17  5.01E-17  3.89E-17
             3.08E-17  2.22E-17  1.62E-17  1.06E-17  5.18E-18  2.66E-18  1.24E-18  3.99E-19  1.58E-19
    13       2.64E-16  1.86E-16  1.18E-16  8.29E-17  5.83E-17  3.62E-17  2.49E-17  1.68E-17  9.48E-18  5.80E-18
             3.33E-18  1.43E-18  6.85E-19  3.06E-19  9.54E-20  3.73E-20  1.41E-20  3.73E-21  1.34E-21
    14       3.07E-15  2.16E-15  1.36E-15  9.50E-16  6.57E-16  3.92E-16  2.54E-16  1.55E-16  7.25E-17  3.69E-17
             1.72E-17  5.58E-18  2.22E-18  8.43E-19  2.24E-19  8.09E-20  2.89E-20  7.36E-21  2.61E-21
    16       6.09E-20  4.31E-20  2.72E-20  1.92E-20  1.35E-20  8.49E-21  5.93E-21  4.12E-21  2.52E-21  1.74E-21
             1.22E-21  7.96E-22  5.88E-22  4.33E-22  2.75E-22  1.82E-22  1.12E-22  5.08E-23  2.54E-23
    17       1.45E-16  1.02E-16  6.47E-17  4.56E-17  3.21E-17  2.00E-17  1.40E-17  9.76E-18  6.22E-18  4.60E-18
             3.51E-18  2.45E-18  1.76E-18  1.15E-18  5.58E-19  2.85E-19  1.33E-19  4.29E-20  1.70E-20
    18       4.64E-17  3.27E-17  2.06E-17  1.45E-17  1.01E-17  6.22E-18  4.20E-18  2.77E-18  1.50E-18  8.96E-19
             5.03E-19  2.11E-19  1.00E-19  4.45E-20  1.38E-20  5.39E-21  2.03E-21  5.38E-22  1.94E-22
    19       4.62E-16  3.26E-16  2.04E-16  1.42E-16  9.77E-17  5.72E-17  3.64E-17  2.18E-17  9.81E-18  4.87E-18
             2.23E-18  7.11E-19  2.80E-19  1.06E-19  2.81E-20  1.01E-20  3.62E-21  9.21E-22  3.26E-22
    22       1.35E-20  9.57E-21  6.03E-21  4.24E-21  2.97E-21  1.83E-21  1.25E-21  8.40E-22  4.87E-22  3.22E-22
             2.17E-22  1.35E-22  9.79E-23  7.13E-23  4.50E-23  2.97E-23  1.82E-23  8.27E-24  4.12E-24
    23       2.67E-17  1.89E-17  1.19E-17  8.32E-18  5.79E-18  3.52E-18  2.37E-18  1.59E-18  9.41E-19  6.59E-19
             4.82E-19  3.26E-19  2.31E-19  1.51E-19  7.28E-20  3.72E-20  1.73E-20  5.57E-21  2.21E-21
    24       1.37E-17  9.63E-18  6.05E-18  4.23E-18  2.94E-18  1.76E-18  1.16E-18  7.43E-19  3.86E-19  2.23E-19
             1.22E-19  5.00E-20  2.36E-20  1.04E-20  3.21E-21  1.25E-21  4.70E-22  1.24E-22  4.48E-23
    25       8.06E-17  5.68E-17  3.54E-17  2.46E-17  1.67E-17  9.59E-18  5.95E-18  3.46E-18  1.50E-18  7.27E-19
             3.27E-19  1.02E-19  4.01E-20  1.51E-20  3.99E-21  1.44E-21  5.12E-22  1.30E-22  4.62E-23
    29       4.25E-21  2.99E-21  1.88E-21  1.32E-21  9.13E-22  5.49E-22  3.65E-22  2.36E-22  1.29E-22  8.13E-23
             5.26E-23  3.16E-23  2.25E-23  1.62E-23  1.02E-23  6.70E-24  4.08E-24  1.86E-24  9.26E-25
    30       9.37E-18  6.60E-18  4.13E-18  2.87E-18  1.97E-18  1.16E-18  7.52E-19  4.78E-19  2.63E-19  1.74E-19
             1.22E-19  7.96E-20  5.58E-20  3.61E-20  1.74E-20  8.86E-21  4.12E-21  1.33E-21  5.26E-22
    31       5.30E-18  3.73E-18  2.34E-18  1.62E-18  1.11E-18  6.52E-19  4.18E-19  2.57E-19  1.27E-19  7.11E-20
             3.80E-20  1.52E-20  7.09E-21  3.10E-21  9.54E-22  3.71E-22  1.39E-22  3.68E-23  1.32E-23
    32       3.68E-17  2.59E-17  1.61E-17  1.11E-17  7.45E-18  4.16E-18  2.51E-18  1.41E-18  5.88E-19  2.78E-19
             1.22E-19  3.77E-20  1.46E-20  5.49E-21  1.45E-21  5.20E-22  1.85E-22  4.71E-23  1.67E-23
    37       1.68E-21  1.18E-21  7.39E-22  5.14E-22  3.52E-22  2.06E-22  1.32E-22  8.20E-23  4.22E-23  2.55E-23
             1.59E-23  9.19E-24  6.43E-24  4.59E-24  2.86E-24  1.88E-24  1.15E-24  5.22E-25  2.60E-25
    38       4.01E-18  2.82E-18  1.75E-18  1.21E-18  8.15E-19  4.62E-19  2.88E-19  1.74E-19  8.88E-20  5.58E-20
             3.74E-20  2.36E-20  1.63E-20  1.05E-20  5.02E-21  2.56E-21  1.19E-21  3.83E-22  1.52E-22
    39       2.46E-18  1.73E-18  1.08E-18  7.42E-19  5.01E-19  2.85E-19  1.77E-19  1.05E-19  4.94E-20  2.67E-20
             1.39E-20  5.44E-21  2.51E-21  1.09E-21  3.34E-22  1.29E-22  4.85E-23  1.28E-23  4.61E-24
    40       1.99E-17  1.39E-17  8.61E-18  5.87E-18  3.89E-18  2.11E-18  1.23E-18  6.72E-19  2.69E-19  1.24E-19
             5.35E-20  1.62E-20  6.25E-21  2.33E-21  6.12E-22  2.20E-22  7.83E-23  1.99E-23  7.04E-24
    46       7.84E-22  5.51E-22  3.43E-22  2.36E-22  1.59E-22  9.02E-23  5.60E-23  3.33E-23  1.62E-23  9.37E-24
             5.63E-24  3.14E-24  2.16E-24  1.53E-24  9.49E-25  6.23E-25  3.79E-25  1.72E-25  8.59E-26
    47       1.99E-18  1.40E-18  8.62E-19  5.87E-19  3.89E-19  2.12E-19  1.27E-19  7.29E-20  3.47E-20  2.07E-20
             1.33E-20  8.08E-21  5.51E-21  3.52E-21  1.68E-21  8.56E-22  3.97E-22  1.28E-22  5.07E-23
    48       1.29E-18  9.02E-19  5.58E-19  3.81E-19  2.53E-19  1.39E-19  8.37E-20  4.78E-20  2.14E-20  1.12E-20
             5.69E-21  2.18E-21  9.94E-22  4.29E-22  1.30E-22  5.05E-23  1.89E-23  4.99E-24  1.79E-24
    49       1.16E-17  8.12E-18  4.98E-18  3.36E-18  2.19E-18  1.15E-18  6.52E-19  3.44E-19  1.32E-19  5.95E-20
             2.53E-20  7.54E-21  2.88E-21  1.07E-21  2.80E-22  1.00E-22  3.58E-23  9.09E-24  3.22E-24

   INREP
   -----
     4       4.77E-14  3.37E-14  2.13E-14  1.50E-14  1.06E-14  6.65E-15  4.65E-15  3.24E-15  2.01E-15  1.42E-15
             1.02E-15  6.62E-16  4.55E-16  2.89E-16  1.37E-16  6.94E-17  3.21E-17  1.03E-17  4.09E-18
     5       4.33E-15  3.06E-15  1.92E-15  1.35E-15  9.40E-16  5.71E-16  3.81E-16  2.46E-16  1.32E-16  8.13E-17
             5.11E-17  2.90E-17  1.89E-17  1.17E-17  5.48E-18  2.77E-18  1.28E-18  4.10E-19  1.63E-19
     6       6.54E-16  4.61E-16  2.89E-16  2.02E-16  1.40E-16  8.35E-17  5.46E-17  3.43E-17  1.75E-17  1.03E-17
             6.21E-18  3.35E-18  2.12E-18  1.29E-18  5.98E-19  3.00E-19  1.38E-19  4.43E-20  1.75E-20
     7       1.21E-16  8.53E-17  5.34E-17  3.71E-17  2.55E-17  1.49E-17  9.49E-18  5.79E-18  2.83E-18  1.61E-18
             9.27E-19  4.75E-19  2.93E-19  1.75E-19  7.96E-20  3.97E-20  1.82E-20  5.82E-21  2.30E-21
     8       5.15E-17  3.62E-17  2.26E-17  1.56E-17  1.05E-17  5.97E-18  3.68E-18  2.15E-18  9.78E-19  5.22E-19
             2.81E-19  1.32E-19  7.69E-20  4.44E-20  1.97E-20  9.72E-21  4.43E-21  1.41E-21  5.56E-22
     9       2.63E-17  1.85E-17  1.14E-17  7.82E-18  5.21E-18  2.85E-18  1.70E-18  9.51E-19  4.07E-19  2.06E-19
             1.04E-19  4.49E-20  2.48E-20  1.38E-20  5.93E-21  2.89E-21  1.31E-21  4.15E-22  1.63E-22
    10       1.49E-17  1.04E-17  6.40E-18  4.33E-18  2.83E-18  1.50E-18  8.63E-19  4.65E-19  1.88E-19  9.13E-20
             4.41E-20  1.77E-20  9.30E-21  4.98E-21  2.08E-21  1.00E-21  4.50E-22  1.42E-22  5.56E-23
    11       9.07E-18  6.33E-18  3.86E-18  2.58E-18  1.66E-18  8.47E-19  4.71E-19  2.45E-19  9.47E-20  4.42E-20
             2.05E-20  7.77E-21  3.92E-21  2.03E-21  8.23E-22  3.92E-22  1.75E-22  5.46E-23  2.14E-23
    12       5.88E-18  4.09E-18  2.47E-18  1.63E-18  1.03E-18  5.07E-19  2.73E-19  1.38E-19  5.10E-20  2.31E-20
             1.04E-20  3.74E-21  1.82E-21  9.13E-22  3.60E-22  1.69E-22  7.48E-23  2.33E-23  9.10E-24
    13       4.00E-18  2.77E-18  1.66E-18  1.08E-18  6.68E-19  3.19E-19  1.67E-19  8.15E-20  2.91E-20  1.28E-20
             5.60E-21  1.94E-21  9.13E-22  4.45E-22  1.71E-22  7.94E-23  3.48E-23  1.08E-23  4.21E-24
    14       2.85E-18  1.97E-18  1.16E-18  7.47E-19  4.53E-19  2.09E-19  1.06E-19  5.06E-20  1.74E-20  7.51E-21
             3.20E-21  1.07E-21  4.90E-22  2.32E-22  8.71E-23  3.99E-23  1.74E-23  5.35E-24  2.08E-24
    15       2.10E-18  1.45E-18  8.46E-19  5.36E-19  3.18E-19  1.42E-19  7.06E-20  3.27E-20  1.09E-20  4.61E-21
             1.92E-21  6.19E-22  2.74E-22  1.26E-22  4.57E-23  2.06E-23  8.88E-24  2.71E-24  1.05E-24
    16       1.60E-18  1.10E-18  6.35E-19  3.96E-19  2.31E-19  1.00E-19  4.84E-20  2.19E-20  7.12E-21  2.94E-21
             1.20E-21  3.77E-22  1.63E-22  7.36E-23  2.61E-23  1.16E-23  4.96E-24  1.50E-24  5.82E-25
    17       1.24E-18  8.45E-19  4.83E-19  2.97E-19  1.70E-19  7.12E-20  3.36E-20  1.48E-20  4.70E-21  1.91E-21
             7.68E-22  2.36E-22  1.00E-22  4.44E-23  1.54E-23  6.80E-24  2.89E-24  8.70E-25  3.35E-25
    18       9.90E-19  6.69E-19  3.77E-19  2.28E-19  1.28E-19  5.22E-20  2.42E-20  1.05E-20  3.26E-21  1.30E-21
             5.17E-22  1.55E-22  6.49E-23  2.81E-23  9.57E-24  4.17E-24  1.76E-24  5.25E-25  2.02E-25
    19       8.06E-19  5.41E-19  3.00E-19  1.79E-19  9.85E-20  3.92E-20  1.78E-20  7.61E-21  2.32E-21  9.15E-22
             3.59E-22  1.06E-22  4.34E-23  1.85E-23  6.14E-24  2.64E-24  1.10E-24  3.28E-25  1.26E-25
    20       6.69E-19  4.47E-19  2.44E-19  1.43E-19  7.76E-20  3.01E-20  1.35E-20  5.66E-21  1.69E-21  6.62E-22
             2.56E-22  7.42E-23  3.00E-23  1.25E-23  4.08E-24  1.74E-24  7.18E-25  2.12E-25  8.08E-26
    21       5.62E-19  3.73E-19  2.01E-19  1.16E-19  6.18E-20  2.34E-20  1.03E-20  4.28E-21  1.26E-21  4.87E-22
             1.87E-22  5.33E-23  2.12E-23  8.74E-24  2.79E-24  1.17E-24  4.80E-25  1.41E-25  5.36E-26
    22       4.76E-19  3.15E-19  1.68E-19  9.55E-20  4.99E-20  1.85E-20  8.01E-21  3.28E-21  9.54E-22  3.65E-22
             1.39E-22  3.91E-23  1.54E-23  6.24E-24  1.95E-24  8.10E-25  3.29E-25  9.57E-26  3.63E-26
    23       4.02E-19  2.65E-19  1.40E-19  7.88E-20  4.06E-20  1.48E-20  6.31E-21  2.56E-21  7.34E-22  2.79E-22
             1.05E-22  2.93E-23  1.14E-23  4.55E-24  1.40E-24  5.74E-25  2.31E-25  6.67E-26  2.52E-26
    24       3.42E-19  2.24E-19  1.17E-19  6.53E-20  3.32E-20  1.19E-20  5.02E-21  2.01E-21  5.72E-22  2.16E-22
             8.08E-23  2.23E-23  8.57E-24  3.39E-24  1.02E-24  4.15E-25  1.66E-25  4.74E-26  1.79E-26
    25       2.95E-19  1.92E-19  9.91E-20  5.46E-20  2.74E-20  9.64E-21  4.03E-21  1.60E-21  4.51E-22  1.69E-22
             6.30E-23  1.72E-23  6.56E-24  2.56E-24  7.63E-25  3.06E-25  1.21E-25  3.45E-26  1.29E-26
    26       2.58E-19  1.66E-19  8.46E-20  4.60E-20  2.28E-20  7.90E-21  3.27E-21  1.29E-21  3.60E-22  1.34E-22
             4.98E-23  1.35E-23  5.10E-24  1.97E-24  5.78E-25  2.30E-25  9.03E-26  2.55E-26  9.53E-27
    27       2.27E-19  1.45E-19  7.28E-20  3.91E-20  1.91E-20  6.54E-21  2.68E-21  1.05E-21  2.91E-22  1.08E-22
             3.98E-23  1.07E-23  4.02E-24  1.54E-24  4.46E-25  1.76E-25  6.86E-26  1.92E-26  7.16E-27
    28       2.02E-19  1.28E-19  6.34E-20  3.36E-20  1.63E-20  5.47E-21  2.23E-21  8.66E-22  2.38E-22  8.80E-23
             3.23E-23  8.64E-24  3.22E-24  1.23E-24  3.50E-25  1.37E-25  5.29E-26  1.47E-26  5.46E-27
    29       1.79E-19  1.13E-19  5.52E-20  2.90E-20  1.39E-20  4.60E-21  1.86E-21  7.18E-22  1.96E-22  7.22E-23
             2.64E-23  7.01E-24  2.60E-24  9.83E-25  2.78E-25  1.07E-25  4.13E-26  1.14E-26  4.22E-27
    30       1.61E-19  1.01E-19  4.86E-20  2.52E-20  1.19E-20  3.90E-21  1.56E-21  6.01E-22  1.63E-22  5.99E-23
             2.18E-23  5.77E-24  2.13E-24  7.99E-25  2.23E-25  8.57E-26  3.27E-26  8.98E-27  3.31E-27
    31       1.45E-19  9.03E-20  4.29E-20  2.20E-20  1.03E-20  3.33E-21  1.33E-21  5.07E-22  1.37E-22  5.01E-23
             1.82E-23  4.79E-24  1.76E-24  6.56E-25  1.82E-25  6.92E-26  2.63E-26  7.16E-27  2.64E-27
    32       1.31E-19  8.09E-20  3.80E-20  1.93E-20  8.92E-21  2.86E-21  1.13E-21  4.29E-22  1.15E-22  4.21E-23
             1.53E-23  4.00E-24  1.46E-24  5.42E-25  1.49E-25  5.61E-26  2.11E-26  5.72E-27  2.10E-27
    33       1.19E-19  7.30E-20  3.39E-20  1.70E-20  7.80E-21  2.47E-21  9.71E-22  3.68E-22  9.84E-23  3.58E-23
             1.30E-23  3.38E-24  1.23E-24  4.56E-25  1.24E-25  4.67E-26  1.75E-26  4.72E-27  1.73E-27
    34       1.08E-19  6.59E-20  3.02E-20  1.50E-20  6.82E-21  2.14E-21  8.36E-22  3.15E-22  8.40E-23  3.05E-23
             1.10E-23  2.87E-24  1.04E-24  3.83E-25  1.04E-25  3.88E-26  1.45E-26  3.88E-27  1.42E-27
    35       9.84E-20  5.97E-20  2.71E-20  1.33E-20  6.00E-21  1.87E-21  7.25E-22  2.72E-22  7.23E-23  2.62E-23
             9.44E-24  2.45E-24  8.90E-25  3.26E-25  8.76E-26  3.26E-26  1.21E-26  3.23E-27  1.18E-27
    36       8.99E-20  5.42E-20  2.43E-20  1.19E-20  5.30E-21  1.63E-21  6.31E-22  2.36E-22  6.26E-23  2.26E-23
             8.14E-24  2.11E-24  7.63E-25  2.78E-25  7.44E-26  2.76E-26  1.02E-26  2.71E-27  9.85E-28
    37       8.23E-20  4.93E-20  2.19E-20  1.06E-20  4.69E-21  1.43E-21  5.52E-22  2.06E-22  5.44E-23  1.96E-23
             7.05E-24  1.82E-24  6.58E-25  2.39E-25  6.36E-26  2.35E-26  8.65E-27  2.29E-27  8.31E-28
    38       7.55E-20  4.49E-20  1.97E-20  9.47E-21  4.16E-21  1.26E-21  4.84E-22  1.80E-22  4.74E-23  1.71E-23
             6.14E-24  1.58E-24  5.70E-25  2.07E-25  5.47E-26  2.01E-26  7.38E-27  1.95E-27  7.05E-28
    39       6.95E-20  4.11E-20  1.79E-20  8.52E-21  3.72E-21  1.12E-21  4.28E-22  1.59E-22  4.17E-23  1.50E-23
             5.38E-24  1.39E-24  4.98E-25  1.80E-25  4.75E-26  1.74E-26  6.37E-27  1.67E-27  6.05E-28
    40       6.41E-20  3.77E-20  1.62E-20  7.68E-21  3.33E-21  9.96E-22  3.79E-22  1.40E-22  3.68E-23  1.32E-23
             4.74E-24  1.22E-24  4.37E-25  1.58E-25  4.15E-26  1.51E-26  5.52E-27  1.45E-27  5.22E-28
    41       5.97E-20  3.49E-20  1.49E-20  6.99E-21  3.01E-21  8.96E-22  3.40E-22  1.26E-22  3.28E-23  1.18E-23
             4.22E-24  1.08E-24  3.88E-25  1.40E-25  3.66E-26  1.33E-26  4.85E-27  1.27E-27  4.56E-28
    42       5.45E-20  3.17E-20  1.34E-20  6.25E-21  2.68E-21  7.91E-22  2.99E-22  1.10E-22  2.88E-23  1.03E-23
             3.69E-24  9.47E-25  3.39E-25  1.22E-25  3.18E-26  1.16E-26  4.20E-27  1.09E-27  3.93E-28
    43       5.05E-20  2.92E-20  1.22E-20  5.66E-21  2.41E-21  7.09E-22  2.67E-22  9.83E-23  2.56E-23  9.18E-24
             3.28E-24  8.40E-25  3.01E-25  1.08E-25  2.81E-26  1.02E-26  3.69E-27  9.59E-28  3.44E-28
    44       4.68E-20  2.69E-20  1.12E-20  5.14E-21  2.18E-21  6.37E-22  2.40E-22  8.80E-23  2.29E-23  8.20E-24
             2.93E-24  7.49E-25  2.68E-25  9.60E-26  2.49E-26  9.02E-27  3.26E-27  8.46E-28  3.03E-28
    45       4.39E-20  2.51E-20  1.03E-20  4.72E-21  1.99E-21  5.79E-22  2.17E-22  7.96E-23  2.07E-23  7.40E-24
             2.64E-24  6.75E-25  2.41E-25  8.63E-26  2.24E-26  8.07E-27  2.91E-27  7.54E-28  2.70E-28
    46       4.06E-20  2.31E-20  9.42E-21  4.28E-21  1.80E-21  5.20E-22  1.95E-22  7.13E-23  1.85E-23  6.61E-24
             2.36E-24  6.02E-25  2.15E-25  7.69E-26  1.99E-26  7.17E-27  2.59E-27  6.69E-28  2.39E-28
    47       3.77E-20  2.13E-20  8.63E-21  3.90E-21  1.63E-21  4.69E-22  1.75E-22  6.40E-23  1.66E-23  5.93E-24
             2.11E-24  5.39E-25  1.92E-25  6.87E-26  1.77E-26  6.38E-27  2.30E-27  5.92E-28  2.12E-28
    48       3.52E-20  1.97E-20  7.93E-21  3.57E-21  1.48E-21  4.25E-22  1.59E-22  5.78E-23  1.50E-23  5.35E-24
             1.90E-24  4.86E-25  1.73E-25  6.18E-26  1.59E-26  5.72E-27  2.05E-27  5.29E-28  1.89E-28
