    1                  1s    1    0  s    2               0.000               0.000
    2                  2s    2    0  s    2        16166518.000               0.000
    3                  2p    2    1  p    6        16175422.333               0.000
    4                  3s    3    0  s    2        19164760.000               0.000
    5                  3p    3    1  p    6        19167396.000               0.000
    6                  3d    3    2  d   10        19169622.000               0.000
    7                  4s    4    0  s    2        20213606.000               0.000
    8                  4p    4    1  p    6        20214718.000               0.000
    9                  4d    4    2  d   10        20215656.800               0.000
   10                  4f    4    3  f   14        20216058.000               0.000
   11                  5s    5    0  s    2        20698836.000               0.000
   12                  5p    5    1  p    6        20699404.000               0.000
   13                  5d    5    2  d   10        20699884.000               0.000
   14                  5f    5    3  f   14        20700090.857               0.000
   15                  5g    5    4  g   18        20700204.889               0.000
 -1
%filename: si_14.fblvl
%energy levels: NIST Atomic Spectra Database Version 2.0
%comment: free-bound data file developed from .elvlc file
%produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration 
%
% Ken Dere - Jul 17 2002
 -1
