SEQ='SI'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  87051892.1   NPRNTI= 5   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2 3P1             (2)1( 0.5)        0.0 
     2          3S2 3P1             (2)1( 1.5)      777.3 
   261     1    3S2 3P1 8I1         (1)5( 5.0)   121170.1*
   262     1    3S2 3P1 8I1         (3)5( 6.0)   121170.1*
   263     1    3S2 3P1 8H1         (3)5( 5.0)   121170.4*
   264     1    3S2 3P1 8I1         (3)7( 6.0)   121170.4*
   265     1    3S2 3P1 8H1         (3)6( 5.0)   121170.4*
   266     1    3S2 3P1 8I1         (3)7( 7.0)   121170.5*
   267     1    3S2 3P1 8H1         (3)6( 6.0)   121170.8*
   268     1    3S2 3P1 8H1         (1)4( 4.0)   121170.9*
   269     1    3S2 3P1 8F1         (3)3( 2.0)   121197.9*
   270     2    3S2 3P1 8F1         (1)3( 3.0)   121771.0*     0.00E+00
   271     2    3S2 3P1 8F1         (3)3( 4.0)   121831.2*     0.00E+00
   272     2    3S2 3P1 8F1         (3)4( 5.0)   121857.5*     0.00E+00
   273     2    3S2 3P1 8G1         (3)4( 4.0)   121897.1*     0.00E+00
   274     2    3S2 3P1 8G1         (3)4( 5.0)   121903.5*     0.00E+00
   275     2    3S2 3P1 8G1         (3)3( 4.0)   121947.0*     0.00E+00
   276     2    3S2 3P1 8G1         (1)3( 3.0)   121954.5*     0.00E+00
   277     2    3S2 3P1 8F1         (3)2( 3.0)   121965.5*     0.00E+00
   278     2    3S2 3P1 8H1         (1)5( 5.0)   121968.2*     0.00E+00
   279     2    3S2 3P1 8H1         (3)5( 6.0)   121968.5*     0.00E+00
   280     2    3S2 3P1 8I1         (1)6( 6.0)   121980.9*     0.00E+00
   281     2    3S2 3P1 8I1         (3)6( 7.0)   121981.0*     0.00E+00
   282     2    3S2 3P1 8H1         (3)4( 5.0)   121985.9*     0.00E+00
   283     2    3S2 3P1 8H1         (3)5( 4.0)   121986.2*     0.00E+00
   284     2    3S2 3P1 8I1         (3)6( 5.0)   121989.0*     0.00E+00
   285     2    3S2 3P1 8I1         (3)6( 6.0)   121989.0*     0.00E+00
   286     2    3S2 3P1 8G1         (3)5( 6.0)   122005.1*     0.00E+00
   287     2    3S2 3P1 8I1         (1)7( 7.0)   122013.2*     0.00E+00
   288     2    3S2 3P1 8I1         (3)7( 8.0)   122013.3*     0.00E+00
   289     2    3S2 3P1 8I1         (3)5( 4.0)   122021.0*     0.00E+00
   290     2    3S2 3P1 8I1         (3)5( 5.0)   122021.0*     0.00E+00
   291     2    3S2 3P1 8H1         (3)6( 7.0)   122022.6*     0.00E+00
   292     2    3S2 3P1 8H1         (1)6( 6.0)   122023.1*     0.00E+00
   293     2    3S2 3P1 8G1         (1)5( 5.0)   122023.3*     0.00E+00
   294     2    3S2 3P1 8F1         (3)2( 2.0)   122035.6*     0.00E+00
   295     2    3S2 3P1 8H1         (3)4( 3.0)   122039.9*     0.00E+00
   296     2    3S2 3P1 8H1         (3)4( 4.0)   122040.7*     0.00E+00
   297     2    3S2 3P1 8G1         (3)3( 2.0)   122052.6*     0.00E+00
   298     2    3S2 3P1 8G1         (3)3( 3.0)   122063.3*     0.00E+00
   299     2    3S2 3P1 8F1         (3)2( 1.0)   122122.0*     0.00E+00
   300     2    3S2 3P1 8F1         (1)4( 4.0)   122370.2*     0.00E+00
   301     2    3S2 3P1 8F1         (1)2( 2.0)   122429.9*     0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP= 55
   -------------------------------
   ILREP   N   L  M'-M =    2-1       3-1       4-1       5-1       3-2       4-2       5-2       4-3
   -----   -   -  ----      5-3       5-4
     1     1   0       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     2     2   0       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     3     2   1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     4     3   0       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     5     3   1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     6     3   2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
     7     4   0       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
                       0.00E+00  0.00E+00
