SEQ='AL'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86544137.0   NPRNTI= 4   NPRNTF= 9
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   231     9    2P6 3S1 3D2         (4)3( 2.5)   376093.7*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   232     9    2P6 3S1 3D2         (4)3( 3.5)   376123.8*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   233     9    2P6 3S1 3D2         (4)3( 4.5)   376162.3*     0.00E+00  0.00E+00  0.00E+00  0.00E+00
   234     3    2P6 3S1 3P1 5G1     (4)4( 5.5)   376162.5*     0.00E+00  0.00E+00
   235     3    2P6 3S1 3P1 5G1     (2)4( 4.5)   376167.8*     0.00E+00  0.00E+00
   236     4    2P6 3S1 3P1 5F1     (4)2( 3.5)   376576.4*     0.00E+00  0.00E+00  0.00E+00
   237     4    2P6 3S1 3P1 5F1     (4)2( 2.5)   376793.8*     0.00E+00  0.00E+00  0.00E+00
   238     3    2P6 3S1 3P1 5G1     (4)5( 3.5)   376927.3*     0.00E+00  0.00E+00
   239     4    2P6 3S1 3P1 5F1     (4)2( 1.5)   376956.8*     0.00E+00  0.00E+00  0.00E+00
   240     3    2P6 3S1 3P1 5G1     (4)5( 4.5)   376978.5*     0.00E+00  0.00E+00
   241     4    2P6 3S1 3P1 5F1     (4)2( 0.5)   377052.3*     0.00E+00  0.00E+00  0.00E+00
   242     4    2P6 3S1 3P1 5F1     (2)4( 3.5)   377276.8*     0.00E+00  0.00E+00  0.00E+00
   243     4    2P6 3S1 3P1 5G1     (4)5( 5.5)   377316.6*     0.00E+00  0.00E+00  0.00E+00
   244     4    2P6 3S1 3P1 5G1     (2)5( 4.5)   377341.1*     0.00E+00  0.00E+00  0.00E+00
   245     4    2P6 3S1 3P1 5G1     (4)3( 4.5)   377444.6*     0.00E+00  0.00E+00  0.00E+00
   246     4    2P6 3S1 3P1 5G1     (2)3( 3.5)   377498.4*     0.00E+00  0.00E+00  0.00E+00
   247     4    2P6 3S1 3P1 5G1     (4)5( 6.5)   377595.5*     0.00E+00  0.00E+00  0.00E+00
   248     4    2P6 3S1 3P1 5G1     (2)5( 5.5)   377684.4*     0.00E+00  0.00E+00  0.00E+00
   249     4    2P6 3S1 3P1 5G1     (4)3( 2.5)   377751.4*     0.00E+00  0.00E+00  0.00E+00
   250     4    2P6 3S1 3P1 5G1     (4)3( 3.5)   377752.1*     0.00E+00  0.00E+00  0.00E+00
   251     4    2P6 3S1 3P1 5F1     (2)4( 4.5)   377760.5*     0.00E+00  0.00E+00  0.00E+00
   252     4    2P6 3S1 3P1 5F1     (2)2( 2.5)   377881.8*     0.00E+00  0.00E+00  0.00E+00
   253     4    2P6 3S1 3P1 5G1     (4)3( 1.5)   377908.7*     0.00E+00  0.00E+00  0.00E+00
   254     4    2P6 3S1 3P1 5G1     (2)3( 2.5)   377976.1*     0.00E+00  0.00E+00  0.00E+00
   255     4    2P6 3S1 3P1 5F1     (2)2( 1.5)   378222.6*     0.00E+00  0.00E+00  0.00E+00
   256     2    2P6 3S1 3P1 6P1     (4)2( 0.5)   383047.3*     0.00E+00
   257     2    2P6 3S1 3P1 6P1     (4)2( 1.5)   383229.3*     0.00E+00
   258     3    2P6 3S1 3P1 6P1     (4)2( 2.5)   383512.0*     0.00E+00  0.00E+00
   259     3    2P6 3S1 3P1 6P1     (2)1( 0.5)   383574.0*     0.00E+00  0.00E+00
   260     3    2P6 3S1 3P1 6P1     (2)1( 1.5)   383652.1*     0.00E+00  0.00E+00
   261     3    2P6 3S1 3P1 6P1     (4)1( 0.5)   383856.6*     0.00E+00  0.00E+00
   262     4    2P6 3S1 3P1 6P1     (4)2( 3.5)   384036.2*     0.00E+00  0.00E+00  0.00E+00
   263     3    2P6 3S1 3P1 6P1     (4)1( 1.5)   384091.4*     0.00E+00  0.00E+00
   264     4    2P6 3S1 3P1 6P1     (4)1( 2.5)   384382.3*     0.00E+00  0.00E+00  0.00E+00
   265     4    2P6 3S1 3P1 6P1     (4)0( 1.5)   384808.0*     0.00E+00  0.00E+00  0.00E+00
   266     4    2P6 3S1 3P1 6P1     (2)2( 1.5)   385149.7*     0.00E+00  0.00E+00  0.00E+00
   267     4    2P6 3S1 3P1 6P1     (2)2( 2.5)   385668.3*     0.00E+00  0.00E+00  0.00E+00
   268     4    2P6 3S1 3P1 6P1     (2)0( 0.5)   387082.3*     0.00E+00  0.00E+00  0.00E+00
   269     2    2P6 3S1 3P1 7S1     (4)1( 0.5)   392941.8*     0.00E+00
   270     3    2P6 3S1 3P1 7S1     (4)1( 1.5)   393257.1*     0.00E+00  0.00E+00
   271     2    2P6 3S1 3P1 6D1     (4)3( 1.5)   393373.7*     0.00E+00
   272     2    2P6 3S1 3P1 6D1     (4)2( 2.5)   393424.8*     0.00E+00
   273     3    2P6 3S1 3P1 6D1     (4)2( 0.5)   393589.2*     0.00E+00  0.00E+00
   274     3    2P6 3S1 3P1 6D1     (4)2( 3.5)   393659.3*     0.00E+00  0.00E+00
   275     3    2P6 3S1 3P1 6D1     (4)2( 1.5)   393677.8*     0.00E+00  0.00E+00
   276     3    2P6 3S1 3P1 6D1     (4)3( 2.5)   393821.1*     0.00E+00  0.00E+00
   277     4    2P6 3S1 3P1 7S1     (4)1( 2.5)   393875.9*     0.00E+00  0.00E+00  0.00E+00
   278     3    2P6 3S1 3P1 7S1     (2)1( 0.5)   394000.4*     0.00E+00  0.00E+00
   279     3    2P6 3S1 3P1 6D1     (2)2( 1.5)   394052.7*     0.00E+00  0.00E+00
   280     3    2P6 3S1 3P1 6D1     (2)2( 2.5)   394196.3*     0.00E+00  0.00E+00
   281     4    2P6 3S1 3P1 6D1     (4)3( 3.5)   394255.9*     0.00E+00  0.00E+00  0.00E+00
   282     4    2P6 3S1 3P1 6D1     (4)3( 4.5)   394366.8*     0.00E+00  0.00E+00  0.00E+00
   283     4    2P6 3S1 3P1 6D1     (4)1( 2.5)   394658.6*     0.00E+00  0.00E+00  0.00E+00
   284     4    2P6 3S1 3P1 7S1     (2)1( 1.5)   394702.0*     0.00E+00  0.00E+00  0.00E+00
   285     4    2P6 3S1 3P1 6D1     (4)1( 1.5)   394835.4*     0.00E+00  0.00E+00  0.00E+00
   286     4    2P6 3S1 3P1 6D1     (4)1( 0.5)   394947.4*     0.00E+00  0.00E+00  0.00E+00
   287     4    2P6 3S1 3P1 6D1     (2)3( 2.5)   395164.5*     0.00E+00  0.00E+00  0.00E+00
   288     4    2P6 3S1 3P1 6D1     (2)3( 3.5)   395612.4*     0.00E+00  0.00E+00  0.00E+00
   289     4    2P6 3S1 3P1 6D1     (2)1( 1.5)   395887.1*     0.00E+00  0.00E+00  0.00E+00
   290     4    2P6 3S1 3P1 6D1     (2)1( 0.5)   396167.7*     0.00E+00  0.00E+00  0.00E+00
   291     2    2P6 3S1 3P1 6F1     (4)3( 2.5)   396903.9*     0.00E+00
